ic,name,direction,level,key,families,n_units_binding,n_units_setter,own_control_binding,own_control_setter,own_treated_binding,own_treated_setter,top3_binding,top3_setter,tier,treated_hours,binding_gate
VIC1-NSW1,VNI,forward,K1,MLTS/LINE/CRTS_MLTS1_500,V-BAML1_15M|V-CRML|V-MLSY_NOEMTT_R,82,82,0.0,0.0,0.06504065040650406,0.40853658536585363,N^^N_NIL_X5_BEKG (9% vs 2%); V::N_MLMO_O1 (5% vs 0%); V^^N_NIL_1 (4% vs 7%),V::N_MLMO_V1 (23% vs 0%); V::N_X_ARWBBA_S2 (14% vs 0%); V::N_MLMO_O1 (12% vs 0%),supported,56.5,ok
VIC1-NSW1,VNI,forward,K1,MLTS/LINE/MLTS_SYTS1_500,CA_SYDS_562A9792|V-BAML1_15M|V-MLSY_NOEMTT_P|V-MLSY_NOEMTT_R,386,386,0.0,0.0,0.020293609671848012,0.10578583765112261,N>>BDBU_970_051 (18% vs 13%); V^^N_MNYS_1 (7% vs 16%); N::N_MNYS_2 (6% vs 5%),V^^N_MNYS_1 (24% vs 35%); N>>BDBU_970_051 (20% vs 14%); N::N_MNYS_2 (7% vs 6%),supported,260.0,ok
VIC1-NSW1,VNI,forward,K1,SYD_STH/LINE/76,N-X_61_76|N-X_AVMA_SSWW,223,223,0.0,0.0,0.044095665171898356,0.1375186846038864,N^^N_BDBU_X5_BESH (9% vs 2%); N>>NIL_990_051 (9% vs 4%); N>>X-17+76_39_11 (4% vs 0%),V::N_NIL_V2 (14% vs 3%); N>>X-17+76_39_11 (11% vs 0%); V>>N_NIL_65_051 (10% vs 14%),supported,115.0,ok
VIC1-NSW1,VNI,forward,K1,S_EAST/LINE/TABSES_1,S-TBSE|S-X_TBSE+BDBU,592,592,0.0,0.0,0.09403153153153153,0.4909909909909909,V::N_SETB_O2 (5% vs 0%); N^^N_NIL_WGLT (3% vs 1%); N^^N_BDBU_X5_BESH (2% vs 0%),V::N_SETB_V2 (16% vs 0%); V::N_SETB_V1 (14% vs 0%); V::N_SETB_O2 (14% vs 0%),supported,337.5,ok
VIC1-NSW1,VNI,forward,K1,S_EAST/LINE/TABSES_2,S-TBSE,437,437,0.0,0.0,0.08581235697940504,0.3329519450800915,V^^N_NIL_1 (21% vs 9%); N^^N_NIL_WGLT (12% vs 11%); N^^N_BDBU_X5_BEKG (6% vs 0%),V^^N_NIL_1 (23% vs 16%); V::N_SETB_V2 (15% vs 0%); N^^N_NIL_WGLT (14% vs 12%),supported,326.0,ok
VIC1-NSW1,VNI,forward,K1,TUMUT3/LINE/051,CA_SYDS_57BBC96F|N-LTWG_63|N-LTWG_RADIAL|N-LTWG_X5|N-WAGGA_330_BUSA|N-X_051_X5,182,182,0.0,0.0,0.19597069597069597,0.9532967032967034,V::N_LTWG_S2 (13% vs 0%); CA_SYDS_57BBC96F_1 (3% vs 0%); V^^N_BADP_1 (3% vs 0%),V::N_LTWG_S2 (66% vs 0%); CA_SYDS_57BBC96F_1 (9% vs 0%); V::N_LTWG_V1 (6% vs 0%),supported,95.5,ok
VIC1-NSW1,VNI,forward,K1,TUMUT3/LINE/64,I-X_64_DDSM|N-KVCW_3W_WG_CLOSE|N-LTUT_64_15M|V-DDSM,552,552,0.0,0.0012832125603864733,0.20621980676328502,0.42421497584541057,V^^N_LTUT_1 (20% vs 0%); N^^N_NIL_X5_BEKG (2% vs 2%); N^^N_NIL_X5_BESH (2% vs 2%),V^^N_LTUT_1 (39% vs 0%); V::N_NIL_V2 (13% vs 20%); V::N_NIL_V1 (6% vs 16%),supported,350.5,ok
VIC1-NSW1,VNI,forward,K1,WAGGA330/BUS/5A,N-DPWG_63|N-DPWG_63_X5|N-LTWG_RADIAL|N-LTWG_X5|N-WAGGA_330_BUSA|N-X_051_X5,172,172,0.0,0.005813953488372093,0.2141472868217054,0.9941860465116279,V^^N_DPWG_1 (11% vs 0%); V::N_LTWG_S2 (9% vs 0%); V^^N_BADP_1 (3% vs 0%),V::N_LTWG_S2 (60% vs 0%); V^^N_DPWG_1 (21% vs 0%); V::N_LTWG_V1 (8% vs 0%),supported,105.5,ok
VIC1-NSW1,VNI,forward,K1,WETS/LINE/RCTS_WETS_220,V-KG_WE_RC,96,96,0.0,0.0,0.024305555555555552,0.37847222222222227,N>>BDBU_970_051 (17% vs 10%); N>>NIL_990_051 (14% vs 12%); N>>NIL_970_051 (4% vs 1%),V::N_KGRC_V2 (15% vs 0%); N>>BDBU_970_051 (15% vs 12%); V::N_KGRC_V1 (12% vs 0%),supported,50.5,below asset gate: see family row
VIC1-NSW1,VNI,forward,K1xK2,4/LINE/4 × N-CTMN_4_WG_CLOSE,N-CTMN_4_WG_CLOSE,1558,1558,0.005150834403080873,0.008916345742404793,0.10430038510911425,0.26230209670517757,N::N_CTMN_2 (7% vs 0%); N::N_03+4_2 (5% vs 0%); N>>NIL_990_051 (4% vs 1%),V::N_NIL_V2 (16% vs 7%); V^^N_MNYS_1 (13% vs 1%); N::N_CTMN_2 (10% vs 0%),supported,1092.5,ok
VIC1-NSW1,VNI,forward,K1xK2,ARTS/LINE/ARTS_WBTS_220 × V-AR_WB_BA,V-AR_WB_BA,69,69,0.0,0.016908212560386476,0.01932367149758454,0.6135265700483091,N>>BDBU_970_051 (14% vs 14%); N::N_MNYS_2 (4% vs 17%); V::N_X_ARWBBA_SD (2% vs 0%),V::N_X_ARWBBA_S2 (34% vs 1%); N>>BDBU_970_051 (19% vs 15%); V::N_X_ARWBBA_SD (17% vs 0%),supported,41.0,below asset gate: see family row
VIC1-NSW1,VNI,forward,K1xK2,AVON/LINE/17 × N-AVMA_17,N-AVMA_17,1045,1045,0.0,0.0,0.01722488038277512,0.024880382775119617,N^^N_NIL_X5_BESH (6% vs 2%); V>>N_NIL_65_051 (5% vs 4%); V>>N_6Y+X5_66_65 (5% vs 0%),V::N_NIL_O2 (10% vs 2%); V::N_NIL_V1 (8% vs 5%); V>>N_NIL_65_051 (8% vs 10%),supported,576.0,ok
VIC1-NSW1,VNI,forward,K1xK2,BALRANLD/LINE/X5/1 × N-BADP,N-BADP,109,109,0.009174311926605505,0.01070336391437309,0.0061162079510703364,0.49082568807339444,V::N_SMSC_O2 (2% vs 0%); V>>NIL_SMTX_SMTX_R2 (1% vs 0%); V^^N_BADP_1 (1% vs 1%),V^^N_BADP_1 (41% vs 1%); V::N_NIL_V1 (21% vs 3%); V::N_NIL_V2 (17% vs 11%),supported,57.5,below asset gate: see family row
VIC1-NSW1,VNI,forward,K1xK2,BATS/LINE/BATS_MLTS1_220 × V-BAML1_15M,V-BAML1_15M,87,87,0.0,0.0,0.0,0.0,N::N_UTRV_2 (15% vs 0%); N::N_CTMN_2 (14% vs 0%); V>>N_NIL_65_051 (10% vs 12%),V>>N_NIL_65_051 (35% vs 36%); N::N_UTRV_2 (15% vs 0%); N::N_CTMN_2 (15% vs 2%),supported,52.5,below asset gate: see family row
VIC1-NSW1,VNI,forward,K1xK2,BATS/LINE/BATS_WBTS_220 × V-AR_WB_BA,V-AR_WB_BA,73,73,0.0,0.0,0.1278538812785388,0.5159817351598173,V::N_X_ARWBBA_V2 (11% vs 0%); N::N_MNYS_2 (9% vs 3%); V^^N_MNYS_1 (9% vs 2%),V::N_X_ARWBBA_S2 (32% vs 0%); N::N_MNYS_2 (19% vs 2%); V::N_X_ARWBBA_V2 (17% vs 0%),supported,43.0,ok
VIC1-NSW1,VNI,forward,K1xK2,BURONGA/LINE/X1 × I-BURC,I-BURC,198,198,0.0025252525252525255,0.0026936026936026937,0.0664983164983165,0.2062289562289562,N::N_SDUT_2 (24% vs 10%); N^^N_NIL_WGLT (10% vs 37%); V^^N_BURC_1 (7% vs 0%),N::N_SDUT_2 (44% vs 17%); V^^N_BURC_1 (20% vs 0%); N^^N_NIL_WGLT (12% vs 52%),supported,107.5,ok
VIC1-NSW1,VNI,forward,K1xK2,DAPTO/LINE/18 × N-DTKV_18_WG_CLOSE,N-DTKV_18_WG_CLOSE,112,112,0.0,0.0,0.4672619047619047,0.7976190476190477,N::N_DTKV_2 (44% vs 0%); N^^N_NIL_WGLT (8% vs 7%); N^^N_NIL_X5_BEKG (3% vs 3%),N::N_DTKV_2 (67% vs 0%); V^^N_DTKV_1 (12% vs 0%); N^^N_NIL_WGLT (7% vs 9%),supported,57.0,ok
VIC1-NSW1,VNI,forward,K1xK2,DAPTO/LINE/8 × N-DTMN_8_15M,N-DTMN_8_15M,403,403,0.0,0.0,0.10711331679073614,0.2679900744416873,V^^N_DTMN_1 (10% vs 0%); N>>BDBU_970_051 (6% vs 6%); N^^N_NIL_WGLT (4% vs 7%),V^^N_DTMN_1 (23% vs 0%); V::N_NIL_V1 (12% vs 2%); V::N_NIL_V2 (11% vs 16%),supported,230.0,ok
VIC1-NSW1,VNI,forward,K1xK2,DDTS/LINE/DDTS_MSS1_330 × V-DDMS,V-DDMS,185,185,0.0,0.0,0.14504504504504506,0.2918918918918919,V::N_DDMS_S1 (11% vs 0%); N>>970_990_051 (10% vs 0%); N>>NIL_990_051 (8% vs 1%),V::N_DDMS_S1 (14% vs 0%); V^^N_DDMS_1 (14% vs 0%); N>>970_990_051 (13% vs 0%),supported,140.0,ok
VIC1-NSW1,VNI,forward,K1xK2,EL32526 × V-KMRC,V-KMRC,171,171,0.0,0.0,0.0,0.31871345029239767,N::N_4+07_2 (9% vs 1%); N::N_CNLT_2 (2% vs 1%); N::N_3L+07_2 (1% vs 1%),V::N_KMRC_V2 (22% vs 0%); N::N_4+07_2 (22% vs 1%); N::N_3L+07_2 (12% vs 4%),supported,87.0,below asset gate: see family row
VIC1-NSW1,VNI,forward,K1xK2,KANGAROO/LINE/3W × N-KVCW_3W_WG_CLOSE,N-KVCW_3W_WG_CLOSE,423,423,0.029091147885474126,0.1764053060152351,0.06540583136327817,0.3940110323089046,N^^N_NIL_WGLT (10% vs 13%); N>>BDBU_970_051 (5% vs 7%); N::N_CNCW_2 (5% vs 0%),V^^N_CNCW_1 (25% vs 12%); N^^N_NIL_WGLT (19% vs 19%); V::N_NIL_V2 (10% vs 5%),supported,234.5,ok
VIC1-NSW1,VNI,forward,K1xK2,KMTS_MRTS_220/LINE/KMTS_MRTS_220 × V-MRKM,V-MRKM,72,72,0.0,0.0,0.016203703703703706,0.5162037037037037,#R036509_012_RAMP_F (2% vs 0%); V::N_HORC_S1 (2% vs 0%); #R036509_012_RAMP_V (1% vs 0%),V::N_HORC_S1 (27% vs 0%); V::N_HORC_S2 (16% vs 0%); V::N_HYSE_V1 (11% vs 0%),supported,47.5,below asset gate: see family row
VIC1-NSW1,VNI,forward,K1xK2,KMTS_RCTS_220/LINE/KMTS_RCTS_220 × V-KMRC,V-KMRC,109,109,0.0,0.0,0.0,0.28593272171253825,V>>N_NIL_65_051 (11% vs 2%); N::N_4+07_2 (2% vs 0%); #R033253_010_RAMP_V (1% vs 0%),V::N_KMRC_V2 (26% vs 0%); V::N_HORC_S1 (14% vs 3%); V>>N_NIL_65_051 (11% vs 14%),supported,68.0,below asset gate: see family row
VIC1-NSW1,VNI,forward,K1xK2,MARULAN/LINE/5 × N-MNYS_5_WG_CLOSE,N-MNYS_5_WG_CLOSE,1791,1791,0.0012283640424343943,0.004547428500527328,0.2882933184440722,0.5928717662386005,V^^N_MNYS_1 (14% vs 0%); N>>BDBU_970_051 (14% vs 13%); N::N_MNYS_2 (12% vs 0%),V^^N_MNYS_1 (39% vs 0%); N::N_MNYS_2 (16% vs 0%); N>>BDBU_970_051 (15% vs 13%),supported,1475.0,ok
VIC1-NSW1,VNI,forward,K1xK2,MLTS/LINE/CRTS_MLTS1_500 × V-CRML,V-CRML,84,84,0.0,0.0,0.10515873015873016,0.4563492063492063,N^^N_NIL_X5_BEKG (9% vs 2%); V::N_MLMO_V1 (6% vs 0%); V::N_MLMO_O1 (5% vs 0%),V::N_MLMO_V1 (28% vs 0%); V::N_X_ARWBBA_S2 (13% vs 0%); V::N_MLMO_O1 (12% vs 0%),supported,48.0,ok
VIC1-NSW1,VNI,forward,K1xK2,MLTS/LINE/MLTS_SYTS1_500 × V-MLSY_NOEMTT_R,V-MLSY_NOEMTT_R,397,397,0.0,0.0,0.01595298068849706,0.0961376994122586,N>>BDBU_970_051 (20% vs 16%); V^^N_MNYS_1 (7% vs 15%); N::N_MNYS_2 (6% vs 4%),N>>BDBU_970_051 (23% vs 18%); V^^N_MNYS_1 (23% vs 33%); N::N_MNYS_2 (7% vs 6%),supported,260.0,ok
VIC1-NSW1,VNI,forward,K1xK2,S_EAST/LINE/TABSES_1 × S-TBSE,S-TBSE,593,593,0.0,0.0,0.09387296233839235,0.49016301292861153,V::N_SETB_O2 (5% vs 0%); N^^N_NIL_WGLT (3% vs 3%); N^^N_BDBU_X5_BESH (2% vs 0%),V::N_SETB_V2 (16% vs 0%); V::N_SETB_V1 (14% vs 0%); V::N_SETB_O2 (14% vs 0%),supported,337.5,ok
VIC1-NSW1,VNI,forward,K1xK2,S_EAST/LINE/TABSES_2 × S-TBSE,S-TBSE,445,445,0.005243445692883895,0.0033707865168539327,0.08838951310861423,0.3415730337078652,V^^N_NIL_1 (21% vs 9%); N^^N_NIL_WGLT (11% vs 11%); V::N_SETB_O2 (6% vs 0%),V^^N_NIL_1 (23% vs 16%); V::N_SETB_V2 (15% vs 0%); N^^N_NIL_WGLT (14% vs 12%),supported,326.0,ok
VIC1-NSW1,VNI,forward,K1xK2,TUMUT3/LINE/64 × N-LTUT_64_15M,N-LTUT_64_15M,567,567,0.0,0.0,0.19811875367430926,0.41034685479129923,V^^N_LTUT_1 (20% vs 0%); N^^N_NIL_X5_BEKG (2% vs 2%); N^^N_NIL_X5_BESH (2% vs 2%),V^^N_LTUT_1 (39% vs 0%); V::N_NIL_V2 (12% vs 19%); V::N_NIL_V1 (6% vs 18%),supported,350.5,ok
VIC1-NSW1,VNI,forward,K1xK2,WAGGA330/BUS/5A × N-WAGGA_330_BUSA,N-WAGGA_330_BUSA,152,152,0.0,0.0,0.0021929824561403508,0.01206140350877193,V^^N_DPWG_1 (11% vs 6%); V::N_LTWG_S2 (11% vs 1%); CA_SYDS_57BBC96F_1 (3% vs 0%),V::N_LTWG_S2 (54% vs 2%); V^^N_DPWG_1 (28% vs 12%); CA_SYDS_57BBC96F_1 (8% vs 0%),supported,101.5,below asset gate: see family row
VIC1-NSW1,VNI,forward,K1xK2,WETS/LINE/RCTS_WETS_220 × V-KG_WE_RC,V-KG_WE_RC,96,96,0.0,0.0,0.024305555555555552,0.37847222222222227,N>>BDBU_970_051 (17% vs 10%); N>>NIL_990_051 (14% vs 12%); N>>NIL_970_051 (4% vs 1%),V::N_KGRC_V2 (15% vs 0%); N>>BDBU_970_051 (15% vs 12%); V::N_KGRC_V1 (12% vs 0%),supported,50.5,below asset gate: see family row
VIC1-NSW1,VNI,forward,K2,I-BURC,I-BURC,275,275,0.0018181818181818182,0.0024242424242424242,0.05212121212121212,0.15454545454545454,N::N_SDUT_2 (20% vs 8%); N^^N_NIL_WGLT (7% vs 28%); V^^N_BURC_1 (5% vs 0%),N::N_SDUT_2 (35% vs 13%); V>>N_NIL_65_051 (15% vs 16%); V^^N_BURC_1 (15% vs 0%),supported,157.5,ok
VIC1-NSW1,VNI,forward,K2,N-BADP,N-BADP,162,162,0.0074074074074074086,0.008436213991769548,0.004115226337448559,0.3569958847736625,N^^N_NIL_X5_BEKG (2% vs 4%); V>>N_NIL_65_051 (2% vs 2%); V::N_SMSC_O2 (1% vs 0%),V^^N_BADP_1 (29% vs 1%); V::N_NIL_V1 (22% vs 3%); V::N_NIL_V2 (14% vs 10%),supported,91.0,ok
VIC1-NSW1,VNI,forward,K2,N-CTYS_3L_WG_CLOSE,N-CTYS_3L_WG_CLOSE,1412,1412,0.0010033050047214352,0.03911709159584514,0.20325779036827196,0.5064919735599622,V^^N_MNYS_1 (16% vs 0%); N^^N_NIL_X5_BEKG (4% vs 1%); N::N_CTYS_2 (4% vs 0%),V^^N_MNYS_1 (37% vs 4%); N::N_CTYS_2 (10% vs 0%); N^^N_NIL_X5_BEKG (5% vs 1%),supported,804.0,ok
VIC1-NSW1,VNI,forward,K2,N-DTKV_18_WG_CLOSE,N-DTKV_18_WG_CLOSE,117,117,0.0,0.0,0.46153846153846145,0.782051282051282,N::N_DTKV_2 (43% vs 0%); N^^N_NIL_WGLT (8% vs 9%); N^^N_NIL_X5_BEKG (3% vs 3%),N::N_DTKV_2 (66% vs 0%); V^^N_DTKV_1 (12% vs 0%); N^^N_NIL_WGLT (8% vs 10%),supported,59.5,ok
VIC1-NSW1,VNI,forward,K2,N-DTMN_8_15M,N-DTMN_8_15M,654,654,0.0,0.0,0.11289500509683995,0.27930682976554533,V^^N_DTMN_1 (11% vs 0%); N>>BDBU_970_051 (10% vs 11%); N::N_CNLT_2 (3% vs 1%),V^^N_DTMN_1 (26% vs 0%); N>>BDBU_970_051 (11% vs 13%); V::N_NIL_V1 (10% vs 3%),supported,383.0,ok
VIC1-NSW1,VNI,forward,K2,N-DTSS_11,N-DTSS_11,920,920,0.0,0.0,0.003623188405797101,0.03206521739130434,N::N_CNLT_2 (8% vs 3%); N>>BDBU_970_051 (7% vs 7%); N^^N_NIL_WGLT (5% vs 4%),V^^N_MNYS_1 (12% vs 15%); N::N_CNLT_2 (12% vs 4%); V::N_NIL_V2 (11% vs 12%),supported,536.5,ok
VIC1-NSW1,VNI,forward,K2,N-KVCW_3W_WG_CLOSE,N-KVCW_3W_WG_CLOSE,452,452,0.03607423795476893,0.17117133726647002,0.07595870206489676,0.3875368731563422,N^^N_NIL_WGLT (13% vs 15%); N>>BDBU_970_051 (5% vs 6%); N::N_CNCW_2 (5% vs 0%),V^^N_CNCW_1 (25% vs 12%); N^^N_NIL_WGLT (21% vs 21%); V::N_NIL_V2 (10% vs 4%),supported,249.5,ok
VIC1-NSW1,VNI,forward,K2,N-LTUT_64_15M,N-LTUT_64_15M,693,693,0.0,0.0,0.16594516594516595,0.3388648388648388,V^^N_LTUT_1 (17% vs 0%); N^^N_NIL_X5_BEKG (2% vs 1%); N>>BDBU_970_051 (2% vs 1%),V^^N_LTUT_1 (32% vs 0%); V::N_NIL_V2 (14% vs 18%); V::N_NIL_V1 (10% vs 19%),supported,425.0,ok
VIC1-NSW1,VNI,forward,K2,N-MNYS_5_WG_CLOSE,N-MNYS_5_WG_CLOSE,2833,2833,0.02652468917911911,0.052171824136172884,0.18513942816801976,0.4229321096599599,N>>BDBU_970_051 (9% vs 9%); V^^N_MNYS_1 (9% vs 3%); N::N_MNYS_2 (8% vs 0%),V^^N_MNYS_1 (29% vs 5%); N>>BDBU_970_051 (10% vs 9%); N::N_MNYS_2 (10% vs 0%),supported,2324.0,ok
VIC1-NSW1,VNI,forward,K2,N-X_AVMA_SSWW,N-X_AVMA_SSWW,198,198,0.0,0.0,0.06818181818181818,0.132996632996633,N^^N_BDBU_X5_BESH (10% vs 2%); N>>NIL_990_051 (10% vs 6%); N>>X-17+76_39_11 (7% vs 0%),V::N_NIL_V2 (16% vs 8%); N>>X-17+76_39_11 (13% vs 0%); N^^N_BDBU_X5_BESH (7% vs 1%),supported,102.5,ok
VIC1-NSW1,VNI,forward,K2,N-X_LPSS_MPWW,N-X_LPSS_MPWW,684,684,0.0,0.0,0.0012183235867446393,0.005604288499025341,V^^N_LTUT_1 (8% vs 0%); V^^N_NIL_1 (4% vs 14%); V::N_SETB_O2 (3% vs 2%),V::N_NIL_V2 (15% vs 7%); V^^N_NIL_1 (11% vs 23%); V::N_NIL_V1 (11% vs 13%),supported,535.0,ok
VIC1-NSW1,VNI,forward,K2,V-ARCW,V-ARCW,54,54,0.0,0.0,0.18209876543209874,0.3611111111111111,V::N_WBHO_S2 (18% vs 0%); N::N_MNYS_2 (13% vs 9%); V::N_NIL_V2 (8% vs 5%),V::N_WBHO_S2 (36% vs 0%); V^^N_MNYS_1 (22% vs 0%); N::N_MNYS_2 (19% vs 9%),supported,29.0,ok
VIC1-NSW1,VNI,forward,K2,V-AR_WB_BA,V-AR_WB_BA,241,241,0.0,0.004840940525587829,0.042185338865836794,0.3284923928077455,N::N_UTRV_2 (8% vs 0%); N::N_SDUT_2 (7% vs 1%); V>>N_NIL_65_051 (6% vs 12%),V::N_X_ARWBBA_S2 (20% vs 0%); V>>N_NIL_65_051 (15% vs 26%); N::N_MNYS_2 (8% vs 8%),supported,129.0,ok
VIC1-NSW1,VNI,forward,K2,V-BAML1_15M,V-BAML1_15M,191,191,0.0,0.0,0.0,0.0,N>>BDBU_970_051 (15% vs 11%); N::N_UTRV_2 (10% vs 0%); N::N_SDUT_2 (9% vs 0%),V>>N_NIL_65_051 (19% vs 23%); N>>BDBU_970_051 (17% vs 12%); N::N_UTRV_2 (10% vs 0%),supported,108.0,ok
VIC1-NSW1,VNI,forward,K2,V-DDMS,V-DDMS,300,300,0.0,0.0,0.09388888888888888,0.20222222222222225,N>>BDBU_970_051 (11% vs 12%); V::N_DDMS_S1 (6% vs 0%); N>>970_990_051 (6% vs 0%),N>>BDBU_970_051 (14% vs 10%); V^^N_DDMS_1 (9% vs 0%); V::N_DDMS_S1 (9% vs 0%),supported,199.0,ok
VIC1-NSW1,VNI,forward,K2,V-DDSM,V-DDSM,131,131,0.0,0.0,0.04071246819338422,0.17048346055979643,N>>NIL_970_051 (13% vs 1%); N^^N_NIL_X5_BESH (7% vs 2%); N^^N_NIL_WGLT (6% vs 2%),N>>NIL_970_051 (19% vs 1%); N^^N_NIL_X5_BESH (9% vs 5%); V::N_DDSM_V1 (9% vs 0%),supported,99.0,ok
VIC1-NSW1,VNI,forward,K2,V-KG_WE_RC,V-KG_WE_RC,149,149,0.0,0.0,0.01565995525727069,0.2774049217002237,N>>NIL_990_051 (22% vs 12%); N>>BDBU_970_051 (16% vs 13%); N>>BDBU_YSTX_051 (5% vs 6%),N>>NIL_990_051 (19% vs 12%); N>>BDBU_970_051 (13% vs 14%); V::N_KGRC_V2 (10% vs 0%),supported,78.0,ok
VIC1-NSW1,VNI,forward,K2,V-KMRC,V-KMRC,320,320,0.0,0.0,0.02395833333333333,0.215625,V>>N_NIL_65_051 (5% vs 7%); N::N_4+07_2 (5% vs 0%); N::N_CTMN_2 (4% vs 0%),V::N_KMRC_V2 (16% vs 0%); N::N_4+07_2 (12% vs 0%); V>>N_NIL_65_051 (8% vs 19%),supported,174.5,ok
VIC1-NSW1,VNI,forward,K2,V-MLSY_NOEMTT_R,V-MLSY_NOEMTT_R,1449,1449,0.0,0.0,0.03784219001610306,0.09374281113411546,N>>BDBU_970_051 (12% vs 12%); V^^N_NIL_1 (7% vs 4%); N>>BDBU_990_051 (7% vs 3%),V^^N_MNYS_1 (18% vs 26%); N>>BDBU_970_051 (13% vs 13%); V^^N_NIL_1 (9% vs 5%),supported,861.0,ok
VIC1-NSW1,VNI,forward,K2,V-MRKM,V-MRKM,171,171,0.0,0.0,0.01267056530214425,0.29044834307992196,V>>N_NIL_65_051 (3% vs 4%); N::N_03+4_2 (3% vs 0%); N::N_CTMN_2 (2% vs 1%),V>>N_NIL_65_051 (19% vs 18%); V::N_HORC_S1 (13% vs 0%); V::N_HORC_S2 (10% vs 0%),supported,97.5,ok
VIC1-NSW1,VNI,forward,K3,3L,N-CNLT_07|N-CTYS_3L_WG_CLOSE|N-X_3L+07_WG_CLOSE|N-X_3L+11_WG_CLOSE|N-X_3L+2_WG_CLOSE,1248,1248,0.0011752136752136754,0.04902510683760684,0.23677884615384615,0.6213942307692307,V^^N_MNYS_1 (18% vs 0%); N^^N_NIL_X5_BEKG (4% vs 1%); N::N_CTYS_2 (3% vs 0%),V^^N_MNYS_1 (40% vs 5%); N::N_CTYS_2 (10% vs 0%); N^^N_NIL_X5_BEKG (5% vs 1%),supported,746.5,ok
VIC1-NSW1,VNI,forward,K3,ARTS,V-ARCW|V-AR_WB_BA,105,105,0.0,0.0,0.012698412698412698,0.49523809523809526,N::N_MNYS_2 (9% vs 16%); N>>BDBU_970_051 (9% vs 18%); V^^N_MNYS_1 (3% vs 0%),V::N_X_ARWBBA_S2 (23% vs 0%); N::N_MNYS_2 (13% vs 16%); N>>BDBU_970_051 (13% vs 18%),supported,59.5,ok
VIC1-NSW1,VNI,forward,K3,AVON,N-AVMA_17|N-WGWA_63|N-WGWA_RADIAL|N-X_4+17_WG_CLOSE|N-X_AVMA_SSWW,1120,1120,0.033105158730158735,0.06624255952380952,0.1525297619047619,0.29166666666666663,N^^N_NIL_X5_BESH (5% vs 2%); V>>N_NIL_65_051 (5% vs 2%); V^^N_4+17_1 (4% vs 0%),V::N_NIL_O2 (9% vs 3%); V::N_NIL_V1 (7% vs 6%); V>>N_NIL_65_051 (7% vs 7%),supported,622.5,ok
VIC1-NSW1,VNI,forward,K3,BALRANLD,N-BABU|N-BADP|N-MNYS_5_WG_CLOSE|N-X_BABU_BADP_MNYS,122,122,0.0,0.001366120218579235,0.00546448087431694,0.46857923497267756,V::N_SMSC_O2 (2% vs 0%); V>>NIL_SMTX_SMTX_R2 (1% vs 0%); N^^N_NIL_X5_BEKG (0% vs 5%),V^^N_BADP_1 (37% vs 0%); V::N_NIL_V2 (23% vs 18%); V::N_NIL_V1 (19% vs 3%),supported,64.0,ok
VIC1-NSW1,VNI,forward,K3,BATS,V-AR_WB_BA|V-BAML1_15M,165,165,0.0,0.0,0.056565656565656555,0.22828282828282828,V>>N_NIL_65_051 (11% vs 11%); N::N_UTRV_2 (8% vs 0%); N::N_CTMN_2 (7% vs 0%),V>>N_NIL_65_051 (27% vs 28%); V::N_X_ARWBBA_S2 (14% vs 0%); N::N_MNYS_2 (8% vs 3%),supported,98.0,ok
VIC1-NSW1,VNI,forward,K3,CRTS,V-CRGP|V-CRMO,70,70,0.0,0.0,0.0023809523809523807,0.21904761904761902,N^^N_NIL_WGLT (9% vs 6%); N^^N_NIL_X5_BEKG (4% vs 8%); V^^N_NIL_1 (0% vs 10%),N^^N_NIL_X5_BEKG (13% vs 5%); V::N_MLMO_V2 (13% vs 0%); N::N_DTKV_2 (13% vs 1%),supported,49.0,ok
VIC1-NSW1,VNI,forward,K3,DAPTO,N-BADP|N-DTKV_18_WG_CLOSE|N-DTMN_8_15M|N-DTSS_11|N-X_11+14|N-X_3L+11_WG_CLOSE,1344,1344,0.0,0.0,0.08606150793650794,0.20771329365079363,N::N_CNLT_2 (6% vs 2%); N>>BDBU_970_051 (5% vs 5%); N>>NIL_990_051 (4% vs 2%),N::N_CNLT_2 (9% vs 3%); V::N_NIL_V2 (8% vs 12%); V^^N_MNYS_1 (8% vs 11%),supported,778.5,ok
VIC1-NSW1,VNI,forward,K3,KANGAROO,N-KVCW_3W_WG_CLOSE|N-LTUT_64_15M,445,445,0.03439450686641698,0.17311485642946317,0.07415730337078652,0.41086142322097374,N^^N_NIL_WGLT (13% vs 16%); N>>BDBU_970_051 (5% vs 6%); N::N_CNCW_2 (4% vs 0%),V^^N_CNCW_1 (25% vs 12%); N^^N_NIL_WGLT (22% vs 22%); V::N_NIL_V2 (10% vs 4%),supported,245.5,ok
VIC1-NSW1,VNI,forward,K3,KIAMALSF,I-BDBU_ONE|V-CWHO|V-KMRC|V-MRKM|V-RCTS_BUS2,374,374,0.0,0.0,0.07352941176470588,0.44786096256684493,V^^N_RC_BUS2_1 (7% vs 0%); V>>N_NIL_65_051 (4% vs 9%); N::N_4+07_2 (4% vs 0%),V^^N_RC_BUS2_1 (19% vs 0%); V::N_KMRC_V2 (12% vs 0%); V>>N_NIL_65_051 (10% vs 21%),supported,208.0,ok
