ic,name,direction,GENCONSETID,tier,lag_days,group,n_units,own_treated,own_control,own_diff,any_diff
V-SA,Heywood,forward,V-BUCW,unsupported,1,booked_in_advance,18,0.6018518518518517,0.0,0.6018518518518517,0.7490740740740739
V-SA,Heywood,forward,V-BUCW,unsupported,7,booked_in_advance,18,0.6018518518518517,0.0,0.6018518518518517,0.7490740740740739
V-SA,Heywood,forward,V-BUCW,unsupported,14,booked_in_advance,18,0.6018518518518517,0.0,0.6018518518518517,0.7490740740740739
V-SA,Heywood,reverse,V-BUCW,unsupported,1,booked_in_advance,18,0.0,0.0,0.0,-0.35277777777777775
V-SA,Heywood,reverse,V-BUCW,unsupported,7,booked_in_advance,18,0.0,0.0,0.0,-0.35277777777777775
V-SA,Heywood,reverse,V-BUCW,unsupported,14,booked_in_advance,18,0.0,0.0,0.0,-0.35277777777777775
V-SA,Heywood,forward,V-CPRC,unsupported,1,booked_in_advance,21,0.3412698412698412,0.0,0.3412698412698412,-0.12804232804232804
V-SA,Heywood,forward,V-CPRC,unsupported,7,booked_in_advance,21,0.3412698412698412,0.0,0.3412698412698412,-0.12804232804232804
V-SA,Heywood,forward,V-CPRC,unsupported,14,booked_in_advance,21,0.3412698412698412,0.0,0.3412698412698412,-0.12804232804232804
V-SA,Heywood,reverse,V-CPRC,unsupported,1,booked_in_advance,21,0.0,0.0,0.0,0.21375661375661376
V-SA,Heywood,reverse,V-CPRC,unsupported,7,booked_in_advance,21,0.0,0.0,0.0,0.21375661375661376
V-SA,Heywood,reverse,V-CPRC,unsupported,14,booked_in_advance,21,0.0,0.0,0.0,0.21375661375661376
V-SA,Heywood,forward,V-CRML,supported,1,booked_in_advance,132,0.6452020202020202,0.002777777777777778,0.6424242424242425,0.39623316498316496
V-SA,Heywood,forward,V-CRML,supported,7,booked_in_advance,129,0.6602067183462531,0.0028423772609819124,0.6573643410852713,0.4080318690783807
V-SA,Heywood,forward,V-CRML,supported,14,booked_in_advance,129,0.6602067183462531,0.0028423772609819124,0.6573643410852713,0.4080318690783807
V-SA,Heywood,reverse,V-CRML,supported,1,booked_in_advance,132,0.6287878787878788,0.016666666666666666,0.6121212121212121,0.532996632996633
V-SA,Heywood,reverse,V-CRML,supported,7,booked_in_advance,129,0.6434108527131783,0.017054263565891473,0.6263565891472868,0.5474590869939707
V-SA,Heywood,reverse,V-CRML,supported,14,booked_in_advance,129,0.6434108527131783,0.017054263565891473,0.6263565891472868,0.5474590869939707
V-SA,Heywood,forward,V-CWHO,unsupported,1,booked_in_advance,20,0.38333333333333325,0.0,0.38333333333333325,0.2572222222222222
V-SA,Heywood,forward,V-CWHO,unsupported,7,booked_in_advance,20,0.38333333333333325,0.0,0.38333333333333325,0.2572222222222222
V-SA,Heywood,forward,V-CWHO,unsupported,14,booked_in_advance,20,0.38333333333333325,0.0,0.38333333333333325,0.2572222222222222
V-SA,Heywood,reverse,V-CWHO,unsupported,1,booked_in_advance,20,0.0,0.0,0.0,-0.49416666666666664
V-SA,Heywood,reverse,V-CWHO,unsupported,7,booked_in_advance,20,0.0,0.0,0.0,-0.49416666666666664
V-SA,Heywood,reverse,V-CWHO,unsupported,14,booked_in_advance,20,0.0,0.0,0.0,-0.49416666666666664
V-SA,Heywood,forward,V-DDMS,unsupported,1,booked_in_advance,25,0.0,0.0,0.0,0.006333333333333329
V-SA,Heywood,forward,V-DDMS,unsupported,1,not_booked_in_advance,43,0.0,0.0,0.0,-0.0024547803617571075
V-SA,Heywood,forward,V-DDMS,unsupported,7,booked_in_advance,20,0.0,0.0,0.0,0.18708333333333332
V-SA,Heywood,forward,V-DDMS,unsupported,7,not_booked_in_advance,48,0.0,0.0,0.0,-0.07685185185185185
V-SA,Heywood,forward,V-DDMS,unsupported,14,booked_in_advance,20,0.0,0.0,0.0,0.18708333333333332
V-SA,Heywood,forward,V-DDMS,unsupported,14,not_booked_in_advance,48,0.0,0.0,0.0,-0.07685185185185185
V-SA,Heywood,reverse,V-DDMS,supported,1,booked_in_advance,25,0.0,0.0,0.0,0.2853333333333334
V-SA,Heywood,reverse,V-DDMS,supported,1,not_booked_in_advance,43,0.0,0.0,0.0,0.033527131782945724
V-SA,Heywood,reverse,V-DDMS,supported,7,booked_in_advance,20,0.0,0.0,0.0,0.3633333333333333
V-SA,Heywood,reverse,V-DDMS,supported,7,not_booked_in_advance,48,0.0,0.0,0.0,0.027256944444444445
V-SA,Heywood,reverse,V-DDMS,supported,14,booked_in_advance,20,0.0,0.0,0.0,0.3633333333333333
V-SA,Heywood,reverse,V-DDMS,supported,14,not_booked_in_advance,48,0.0,0.0,0.0,0.027256944444444445
V-SA,Heywood,forward,V-HYMO,supported,1,booked_in_advance,89,0.2378277153558052,0.020224719101123598,0.2176029962546816,0.22771535580524344
V-SA,Heywood,forward,V-HYMO,supported,7,booked_in_advance,74,0.286036036036036,0.01936936936936937,0.26666666666666666,0.2891891891891892
V-SA,Heywood,forward,V-HYMO,supported,7,not_booked_in_advance,15,0.0,0.024444444444444446,-0.024444444444444446,-0.07555555555555557
V-SA,Heywood,forward,V-HYMO,supported,14,not_booked_in_advance,89,0.2378277153558052,0.020224719101123598,0.2176029962546816,0.22771535580524344
V-SA,Heywood,reverse,V-HYMO,supported,1,booked_in_advance,89,0.552434456928839,0.01610486891385768,0.5363295880149812,0.6529338327091136
V-SA,Heywood,reverse,V-HYMO,supported,7,booked_in_advance,74,0.6644144144144144,0.012612612612612612,0.6518018018018018,0.6803303303303302
V-SA,Heywood,reverse,V-HYMO,supported,7,not_booked_in_advance,15,0.0,0.03333333333333333,-0.03333333333333333,0.5177777777777777
V-SA,Heywood,reverse,V-HYMO,supported,14,not_booked_in_advance,89,0.552434456928839,0.01610486891385768,0.5363295880149812,0.6529338327091136
V-SA,Heywood,forward,V-HYTR,indicative,1,booked_in_advance,35,0.5857142857142857,0.0,0.5857142857142857,0.062142857142857125
V-SA,Heywood,forward,V-HYTR,indicative,1,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-SA,Heywood,forward,V-HYTR,indicative,7,booked_in_advance,35,0.5857142857142857,0.0,0.5857142857142857,0.062142857142857125
V-SA,Heywood,forward,V-HYTR,indicative,7,not_booked_in_advance,1,0.0,0.0,0.0,0.0
V-SA,Heywood,forward,V-HYTR,indicative,14,not_booked_in_advance,36,0.5694444444444444,0.0,0.5694444444444444,0.060416666666666646
V-SA,Heywood,reverse,V-HYTR,indicative,1,booked_in_advance,35,0.5904761904761905,0.0,0.5904761904761905,0.47746031746031736
V-SA,Heywood,reverse,V-HYTR,indicative,1,not_booked_in_advance,1,0.5,0.0,0.5,0.5
V-SA,Heywood,reverse,V-HYTR,indicative,7,booked_in_advance,35,0.5904761904761905,0.0,0.5904761904761905,0.47746031746031736
V-SA,Heywood,reverse,V-HYTR,indicative,7,not_booked_in_advance,1,0.5,0.0,0.5,0.5
V-SA,Heywood,reverse,V-HYTR,indicative,14,not_booked_in_advance,36,0.587962962962963,0.0,0.587962962962963,0.47808641975308636
V-SA,Heywood,forward,V-KMRC,supported,1,booked_in_advance,87,0.08812260536398468,0.0,0.08812260536398468,-0.06615581098339718
V-SA,Heywood,forward,V-KMRC,supported,7,booked_in_advance,69,0.1111111111111111,0.0,0.1111111111111111,-0.07342995169082127
V-SA,Heywood,forward,V-KMRC,supported,7,not_booked_in_advance,18,0.0,0.0,0.0,-0.03827160493827161
V-SA,Heywood,forward,V-KMRC,supported,14,booked_in_advance,69,0.1111111111111111,0.0,0.1111111111111111,-0.07342995169082127
V-SA,Heywood,forward,V-KMRC,supported,14,not_booked_in_advance,18,0.0,0.0,0.0,-0.03827160493827161
V-SA,Heywood,reverse,V-KMRC,supported,1,booked_in_advance,87,0.0,0.0,0.0,-0.14942528735632185
V-SA,Heywood,reverse,V-KMRC,supported,7,booked_in_advance,69,0.0,0.0,0.0,-0.035386473429951694
V-SA,Heywood,reverse,V-KMRC,supported,7,not_booked_in_advance,18,0.0,0.0,0.0,-0.5865740740740741
V-SA,Heywood,reverse,V-KMRC,supported,14,booked_in_advance,69,0.0,0.0,0.0,-0.035386473429951694
V-SA,Heywood,reverse,V-KMRC,supported,14,not_booked_in_advance,18,0.0,0.0,0.0,-0.5865740740740741
V-SA,Heywood,forward,V-KOWE,unsupported,1,booked_in_advance,370,0.16936936936936933,0.0,0.16936936936936933,-0.048626126126126136
V-SA,Heywood,forward,V-KOWE,unsupported,7,booked_in_advance,370,0.16936936936936933,0.0,0.16936936936936933,-0.048626126126126136
V-SA,Heywood,forward,V-KOWE,unsupported,14,booked_in_advance,370,0.16936936936936933,0.0,0.16936936936936933,-0.048626126126126136
V-SA,Heywood,reverse,V-KOWE,unsupported,1,booked_in_advance,370,0.0,0.0,0.0,0.032560060060060056
V-SA,Heywood,reverse,V-KOWE,unsupported,7,booked_in_advance,370,0.0,0.0,0.0,0.032560060060060056
V-SA,Heywood,reverse,V-KOWE,unsupported,14,booked_in_advance,370,0.0,0.0,0.0,0.032560060060060056
V-SA,Heywood,forward,V-MLSY_NOEMTT_P,unsupported,1,booked_in_advance,4,0.0,0.0,0.0,0.20833333333333334
V-SA,Heywood,reverse,V-MLSY_NOEMTT_P,unsupported,1,booked_in_advance,4,0.25,0.0,0.25,0.20833333333333331
V-SA,Heywood,forward,V-MLSY_NOEMTT_R,supported,1,booked_in_advance,180,0.03981481481481481,0.0,0.03981481481481481,-0.2460493827160494
V-SA,Heywood,forward,V-MLSY_NOEMTT_R,supported,1,not_booked_in_advance,26,0.0,0.0,0.0,-0.03365384615384614
V-SA,Heywood,forward,V-MLSY_NOEMTT_R,supported,7,booked_in_advance,92,0.0,0.0,0.0,-0.4493055555555556
V-SA,Heywood,forward,V-MLSY_NOEMTT_R,supported,7,not_booked_in_advance,104,0.0689102564102564,0.0,0.0689102564102564,-0.04610042735042736
V-SA,Heywood,forward,V-MLSY_NOEMTT_R,supported,14,booked_in_advance,92,0.0,0.0,0.0,-0.4493055555555556
V-SA,Heywood,forward,V-MLSY_NOEMTT_R,supported,14,not_booked_in_advance,104,0.0689102564102564,0.0,0.0689102564102564,-0.04610042735042736
V-SA,Heywood,reverse,V-MLSY_NOEMTT_R,supported,1,booked_in_advance,180,0.07592592592592594,0.0,0.07592592592592594,0.20785493827160495
V-SA,Heywood,reverse,V-MLSY_NOEMTT_R,supported,1,not_booked_in_advance,26,0.0,0.0,0.0,-0.11367521367521369
V-SA,Heywood,reverse,V-MLSY_NOEMTT_R,supported,7,booked_in_advance,92,0.0,0.0,0.0,0.034178743961352655
V-SA,Heywood,reverse,V-MLSY_NOEMTT_R,supported,7,not_booked_in_advance,104,0.1217948717948718,0.0,0.1217948717948718,0.2603899572649573
V-SA,Heywood,reverse,V-MLSY_NOEMTT_R,supported,14,booked_in_advance,92,0.0,0.0,0.0,0.034178743961352655
V-SA,Heywood,reverse,V-MLSY_NOEMTT_R,supported,14,not_booked_in_advance,104,0.1217948717948718,0.0,0.1217948717948718,0.2603899572649573
V-SA,Heywood,forward,V-MOTR,unsupported,1,booked_in_advance,22,0.3409090909090909,0.0,0.3409090909090909,0.5454545454545454
V-SA,Heywood,forward,V-MOTR,unsupported,7,booked_in_advance,22,0.3409090909090909,0.0,0.3409090909090909,0.5454545454545454
V-SA,Heywood,forward,V-MOTR,unsupported,14,booked_in_advance,22,0.3409090909090909,0.0,0.3409090909090909,0.5454545454545454
V-SA,Heywood,reverse,V-MOTR,unsupported,1,booked_in_advance,22,0.5530303030303031,0.0,0.5530303030303031,0.4848484848484849
V-SA,Heywood,reverse,V-MOTR,unsupported,7,booked_in_advance,22,0.5530303030303031,0.0,0.5530303030303031,0.4848484848484849
V-SA,Heywood,reverse,V-MOTR,unsupported,14,booked_in_advance,22,0.5530303030303031,0.0,0.5530303030303031,0.4848484848484849
V-SA,Heywood,forward,V-MRKM,supported,1,booked_in_advance,20,0.10833333333333332,0.0,0.10833333333333332,-0.06916666666666665
V-SA,Heywood,forward,V-MRKM,supported,7,booked_in_advance,20,0.10833333333333332,0.0,0.10833333333333332,-0.06916666666666665
V-SA,Heywood,forward,V-MRKM,supported,14,booked_in_advance,20,0.10833333333333332,0.0,0.10833333333333332,-0.06916666666666665
V-SA,Heywood,reverse,V-MRKM,supported,1,booked_in_advance,20,0.0,0.0,0.0,0.025555555555555554
V-SA,Heywood,reverse,V-MRKM,supported,7,booked_in_advance,20,0.0,0.0,0.0,0.025555555555555554
V-SA,Heywood,reverse,V-MRKM,supported,14,booked_in_advance,20,0.0,0.0,0.0,0.025555555555555554
V-SA,Heywood,forward,V-SMSC,indicative,1,booked_in_advance,888,0.1794294294294294,0.06991053553553554,0.1095188938938939,-0.022344219219219228
V-SA,Heywood,forward,V-SMSC,indicative,1,not_booked_in_advance,36,0.16666666666666663,0.0,0.16666666666666663,0.19760802469135802
V-SA,Heywood,forward,V-SMSC,indicative,7,booked_in_advance,614,0.14766558089033657,0.10110839667028593,0.04655718422005066,-0.009762938834600079
V-SA,Heywood,forward,V-SMSC,indicative,7,not_booked_in_advance,310,0.2408602150537634,0.0,0.2408602150537634,-0.021720430107526886
V-SA,Heywood,forward,V-SMSC,indicative,14,booked_in_advance,540,0.10493827160493825,0.11496399176954732,-0.010025720164609056,-0.06601851851851852
V-SA,Heywood,forward,V-SMSC,indicative,14,not_booked_in_advance,384,0.2829861111111111,0.0,0.2829861111111111,0.059693287037037
V-SA,Heywood,reverse,V-SMSC,indicative,1,booked_in_advance,888,0.0,0.0,0.0,0.008714964964964968
V-SA,Heywood,reverse,V-SMSC,indicative,1,not_booked_in_advance,36,0.0,0.0,0.0,0.09382716049382715
V-SA,Heywood,reverse,V-SMSC,indicative,7,booked_in_advance,614,0.0,0.0,0.0,-0.027773253709735816
V-SA,Heywood,reverse,V-SMSC,indicative,7,not_booked_in_advance,310,0.0,0.0,0.0,0.09086917562724015
V-SA,Heywood,reverse,V-SMSC,indicative,14,booked_in_advance,540,0.0,0.0,0.0,-0.014212962962962958
V-SA,Heywood,reverse,V-SMSC,indicative,14,not_booked_in_advance,384,0.0,0.0,0.0,0.04893663194444444
VIC1-NSW1,VNI,forward,CA_BRIS_5964121F,unsupported,1,not_booked_in_advance,3,0.0,0.0,0.0,0.9333333333333332
VIC1-NSW1,VNI,forward,CA_BRIS_5964121F,unsupported,7,not_booked_in_advance,3,0.0,0.0,0.0,0.9333333333333332
VIC1-NSW1,VNI,forward,CA_BRIS_5964121F,unsupported,14,not_booked_in_advance,3,0.0,0.0,0.0,0.9333333333333332
VIC1-NSW1,VNI,reverse,CA_BRIS_5964121F,unsupported,1,not_booked_in_advance,3,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444
VIC1-NSW1,VNI,reverse,CA_BRIS_5964121F,unsupported,7,not_booked_in_advance,3,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444
VIC1-NSW1,VNI,reverse,CA_BRIS_5964121F,unsupported,14,not_booked_in_advance,3,0.4444444444444444,0.0,0.4444444444444444,0.4444444444444444
VIC1-NSW1,VNI,forward,I-BDBU_ONE,unsupported,1,booked_in_advance,857,0.00038895371450797355,0.0,0.00038895371450797355,0.08989692726565539
VIC1-NSW1,VNI,forward,I-BDBU_ONE,unsupported,7,booked_in_advance,857,0.00038895371450797355,0.0,0.00038895371450797355,0.08989692726565539
VIC1-NSW1,VNI,forward,I-BDBU_ONE,unsupported,14,booked_in_advance,857,0.00038895371450797355,0.0,0.00038895371450797355,0.08989692726565539
VIC1-NSW1,VNI,reverse,I-BDBU_ONE,unsupported,1,booked_in_advance,857,0.0,0.0,0.0,-0.0012835472578763144
VIC1-NSW1,VNI,reverse,I-BDBU_ONE,unsupported,7,booked_in_advance,857,0.0,0.0,0.0,-0.0012835472578763144
VIC1-NSW1,VNI,reverse,I-BDBU_ONE,unsupported,14,booked_in_advance,857,0.0,0.0,0.0,-0.0012835472578763144
VIC1-NSW1,VNI,forward,I-BURC,supported,1,booked_in_advance,241,0.05947441217150761,0.002074688796680498,0.057399723374827114,-0.1426924850161365
VIC1-NSW1,VNI,forward,I-BURC,supported,7,booked_in_advance,241,0.05947441217150761,0.002074688796680498,0.057399723374827114,-0.1426924850161365
VIC1-NSW1,VNI,forward,I-BURC,supported,14,booked_in_advance,241,0.05947441217150761,0.002074688796680498,0.057399723374827114,-0.1426924850161365
VIC1-NSW1,VNI,reverse,I-BURC,unsupported,1,booked_in_advance,241,0.24757952973720604,0.0027662517289073303,0.24481327800829872,0.20366528354080224
VIC1-NSW1,VNI,reverse,I-BURC,unsupported,7,booked_in_advance,241,0.24757952973720604,0.0027662517289073303,0.24481327800829872,0.20366528354080224
VIC1-NSW1,VNI,reverse,I-BURC,unsupported,14,booked_in_advance,241,0.24757952973720604,0.0027662517289073303,0.24481327800829872,0.20366528354080224
VIC1-NSW1,VNI,forward,I-HYSE,unsupported,1,booked_in_advance,148,0.037162162162162164,0.0,0.037162162162162164,0.10822072072072071
VIC1-NSW1,VNI,forward,I-HYSE,unsupported,1,not_booked_in_advance,8,0.0,0.0,0.0,-0.36215277777777777
VIC1-NSW1,VNI,forward,I-HYSE,unsupported,7,booked_in_advance,138,0.03985507246376811,0.0,0.03985507246376811,0.13514492753623186
VIC1-NSW1,VNI,forward,I-HYSE,unsupported,7,not_booked_in_advance,18,0.0,0.0,0.0,-0.30725308641975313
VIC1-NSW1,VNI,forward,I-HYSE,unsupported,14,booked_in_advance,138,0.03985507246376811,0.0,0.03985507246376811,0.13514492753623186
VIC1-NSW1,VNI,forward,I-HYSE,unsupported,14,not_booked_in_advance,18,0.0,0.0,0.0,-0.30725308641975313
VIC1-NSW1,VNI,reverse,I-HYSE,unsupported,1,booked_in_advance,148,0.0,0.0,0.0,-0.054598348348348334
VIC1-NSW1,VNI,reverse,I-HYSE,unsupported,1,not_booked_in_advance,8,0.0,0.0,0.0,-0.040625
VIC1-NSW1,VNI,reverse,I-HYSE,unsupported,7,booked_in_advance,138,0.0,0.0,0.0,-0.05662238325281803
VIC1-NSW1,VNI,reverse,I-HYSE,unsupported,7,not_booked_in_advance,18,0.0,0.0,0.0,-0.03287037037037037
VIC1-NSW1,VNI,reverse,I-HYSE,unsupported,14,booked_in_advance,138,0.0,0.0,0.0,-0.05662238325281803
VIC1-NSW1,VNI,reverse,I-HYSE,unsupported,14,not_booked_in_advance,18,0.0,0.0,0.0,-0.03287037037037037
VIC1-NSW1,VNI,forward,I-LTMS,unsupported,1,booked_in_advance,66,0.07575757575757576,0.0,0.07575757575757576,0.007491582491582481
VIC1-NSW1,VNI,forward,I-LTMS,unsupported,7,booked_in_advance,66,0.07575757575757576,0.0,0.07575757575757576,0.007491582491582481
VIC1-NSW1,VNI,forward,I-LTMS,unsupported,14,booked_in_advance,66,0.07575757575757576,0.0,0.07575757575757576,0.007491582491582481
VIC1-NSW1,VNI,reverse,I-LTMS,unsupported,1,booked_in_advance,66,0.0,0.0,0.0,-0.04570707070707071
VIC1-NSW1,VNI,reverse,I-LTMS,unsupported,7,booked_in_advance,66,0.0,0.0,0.0,-0.04570707070707071
VIC1-NSW1,VNI,reverse,I-LTMS,unsupported,14,booked_in_advance,66,0.0,0.0,0.0,-0.04570707070707071
VIC1-NSW1,VNI,forward,I-MURRAY_SRAS_R,indicative,1,booked_in_advance,3,0.7777777777777777,0.0,0.7777777777777777,0.3333333333333333
VIC1-NSW1,VNI,forward,I-MURRAY_SRAS_R,indicative,7,booked_in_advance,3,0.7777777777777777,0.0,0.7777777777777777,0.3333333333333333
VIC1-NSW1,VNI,forward,I-MURRAY_SRAS_R,indicative,14,booked_in_advance,3,0.7777777777777777,0.0,0.7777777777777777,0.3333333333333333
VIC1-NSW1,VNI,reverse,I-MURRAY_SRAS_R,indicative,1,booked_in_advance,3,0.0,0.0,0.0,-0.2592592592592593
VIC1-NSW1,VNI,reverse,I-MURRAY_SRAS_R,indicative,7,booked_in_advance,3,0.0,0.0,0.0,-0.2592592592592593
VIC1-NSW1,VNI,reverse,I-MURRAY_SRAS_R,indicative,14,booked_in_advance,3,0.0,0.0,0.0,-0.2592592592592593
VIC1-NSW1,VNI,forward,I-X_64_DDSM,unsupported,1,booked_in_advance,15,0.0,0.0,0.0,0.06666666666666667
VIC1-NSW1,VNI,forward,I-X_64_DDSM,unsupported,7,booked_in_advance,15,0.0,0.0,0.0,0.06666666666666667
VIC1-NSW1,VNI,forward,I-X_64_DDSM,unsupported,14,booked_in_advance,15,0.0,0.0,0.0,0.06666666666666667
VIC1-NSW1,VNI,reverse,I-X_64_DDSM,unsupported,1,booked_in_advance,15,0.2222222222222222,0.0,0.2222222222222222,0.07814814814814812
VIC1-NSW1,VNI,reverse,I-X_64_DDSM,unsupported,7,booked_in_advance,15,0.2222222222222222,0.0,0.2222222222222222,0.07814814814814812
VIC1-NSW1,VNI,reverse,I-X_64_DDSM,unsupported,14,booked_in_advance,15,0.2222222222222222,0.0,0.2222222222222222,0.07814814814814812
VIC1-NSW1,VNI,forward,I-X_BABU_BURC,indicative,1,booked_in_advance,32,0.0,0.0,0.0,-0.29166666666666663
VIC1-NSW1,VNI,forward,I-X_BABU_BURC,indicative,7,booked_in_advance,32,0.0,0.0,0.0,-0.29166666666666663
VIC1-NSW1,VNI,forward,I-X_BABU_BURC,indicative,14,booked_in_advance,32,0.0,0.0,0.0,-0.29166666666666663
VIC1-NSW1,VNI,reverse,I-X_BABU_BURC,indicative,1,booked_in_advance,32,0.13541666666666669,0.0,0.13541666666666669,0.05763888888888889
VIC1-NSW1,VNI,reverse,I-X_BABU_BURC,indicative,7,booked_in_advance,32,0.13541666666666669,0.0,0.13541666666666669,0.05763888888888889
VIC1-NSW1,VNI,reverse,I-X_BABU_BURC,indicative,14,booked_in_advance,32,0.13541666666666669,0.0,0.13541666666666669,0.05763888888888889
VIC1-NSW1,VNI,forward,I-X_BDBU+HYSE,unsupported,1,booked_in_advance,17,0.0,0.0,0.0,-0.18137254901960784
VIC1-NSW1,VNI,forward,I-X_BDBU+HYSE,unsupported,7,booked_in_advance,17,0.0,0.0,0.0,-0.18137254901960784
VIC1-NSW1,VNI,forward,I-X_BDBU+HYSE,unsupported,14,booked_in_advance,17,0.0,0.0,0.0,-0.18137254901960784
VIC1-NSW1,VNI,reverse,I-X_BDBU+HYSE,unsupported,1,booked_in_advance,17,0.0,0.0,0.0,-0.2117647058823529
VIC1-NSW1,VNI,reverse,I-X_BDBU+HYSE,unsupported,7,booked_in_advance,17,0.0,0.0,0.0,-0.2117647058823529
VIC1-NSW1,VNI,reverse,I-X_BDBU+HYSE,unsupported,14,booked_in_advance,17,0.0,0.0,0.0,-0.2117647058823529
VIC1-NSW1,VNI,forward,N-AVMA_17,unsupported,1,booked_in_advance,142,0.0,0.0,0.0,-0.08646322378716745
VIC1-NSW1,VNI,forward,N-AVMA_17,unsupported,7,booked_in_advance,142,0.0,0.0,0.0,-0.08646322378716745
VIC1-NSW1,VNI,forward,N-AVMA_17,unsupported,14,booked_in_advance,142,0.0,0.0,0.0,-0.08646322378716745
VIC1-NSW1,VNI,reverse,N-AVMA_17,supported,1,booked_in_advance,142,0.0,0.0,0.0,0.0640453834115806
VIC1-NSW1,VNI,reverse,N-AVMA_17,supported,7,booked_in_advance,142,0.0,0.0,0.0,0.0640453834115806
VIC1-NSW1,VNI,reverse,N-AVMA_17,supported,14,booked_in_advance,142,0.0,0.0,0.0,0.0640453834115806
VIC1-NSW1,VNI,forward,N-BABU,unsupported,1,booked_in_advance,684,0.07480506822612086,0.0,0.07480506822612086,-0.08501055880441846
VIC1-NSW1,VNI,forward,N-BABU,unsupported,1,not_booked_in_advance,104,0.0016025641025641025,0.0,0.0016025641025641025,-0.11452991452991454
VIC1-NSW1,VNI,forward,N-BABU,unsupported,7,booked_in_advance,432,0.08912037037037036,0.0,0.08912037037037036,-0.1175411522633745
VIC1-NSW1,VNI,forward,N-BABU,unsupported,7,not_booked_in_advance,356,0.03604868913857678,0.0,0.03604868913857678,-0.054158863920099866
VIC1-NSW1,VNI,forward,N-BABU,unsupported,14,booked_in_advance,76,0.017543859649122806,0.0,0.017543859649122806,-0.12291666666666667
VIC1-NSW1,VNI,forward,N-BABU,unsupported,14,not_booked_in_advance,712,0.0702247191011236,0.0,0.0702247191011236,-0.08527621722846442
VIC1-NSW1,VNI,reverse,N-BABU,unsupported,1,booked_in_advance,684,0.08869395711500973,0.0,0.08869395711500973,0.038019818063677706
VIC1-NSW1,VNI,reverse,N-BABU,unsupported,1,not_booked_in_advance,104,0.29006410256410253,0.0,0.29006410256410253,0.20825320512820514
VIC1-NSW1,VNI,reverse,N-BABU,unsupported,7,booked_in_advance,432,0.09837962962962964,0.0,0.09837962962962964,0.044283693415637856
VIC1-NSW1,VNI,reverse,N-BABU,unsupported,7,not_booked_in_advance,356,0.13576779026217228,0.0,0.13576779026217228,0.0801498127340824
VIC1-NSW1,VNI,reverse,N-BABU,unsupported,14,booked_in_advance,76,0.05701754385964912,0.0,0.05701754385964912,0.05062134502923976
VIC1-NSW1,VNI,reverse,N-BABU,unsupported,14,not_booked_in_advance,712,0.1214887640449438,0.0,0.1214887640449438,0.061540262172284636
VIC1-NSW1,VNI,forward,N-BADP,supported,1,booked_in_advance,102,0.004901960784313725,0.0,0.004901960784313725,-0.21903594771241827
VIC1-NSW1,VNI,forward,N-BADP,supported,1,not_booked_in_advance,7,0.023809523809523808,0.17142857142857143,-0.1476190476190476,0.08095238095238091
VIC1-NSW1,VNI,forward,N-BADP,supported,7,booked_in_advance,102,0.004901960784313725,0.0,0.004901960784313725,-0.21903594771241827
VIC1-NSW1,VNI,forward,N-BADP,supported,7,not_booked_in_advance,7,0.023809523809523808,0.17142857142857143,-0.1476190476190476,0.08095238095238091
VIC1-NSW1,VNI,forward,N-BADP,supported,14,booked_in_advance,38,0.0,0.0,0.0,-0.372953216374269
VIC1-NSW1,VNI,forward,N-BADP,supported,14,not_booked_in_advance,7,0.023809523809523808,0.17142857142857143,-0.1476190476190476,0.08095238095238091
VIC1-NSW1,VNI,reverse,N-BADP,supported,1,booked_in_advance,102,0.2565359477124183,0.001633986928104575,0.2549019607843137,0.17165032679738562
VIC1-NSW1,VNI,reverse,N-BADP,supported,1,not_booked_in_advance,7,0.0,0.0976190476190476,-0.0976190476190476,-0.0976190476190476
VIC1-NSW1,VNI,reverse,N-BADP,supported,7,booked_in_advance,102,0.2565359477124183,0.001633986928104575,0.2549019607843137,0.17165032679738562
VIC1-NSW1,VNI,reverse,N-BADP,supported,7,not_booked_in_advance,7,0.0,0.0976190476190476,-0.0976190476190476,-0.0976190476190476
VIC1-NSW1,VNI,reverse,N-BADP,supported,14,booked_in_advance,38,0.618421052631579,0.0043859649122807015,0.6140350877192983,0.4587719298245614
VIC1-NSW1,VNI,reverse,N-BADP,supported,14,not_booked_in_advance,7,0.0,0.0976190476190476,-0.0976190476190476,-0.0976190476190476
VIC1-NSW1,VNI,forward,N-CNLT_07,unsupported,1,booked_in_advance,434,0.261136712749616,0.0,0.261136712749616,0.14589093701996925
VIC1-NSW1,VNI,forward,N-CNLT_07,unsupported,7,booked_in_advance,434,0.261136712749616,0.0,0.261136712749616,0.14589093701996925
VIC1-NSW1,VNI,forward,N-CNLT_07,unsupported,14,booked_in_advance,434,0.261136712749616,0.0,0.261136712749616,0.14589093701996925
VIC1-NSW1,VNI,reverse,N-CNLT_07,supported,1,booked_in_advance,434,0.01497695852534562,0.0,0.01497695852534562,0.09486687147977471
VIC1-NSW1,VNI,reverse,N-CNLT_07,supported,7,booked_in_advance,434,0.01497695852534562,0.0,0.01497695852534562,0.09486687147977471
VIC1-NSW1,VNI,reverse,N-CNLT_07,supported,14,booked_in_advance,434,0.01497695852534562,0.0,0.01497695852534562,0.09486687147977471
