week,ic,name,direction,outages,supported_rows,largest_reduction_mw,overlap_max,top_binding_eq,top_binding_p
2027-07-26,T-V-MNSP1,Basslink,reverse,1,0,-27.258933749999983,0,T::T_HA_GT_PM_4,0.0043307086614173
2027-07-26,V-SA,Heywood,forward,1,1,-381.4089466666667,0,I_6F_NS_150,0.0113469601677148
2027-07-26,V-SA,Heywood,reverse,1,1,-143.2483525,0,F_S++TBTU_R60,0.0230083857442347
2027-08-02,N-Q-MNSP1,Directlink,forward,5,5,-21.191974166666665,4,N::Q_ARDM_1,0.0303135888501742
2027-08-02,N-Q-MNSP1,Directlink,reverse,5,5,-4.553865000000001,4,N>>NIL_966/1,0.0853787585494902
2027-08-02,NSW1-QLD1,QNI,forward,7,4,-568.0765250000001,6,F_Q++8C_L6,0.3586844758655451
2027-08-02,NSW1-QLD1,QNI,reverse,7,7,-58.78555666666665,6,N>>NIL_964_84_S,0.837121212121212
2027-08-02,V-S-MNSP1,Murraylink,forward,2,2,-14.333333333333329,1,I_6F_SN_150,0.009731252709146
2027-08-02,V-S-MNSP1,Murraylink,reverse,2,3,-12.0,1,V^^V_NIL_KGTS,0.267574074074074
2027-08-02,V-SA,Heywood,forward,2,1,-144.19810666666666,1,F_S++HYSE_L6,0.0194444444444444
2027-08-02,V-SA,Heywood,reverse,2,1,-143.2483525,1,SV_250_LKB_DYN,0.0111111111111111
2027-08-02,VIC1-NSW1,VNI,forward,2,3,-21.57422000000008,1,N::N_UTRV_2,0.0622549019607843
2027-08-02,VIC1-NSW1,VNI,reverse,2,3,-76.48329833333335,1,N^^V_DTSS_1,0.5854473039215685
2027-08-09,V-S-MNSP1,Murraylink,forward,1,0,-92.76775833333332,1,V^SML_BUDP_3,0.0
2027-08-09,V-S-MNSP1,Murraylink,reverse,1,0,41.76013499999999,1,SVML_FLT_125,0.0
2027-08-09,V-SA,Heywood,forward,3,0,-67.34878833333332,1,F_S++HYSE_L6,0.0194444444444444
2027-08-09,V-SA,Heywood,reverse,3,0,-2.087580416666725,1,V^^V_NIL_SWVIC,0.0935789049919484
2027-08-09,VIC1-NSW1,VNI,forward,1,0,-44.77652166666661,1,V^^N_DPWG_X5_1,0.0646867612293144
2027-08-09,VIC1-NSW1,VNI,reverse,1,0,-207.11851166666668,1,N^^V_JNWG_63_X5_1,0.0483156028368794
2027-08-16,N-Q-MNSP1,Directlink,forward,3,3,-12.798216666666647,6,F_Q++85_L6,0.0375
2027-08-16,N-Q-MNSP1,Directlink,reverse,3,3,-26.124665,6,N>>NIL_964_88_S,0.1194145437148666
2027-08-16,NSW1-QLD1,QNI,forward,4,3,-570.1900625000001,6,Q^^TR_CLHA_-600,0.0241545893719806
2027-08-16,NSW1-QLD1,QNI,reverse,4,3,-619.643605,6,N>>NIL_86_85_S,0.1217736369910283
2027-08-16,T-V-MNSP1,Basslink,forward,1,1,-43.88668333333331,0,F_MAIN++BIP_ML_L1,0.0257900802100266
2027-08-16,T-V-MNSP1,Basslink,reverse,1,1,41.15816000000001,0,V_T_NIL_FCSPS,0.0
2027-08-16,VIC1-NSW1,VNI,forward,1,1,-3.8421758333333287,2,V^^N_NIL_1,0.077678164845173
2027-08-16,VIC1-NSW1,VNI,reverse,1,1,-137.93621374999998,2,N^^V_NIL_1,0.0981646651643235
2027-08-23,NSW1-QLD1,QNI,forward,1,1,-70.01517333333334,2,Q^^TR_CLHA_-600,0.0241545893719806
2027-08-23,NSW1-QLD1,QNI,reverse,1,1,-71.53656166666667,2,N>>NIL_86_85_S,0.1217736369910283
2027-08-23,VIC1-NSW1,VNI,forward,1,0,59.64732083333331,1,N^^N_NIL_WGLT,0.1019628684807256
2027-08-23,VIC1-NSW1,VNI,reverse,1,0,-32.03805583333332,1,N^^V_NIL_1,0.052953514739229
2027-08-30,N-Q-MNSP1,Directlink,forward,4,5,-21.191974166666665,4,N^^Q_ARTW_B1,0.0171064204045734
2027-08-30,N-Q-MNSP1,Directlink,reverse,4,5,-26.124665,4,N>>NIL_964_88_S,0.1194145437148666
2027-08-30,NSW1-QLD1,QNI,forward,4,3,-570.1900625000001,7,F_Q++8C_L6,0.2820697074521825
2027-08-30,NSW1-QLD1,QNI,reverse,4,3,-619.643605,7,N>>NIL_964_88_S,0.0840775614898422
2027-08-30,T-V-MNSP1,Basslink,forward,1,1,-43.88668333333331,0,F_MAIN++BIP_ML_L1,0.0529225908372827
2027-08-30,T-V-MNSP1,Basslink,reverse,1,1,41.15816000000001,0,V_T_NIL_FCSPS,0.0
2027-08-30,VIC1-NSW1,VNI,forward,2,3,-3.8421758333333287,2,V^^N_NIL_1,0.077678164845173
2027-08-30,VIC1-NSW1,VNI,reverse,2,3,-137.93621374999998,2,N^^V_NIL_1,0.1003161056740439
2027-09-06,NSW1-QLD1,QNI,forward,3,2,-70.01517333333334,6,F_Q++8C_L6,0.2473338293650793
2027-09-06,NSW1-QLD1,QNI,reverse,3,2,-71.53656166666667,6,F_Q++86_R60,0.130745701058201
