ic,name,direction,GENCONSETID,tier,treated_binding_intervals,treated_median_abs_mv,treated_share_gt_100,treated_share_gt_1000,treated_share_gt_own_p90,control_binding_intervals,control_median_abs_mv,control_share_gt_100,control_share_gt_1000,control_share_gt_own_p90
N-Q-MNSP1,Directlink,forward,CA_BRIS_5667C22F,unsupported,268,34.704995,0.12313432835820895,0.0037313432835820895,0.44029850746268656,0,,,,
N-Q-MNSP1,Directlink,reverse,CA_BRIS_593C7214,unsupported,10,6.475585000000001,0.0,0.0,0.0,0,,,,
N-Q-MNSP1,Directlink,reverse,CA_BRIS_59712B29,unsupported,30,36.231465,0.03333333333333333,0.0,0.03333333333333333,0,,,,
N-Q-MNSP1,Directlink,reverse,CA_SYDS_57B55E34,unsupported,29,103.12763,0.5517241379310345,0.0,0.0,0,,,,
N-Q-MNSP1,Directlink,reverse,CA_SYDS_59839EB2,indicative,80,78.59953999999999,0.3125,0.0,0.2,0,,,,
N-Q-MNSP1,Directlink,forward,N-96L_96R_CB4102,supported,2889,8.82047,0.029421945309795777,0.005538248528902735,0.05226722049151956,9,2.91341,0.0,0.0,0.0
N-Q-MNSP1,Directlink,reverse,N-96L_96R_CB4102,supported,101,4.87822,0.0,0.0,0.009900990099009901,0,,,,
N-Q-MNSP1,Directlink,forward,N-ARTW_86,supported,396,1.0,0.017676767676767676,0.0,0.012626262626262626,43,51.71706,0.3488372093023256,0.0,0.32558139534883723
N-Q-MNSP1,Directlink,reverse,N-ARTW_86,supported,277,0.05,0.0,0.0,0.0,0,,,,
N-Q-MNSP1,Directlink,reverse,N-AVMA_17,supported,135,99.57805,0.4962962962962963,0.1111111111111111,0.037037037037037035,0,,,,
N-Q-MNSP1,Directlink,reverse,N-CHKS_ONE,unsupported,118,45.812635,0.1271186440677966,0.0,0.0,0,,,,
N-Q-MNSP1,Directlink,reverse,N-DTMN_8_15M,supported,19,103.36678,0.5263157894736842,0.47368421052631576,0.0,0,,,,
N-Q-MNSP1,Directlink,forward,N-LDTM_82,supported,224,37.871275,0.12053571428571429,0.004464285714285714,0.32142857142857145,0,,,,
N-Q-MNSP1,Directlink,reverse,N-LDTM_82,supported,874,46.847865,0.04233409610983982,0.0,0.18649885583524028,0,,,,
N-Q-MNSP1,Directlink,forward,N-LDTW_84,supported,498,7.5,0.024096385542168676,0.0,0.08433734939759036,2,19.40568,0.0,0.0,0.5
N-Q-MNSP1,Directlink,forward,N-TWUL_85,supported,517,5.73,0.05609284332688588,0.0,0.13346228239845262,73,17.69616,0.0684931506849315,0.0,0.0958904109589041
N-Q-MNSP1,Directlink,reverse,N-TWUL_85,supported,160,0.03,0.0,0.0,0.0,0,,,,
N-Q-MNSP1,Directlink,forward,N-X_4+17_WG_CLOSE,unsupported,0,,,,,0,,,,
N-Q-MNSP1,Directlink,reverse,N-X_4+17_WG_CLOSE,unsupported,19,204.91646,0.8947368421052632,0.2631578947368421,0.2631578947368421,51,90.33068,0.29411764705882354,0.0,0.0
N-Q-MNSP1,Directlink,forward,N-X_9U6_9G2,supported,20,1.4706199999999998,0.0,0.0,0.0,0,,,,
N-Q-MNSP1,Directlink,reverse,N-X_9U6_9G2,supported,12,13.69163,0.0,0.0,0.0,0,,,,
N-Q-MNSP1,Directlink,reverse,N-X_AVMA_SSWW,supported,68,261.41375,0.6911764705882353,0.4411764705882353,0.4411764705882353,0,,,,
N-Q-MNSP1,Directlink,forward,N-X_KCTX_LDTM,unsupported,0,,,,,0,,,,
N-Q-MNSP1,Directlink,reverse,N-X_KCTX_LDTM,unsupported,79,64.71621,0.0,0.0,0.13924050632911392,21,39.13604,0.0,0.0,0.0
N-Q-MNSP1,Directlink,reverse,N-X_LPSS_MPWW,supported,5,949.62756,1.0,0.4,0.4,0,,,,
N-Q-MNSP1,Directlink,reverse,Q-BKBM,supported,5,1.29914,0.0,0.0,0.2,0,,,,
N-Q-MNSP1,Directlink,reverse,Q-GBMU_835_836,unsupported,368,4.7303999999999995,0.14673913043478262,0.03260869565217391,0.28532608695652173,0,,,,
N-Q-MNSP1,Directlink,forward,Q-LCCP_8859,unsupported,101,118.26851,0.5346534653465347,0.1782178217821782,0.7524752475247525,0,,,,
N-Q-MNSP1,Directlink,forward,Q-RGLC_8875,supported,120,1123.63967,0.8,0.7083333333333334,0.16666666666666666,0,,,,
NSW1-QLD1,QNI,forward,CA_BRIS_569B1432,unsupported,30,161.82365,0.6666666666666666,0.0,0.0,0,,,,
NSW1-QLD1,QNI,reverse,CA_BRIS_59712B29,unsupported,30,36.231465,0.03333333333333333,0.0,0.03333333333333333,0,,,,
NSW1-QLD1,QNI,reverse,CA_SYDS_59839EB2,indicative,80,78.59953999999999,0.3125,0.0,0.2,0,,,,
NSW1-QLD1,QNI,forward,I-BCDM_ONE,unsupported,88,0.3,0.0,0.0,0.0,0,,,,
NSW1-QLD1,QNI,reverse,I-BCDM_ONE,unsupported,202,0.04,0.0,0.0,0.009900990099009901,0,,,,
NSW1-QLD1,QNI,forward,N-ARDM_8C,supported,48934,0.38,0.003719295377447174,0.0002860996444190134,0.1930559529161728,0,,,,
NSW1-QLD1,QNI,reverse,N-ARDM_8C,supported,3678,4.62,0.019032082653616094,0.0002718868950516585,0.17862969004893964,323,13.86788,0.0,0.0,0.01238390092879257
NSW1-QLD1,QNI,forward,N-ARSR_8E,supported,31685,0.38,0.001862079848508758,0.0,0.15306927568249962,0,,,,
NSW1-QLD1,QNI,reverse,N-ARSR_8E,supported,2121,11.48456,0.006129184347006129,0.0,0.06789250353606789,65,28.14612,0.0,0.0,0.046153846153846156
NSW1-QLD1,QNI,forward,N-ARTW_86,supported,396,1.0,0.017676767676767676,0.0,0.012626262626262626,50,39.366299999999995,0.3,0.0,0.28
NSW1-QLD1,QNI,reverse,N-ARTW_86,supported,197,0.05,0.0,0.0,0.15228426395939088,0,,,,
NSW1-QLD1,QNI,reverse,N-AVMA_17,supported,135,99.57805,0.4962962962962963,0.1111111111111111,0.037037037037037035,0,,,,
NSW1-QLD1,QNI,reverse,N-CHKS_ONE,supported,118,45.812635,0.1271186440677966,0.0,0.0,0,,,,
NSW1-QLD1,QNI,forward,N-DMSR_8J,supported,12169,1.76481,0.00591667351466842,0.0002465280631111842,0.13049552140685347,75,31.99,0.0,0.0,0.5466666666666666
NSW1-QLD1,QNI,reverse,N-DMSR_8J,supported,966,7.378935,0.0010351966873706005,0.0,0.12629399585921325,53,7.69427,0.0,0.0,0.0
NSW1-QLD1,QNI,reverse,N-DTMN_8_15M,supported,19,103.36678,0.5263157894736842,0.47368421052631576,0.0,0,,,,
NSW1-QLD1,QNI,forward,N-LDTM_82,supported,225,38.29438,0.12444444444444444,0.0044444444444444444,0.24444444444444444,0,,,,
NSW1-QLD1,QNI,reverse,N-LDTM_82,supported,954,46.374565000000004,0.05870020964360587,0.0,0.10796645702306079,0,,,,
NSW1-QLD1,QNI,forward,N-LDTW_84,supported,569,7.51,0.0210896309314587,0.0,0.054481546572934976,16,14.57,0.0,0.0,0.0625
NSW1-QLD1,QNI,reverse,N-LDTW_84,supported,0,,,,,0,,,,
NSW1-QLD1,QNI,reverse,N-MA_CB172A,unsupported,0,,,,,0,,,,
NSW1-QLD1,QNI,reverse,N-MPWW_ONE,unsupported,16,1369.3543399999999,1.0,0.6875,0.0,0,,,,
NSW1-QLD1,QNI,forward,N-TWUL_85,supported,632,5.331595,0.03955696202531646,0.0,0.03955696202531646,55,17.83926,0.09090909090909091,0.0,0.10909090909090909
NSW1-QLD1,QNI,reverse,N-TWUL_85,supported,163,0.03,0.0,0.0,0.0,0,,,,
NSW1-QLD1,QNI,forward,N-X_4+17_WG_CLOSE,unsupported,2,340.294235,0.5,0.0,0.0,0,,,,
NSW1-QLD1,QNI,reverse,N-X_4+17_WG_CLOSE,unsupported,19,204.91646,0.8947368421052632,0.2631578947368421,0.2631578947368421,6,74.82497000000001,0.0,0.0,0.0
NSW1-QLD1,QNI,reverse,N-X_76_8,unsupported,0,,,,,0,,,,
NSW1-QLD1,QNI,reverse,N-X_AVMA_SSWW,supported,78,261.41375,0.6666666666666666,0.38461538461538464,0.38461538461538464,0,,,,
NSW1-QLD1,QNI,forward,N-X_BWWO_BWLD,unsupported,114,29.103360000000002,0.06140350877192982,0.0,0.0,0,,,,
NSW1-QLD1,QNI,forward,N-X_KCTX_LDTM,unsupported,0,,,,,0,,,,
NSW1-QLD1,QNI,reverse,N-X_KCTX_LDTM,unsupported,79,64.71621,0.0,0.0,0.13924050632911392,54,34.933904999999996,0.0,0.0,0.0
NSW1-QLD1,QNI,reverse,N-X_LPSS_MPWW,unsupported,5,949.62756,1.0,0.4,0.4,0,,,,
NSW1-QLD1,QNI,forward,Q-BCCP_812,unsupported,90,1143.908645,0.9333333333333333,0.9333333333333333,0.044444444444444446,0,,,,
NSW1-QLD1,QNI,reverse,Q-BKBM,supported,10,15.603945,0.0,0.0,0.0,0,,,,
NSW1-QLD1,QNI,reverse,Q-BRTX1,indicative,0,,,,,0,,,,
NSW1-QLD1,QNI,forward,Q-CPWO_813/1,supported,100,1485.9489250000001,0.79,0.55,0.06,0,,,,
NSW1-QLD1,QNI,forward,Q-LCCP_8859,supported,133,174.45573,0.631578947368421,0.2631578947368421,0.8045112781954887,0,,,,
NSW1-QLD1,QNI,forward,Q-RGLC_8875,supported,213,1134.6577,0.8450704225352113,0.7511737089201878,0.07042253521126761,0,,,,
NSW1-QLD1,QNI,forward,Q-X_HACL_HATR,unsupported,32,1134.55631,0.78125,0.625,0.03125,0,,,,
NSW1-QLD1,QNI,forward,Q-X_HATR2+HA_275BUS,indicative,70,1184.68738,0.7285714285714285,0.6142857142857143,0.2857142857142857,0,,,,
NSW1-QLD1,QNI,forward,Q-X_METR+BKSP,unsupported,0,,,,,0,,,,
NSW1-QLD1,QNI,forward,Q-X_METR+MESP,indicative,9,56.32,0.0,0.0,1.0,0,,,,
NSW1-QLD1,QNI,forward,Q-X_MRGB_MRGB,unsupported,4,919.20294,1.0,0.0,0.75,0,,,,
NSW1-QLD1,QNI,forward,Q-X_WIDEBAY,indicative,13,1145.58688,1.0,0.9230769230769231,0.0,0,,,,
NSW1-QLD1,QNI,forward,Q-X_WIDEBAY_TWO,indicative,12,536.50032,0.9166666666666666,0.25,0.6666666666666666,0,,,,
NSW1-QLD1,QNI,forward,Q-X_WOSP_WOPW_O,unsupported,0,,,,,0,,,,
T-V-MNSP1,Basslink,forward,F-T-GO_CB_A752,indicative,1280,0.28,0.0,0.0,0.0265625,0,,,,
T-V-MNSP1,Basslink,reverse,N-JNWG_RADIAL,indicative,145,83.13241,0.46206896551724136,0.0,0.3103448275862069,0,,,,
T-V-MNSP1,Basslink,reverse,N-LTWG_RADIAL,indicative,1,33.87167,0.0,0.0,0.0,0,,,,
T-V-MNSP1,Basslink,reverse,S-TBSE,supported,820,50.327405,0.045121951219512194,0.0,0.07195121951219512,14,60.751580000000004,0.21428571428571427,0.0,0.21428571428571427
T-V-MNSP1,Basslink,reverse,V-CRML,supported,143,12.23963,0.006993006993006993,0.0,0.20279720279720279,0,,,,
T-V-MNSP1,Basslink,reverse,V-DDMS,supported,152,62.376535000000004,0.20394736842105263,0.0,0.0,0,,,,
T-V-MNSP1,Basslink,reverse,V-HGMO,unsupported,0,,,,,0,,,,
T-V-MNSP1,Basslink,forward,V-HYMO,supported,12,0.43,0.0,0.0,0.0,0,,,,
T-V-MNSP1,Basslink,reverse,V-HYMO,supported,28,37.073525000000004,0.0,0.0,0.0,0,,,,
T-V-MNSP1,Basslink,forward,V-HYTR,indicative,28,0.1,0.0,0.0,0.0,0,,,,
T-V-MNSP1,Basslink,reverse,V-KG_WE_RC,supported,14,38.936295,0.0,0.0,0.07142857142857142,0,,,,
T-V-MNSP1,Basslink,reverse,V-MLSY_NOEMTT_R,supported,344,49.81651,0.11627906976744186,0.0,0.2819767441860465,0,,,,
T-V-MNSP1,Basslink,reverse,V-MOTR,unsupported,21,36.16587,0.0,0.0,0.0,0,,,,
