name,direction,GENCONSETID,episodes,treated_hours,match_rate,effect_capacity,placebo_effect_capacity,placebo_ci_lo,placebo_ci_hi,placebo_clean,tier
Heywood,forward,S-TPRS,4,481.0,0.7775467775467776,-58.564000833333324,-15.758864166666697,-92.77503358333334,40.59860333333336,True,indicative
Heywood,reverse,S-TPRS,4,481.0,0.7775467775467776,34.46752416666664,47.50810916666671,-12.368558333333326,168.54097833333338,True,indicative
Heywood,forward,S-WE_MWP4,5,1168.5,0.7385537013264869,25.234234999999984,-11.975238333333323,-86.98518258333337,80.1119167083332,True,supported
Heywood,reverse,S-WE_MWP4,5,1168.5,0.7385537013264869,8.74108166666663,-45.59829500000001,-95.35364166666665,41.955661666666664,True,supported
Heywood,forward,S-X_BDBU+PA_VC1,0,,,,,,,,unsupported
Heywood,reverse,S-X_BDBU+PA_VC1,0,,,,,,,,unsupported
Heywood,forward,S-X_BDBU+SECB6611_10,3,153.0,0.6797385620915033,-183.85821249999998,-16.560704999999928,-99.95135166666671,82.63933333333335,True,indicative
Heywood,reverse,S-X_BDBU+SECB6611_10,3,153.0,0.6797385620915033,214.55975416666666,-64.3262058333334,-202.04672333333332,89.37765333333334,True,indicative
Heywood,forward,S-X_BGBW+BGDV+BGTX,3,453.5,0.7133406835722161,-50.08105166666667,1.476743333333303,-74.67495333333332,64.97988249999992,True,indicative
Heywood,reverse,S-X_BGBW+BGDV+BGTX,3,453.5,0.7133406835722161,-71.14330833333335,-46.32375583333334,-108.93198395833339,18.847426666666593,True,indicative
Heywood,forward,S-X_BRMN_RBTU,5,356.0,0.7092696629213483,5.566455000000019,-3.109064999999987,-78.08432954166663,35.919771666666634,True,supported
Heywood,reverse,S-X_BRMN_RBTU,5,356.0,0.7092696629213483,-12.147979999999961,49.808766666666685,-5.667921666666672,136.24941704166662,True,supported
Heywood,forward,S-X_KNPW+CB36_BC-2CP,6,23.0,0.5,-287.68665999999996,21.14779,-66.19075500000002,77.38779833333328,True,unsupported
Heywood,reverse,S-X_KNPW+CB36_BC-2CP,6,23.0,0.5,-86.10865500000006,64.44184083333332,-42.22634174999995,159.73225833333328,True,unsupported
Heywood,forward,S-X_MGTI+PATI,19,112.0,0.9241071428571429,47.78857000000005,-32.42030666666665,-72.02259666666669,4.88000999999997,True,supported
Heywood,reverse,S-X_MGTI+PATI,19,112.0,0.9241071428571429,-56.78184833333336,-0.20270833333324845,-70.4284315625,0.7570141249999874,True,supported
Heywood,forward,S-X_TBSE+BDBU,3,15.5,1.0,-400.5313283333333,-6.561978333333286,-387.51284666666675,75.180835,True,indicative
Heywood,reverse,S-X_TBSE+BDBU,3,15.5,1.0,-438.46322999999995,75.67716666666666,-28.872733333333258,154.3110416666667,True,indicative
Heywood,forward,S-X_TBTU+BDBU,4,16.5,0.5454545454545454,-381.4089466666667,5.613799999999912,-18.902575000000013,9.081135833333292,True,indicative
Heywood,reverse,S-X_TBTU+BDBU,4,16.5,0.5454545454545454,-139.17059625000002,1.5744216666666375,-35.185314166666615,92.51097333333337,True,indicative
Heywood,forward,V-ARCW,5,29.0,0.9655172413793104,-2.705498333333331,7.274720833333319,-45.06415166666669,55.36892899999978,True,supported
Heywood,reverse,V-ARCW,5,29.0,0.9655172413793104,63.472825833333275,-121.25417666666664,-207.0687624791666,-67.8691383333333,False,unsupported
Heywood,forward,V-AR_WB_BA,16,129.0,0.9302325581395349,42.348665000000004,-7.880903750000016,-50.23193554166664,36.75627166666669,True,supported
Heywood,reverse,V-AR_WB_BA,16,129.0,0.9302325581395349,18.075184166666673,-39.94191625000002,-76.04034166666668,1.4249108333333425,True,supported
Heywood,forward,V-BAML1_15M,11,108.0,0.9537037037037037,18.81596249999999,11.211748333333304,-13.418289999999985,65.08978499999998,True,supported
Heywood,reverse,V-BAML1_15M,11,108.0,0.9537037037037037,-38.83620124999999,0.5760333333333278,-46.13332920833342,54.99097895833325,True,supported
Heywood,forward,V-BUCW,1,10.0,0.9,-472.05007291666664,-61.723844166666666,-204.173955,4.628508333333315,True,unsupported
Heywood,reverse,V-BUCW,1,10.0,0.9,375.36682500000006,-129.58077583333335,-219.30858666666663,-76.20302666666667,False,unsupported
Heywood,forward,V-CPRC,1,10.5,1.0,-557.3863433333335,-61.11315250000003,-74.29338666666666,-30.424615000000017,False,unsupported
Heywood,reverse,V-CPRC,1,10.5,1.0,79.09348750000001,-89.33536500000005,-186.2898316666667,7.788973333333303,True,unsupported
Heywood,forward,V-CRML,12,150.5,0.8338870431893688,-197.32743166666666,-25.954036666666696,-124.39216852083324,17.2018383333334,True,supported
Heywood,reverse,V-CRML,12,150.5,0.8338870431893688,-184.31565999999995,15.836503333333354,-48.79838166666673,61.073285125000005,True,supported
Heywood,forward,V-CRML1,2,21.5,0.9534883720930233,-8.349144999999993,18.6288008333333,-22.669921666666653,106.72615833333333,True,unsupported
Heywood,reverse,V-CRML1,2,21.5,0.9534883720930233,-216.2104283333333,27.46860666666663,2.444008333333386,80.0,False,unsupported
Heywood,forward,V-CRMO,4,37.5,0.9733333333333334,-292.75933999999995,-4.6415950000000095,-49.68838758333329,31.811773333333328,True,indicative
Heywood,reverse,V-CRMO,4,37.5,0.9733333333333334,-246.84485166666667,-36.0365266666667,-185.94418333333329,57.54823666666664,True,indicative
Heywood,forward,V-CWHO,2,20.0,0.975,-66.2609333333333,26.43113166666666,-124.39788999999996,156.58892999999998,True,unsupported
Heywood,reverse,V-CWHO,2,20.0,0.975,247.1786208333334,13.651809166666695,-65.06463500000001,120.34622666666667,True,unsupported
Heywood,forward,V-DDMS,9,199.0,0.9120603015075377,-71.18020833333338,-23.81718916666665,-53.34109000000001,-7.224775000000006,False,unsupported
Heywood,reverse,V-DDMS,9,199.0,0.9120603015075377,-71.63376500000004,-2.8425791666666385,-50.543720625000006,14.345612374999936,True,supported
Heywood,forward,V-HGMO,1,6.0,0.6666666666666666,-143.63057166666667,-144.19998833333332,-164.34443166666665,202.76152666666673,True,unsupported
Heywood,reverse,V-HGMO,1,6.0,0.6666666666666666,-31.375344999999953,136.12409166666666,119.40019749999999,292.39494,False,unsupported
Heywood,forward,V-HGTR,1,12.0,1.0,-306.86412916666666,16.492198333333363,-61.92175500000002,64.50540333333322,True,unsupported
Heywood,reverse,V-HGTR,1,12.0,1.0,-263.5977908333333,-318.0898950000001,-631.8141016666666,-78.80512333333331,False,unsupported
Heywood,forward,V-HYMO,7,67.5,0.9851851851851852,-125.4913683333333,23.729264999999998,-29.08197999999993,121.152179083333,True,supported
Heywood,reverse,V-HYMO,7,67.5,0.9851851851851852,-159.599665,-24.45797166666668,-101.53231833333336,29.246276666666688,True,supported
Heywood,forward,V-HYTR,3,18.0,1.0,-340.35163166666666,-68.46347416666674,-481.36237833333337,108.45072333333337,True,indicative
Heywood,reverse,V-HYTR,3,18.0,1.0,75.71788416666664,90.02673333333337,-265.9080016666667,265.39843916666666,True,indicative
Heywood,forward,V-KG_WE_RC,7,78.0,0.9038461538461539,-15.115859999999998,7.999999999999943,-11.681681666666691,52.048415000000034,True,supported
Heywood,reverse,V-KG_WE_RC,7,78.0,0.9038461538461539,1.3790983333333315,-0.41934166666658257,-62.28888999999998,18.933616604166676,True,supported
Heywood,forward,V-KMRC,20,174.5,0.8997134670487106,-19.161063333333345,12.787229999999909,-18.305107791666654,43.99999999999994,True,supported
Heywood,reverse,V-KMRC,20,174.5,0.8997134670487106,61.32939166666665,39.87573083333331,-4.218071666666674,114.21936937500001,True,supported
Heywood,forward,V-KOWE,2,271.5,0.6813996316758748,-66.74250583333327,11.125734999999963,-41.03486499999997,72.81674916666667,True,unsupported
Heywood,reverse,V-KOWE,2,271.5,0.6813996316758748,44.2243616666667,-80.28432583333336,-210.22156904166667,-5.32733612500004,False,unsupported
Heywood,forward,V-MLSY_NOEMTT_P,2,6.5,0.3076923076923077,-311.07034,69.33585833333336,-54.12614666666667,121.84788333333333,True,unsupported
Heywood,reverse,V-MLSY_NOEMTT_P,2,6.5,0.3076923076923077,-3.511256666666668,23.461209999999937,-386.5542899999999,77.99356583333338,True,unsupported
Heywood,forward,V-MLSY_NOEMTT_R,11,861.0,0.8130081300813008,-131.33220708333332,-2.880010000000027,-36.318877875,17.038200000000018,True,supported
Heywood,reverse,V-MLSY_NOEMTT_R,11,861.0,0.8130081300813008,0.0,7.707531666666682,0.0,48.81163208333332,True,supported
Heywood,forward,V-MOTR,1,11.0,1.0,-103.1759841666667,-17.708559999999977,-51.27606166666669,15.878382500000157,True,unsupported
Heywood,reverse,V-MOTR,1,11.0,1.0,-143.09997916666666,114.77052916666668,-3.16073833333337,203.14774666666668,True,unsupported
