SUBSTATIONID,substation_name,region,owner,osm_id,osm_name,lat,lon,method,confidence
I_FARM,Ingle Farm 66kV,SA1,ElectraNet,way/176679145,Ingle Farm,-34.8214203,138.6512348,name_match,medium
HVEWME,Hvewme 66kV,SA1,ElectraNet,,,,,unmatched,
HUMMOC,Hummocks 132kV,SA1,ElectraNet,way/598333066,Hummocks,-34.0879,138.0912127,name_match,medium
HIND_S,Hindley St 66kV,SA1,ElectraNet,,,,,unmatched,
KANM_M,Kanmantoo Mine,SA1,ElectraNet,,,,,unmatched,
DRY_CK,Dry Creek 66kV,SA1,ElectraNet,,,,,unmatched,
DORRIE,Dorrien 132kV,SA1,ElectraNet,way/170066302,Dorrien,-34.4918061,138.9663749,name_match,medium
DCPKSTEE,Dry_ck/kilb_s/prosp 66kV Tee,SA1,ElectraNet,,,,,unmatched,
BRINKW,Brinkworth 275kV,SA1,ElectraNet,way/170036971,Brinkworth Substation,-33.6312682,138.372189,name_match,medium
BLANCH,Blanch 132kV,SA1,ElectraNet,,,,,unmatched,
BERRI,Berri 132kV,SA1,ElectraNet,way/601143294,Berri Substation,-34.2698815,140.5980491,name_match,medium
BAROOT,Baroota 132kV,SA1,ElectraNet,way/170528246,Baroota,-32.9676331,138.0392693,name_match,medium
B_WOOD,Blackwood 66kV,SA1,ElectraNet,,,,,unmatched,
B_POOL,Blackpool 66kV,SA1,ElectraNet,,,,,unmatched,
BRNSDE,Burnside 66kV,SA1,ElectraNet,,,,,unmatched,
ATHOL,Athol Park 66kV,SA1,ElectraNet,,,,,unmatched,
ARDN_W,Ardrossan West 132kV,SA1,ElectraNet,way/600367678,Ardrossan West,-34.4294078,137.8889061,name_match,medium
ANGAST,Angaston,SA1,ElectraNet,way/715631437,Angaston substation,-34.5039727,139.0250945,name_match,medium
ANG_CK,Angas Creek 132kV,SA1,ElectraNet,way/601710781,Angas Creek,-34.8471347,138.936875,name_match,medium
ALDING,Aldinga 66kV,SA1,ElectraNet,,,,,unmatched,
ABC_B,Adelaide Brighton Cement 66kV,SA1,ElectraNet,,,,,unmatched,
A_VALE,Angle Vale 66kV,SA1,ElectraNet,,,,,unmatched,
ASCOT,Ascot Park 66kV,SA1,ElectraNet,,,,,unmatched,
LADB_G,Ladbroke Grove 132kV,SA1,ElectraNet,,,,,unmatched,
BUNGAM,Bungama 132kV,SA1,ElectraNet,way/120511705,Bungama Substation,-33.194794,138.0670335,name_match,medium
CANOWI,Canowie,SA1,ElectraNet,way/170058930,Canowie,-33.3478877,138.7509301,name_match,medium
DAVENP,Davenport 275kV,SA1,ElectraNet,way/164764363,Davenport,-32.5362576,137.8127486,name_match,medium
DALRYM,Dalrymple,SA1,ElectraNet,way/600670369,Dalrymple,-34.9360163,137.7442188,name_match,medium
CULTAN,Cultana 275kV,SA1,ElectraNet,way/165154628,Cultana Substation,-32.9317614,137.5445353,name_match,medium
CUD_PK,Cudmore Park 66kV,SA1,ElectraNet,,,,,unmatched,
CROYDTEE,Prosp/nadeltee/croydn 66kV Tee,SA1,ElectraNet,,,,,unmatched,
CROYDN,Croydon 66kV,SA1,ElectraNet,,,,,unmatched,
CAMBTN,Campbelltown 66kV,SA1,ElectraNet,,,,,unmatched,
CROY_P,Croydon Park 66kV,SA1,ElectraNet,,,,,unmatched,
CLVIEW,Clearview 66kV,SA1,ElectraNet,way/603716602,Clearview,-34.8604579,138.6105441,name_match,medium
CLAREN,Clarendon 66kV,SA1,ElectraNet,,,,,unmatched,
CLAR_G,Clarence Gardens 66kV,SA1,ElectraNet,,,,,unmatched,
CHLTNM,Cheltenham 66kV,SA1,ElectraNet,,,,,unmatched,
CHCRPTEE,Chltnm/croy_p/croydn 66kV Tee,SA1,ElectraNet,,,,,unmatched,
CH_GDN,Cherry Gardens 275kV,SA1,ElectraNet,way/172364007,Cherry Gardens,-35.094988,138.6458102,name_match,medium
CORO,Coromandel Pl 66kV,SA1,ElectraNet,,,,,unmatched,
LARG_N,Largs North,SA1,ElectraNet,,,,,unmatched,
KILKEN,Kilkenny 66kV,SA1,ElectraNet,,,,,unmatched,
LIN_PK,Linden Park,SA1,ElectraNet,,,,,unmatched,
NPS,Northern Ps 275kV,SA1,ElectraNet,,,,,unmatched,
NORWD,Norwood 66kV,SA1,ElectraNet,,,,,unmatched,
NORTHF,Northfield 275kV,SA1,ElectraNet,way/172715843,Northfield,-34.8476686,138.6342227,name_match,medium
NOAR_C,Noarlunga Centre 66kV,SA1,ElectraNet,,,,,unmatched,
NEUROO,Neuroo 132kV,SA1,ElectraNet,,,,,unmatched,
NADELTEE,Croytee/n_adel/hind_s 66kV Tee,SA1,ElectraNet,,,,,unmatched,
N_W_B,North West Bend 132kV,SA1,ElectraNet,way/402624716,North West Bend,-33.9947961,139.7322939,name_match,medium
N_RICH,New Richmond 66kV,SA1,ElectraNet,,,,,unmatched,
NRICHTEE,Keswic/n_rich/plympt 66kV Tee,SA1,ElectraNet,,,,,unmatched,
N_OSBN,New Osborne 66kV,SA1,ElectraNet,,,,,unmatched,
MW_4,Mwps4 132kV,SA1,ElectraNet,,,,,unmatched,
MW_3,Mwps3 132kV,SA1,ElectraNet,,,,,unmatched,
MW_2,Mwps2 132kV,SA1,ElectraNet,,,,,unmatched,
MW_1,Mwps1 132kV,SA1,ElectraNet,,,,,unmatched,
MVILLE,Morphettville 66kV,SA1,ElectraNet,,,,,unmatched,
LE_FEV,Lefevre 66kV,SA1,ElectraNet,way/172714955,LeFevre,-34.779766,138.5092816,name_match,medium
MT_GUN,Mt Gunson 132kV,SA1,ElectraNet,,,,,unmatched,
MT_GAM,Mt Gambier 132kV,SA1,ElectraNet,,,,,unmatched,
N_ADEL,North Adelaide 66kV,SA1,ElectraNet,,,,,unmatched,
MT_BAR,Mt Barker 132kV,SA1,ElectraNet,,,,,unmatched,
OAKLND,Oaklands 66kV,SA1,ElectraNet,,,,,unmatched,
OLYM_N,Olympic Dam North 132kV,SA1,ElectraNet,way/462419044,Olympic Dam North,-30.4424351,136.8712527,name_match,medium
LINPKT,Uraidt/lin_pk/panora 66kV Tee,SA1,ElectraNet,,,,,unmatched,
LMITCH,Lower Mitchem 66kV,SA1,ElectraNet,,,,,unmatched,
MA_1,Mannum-adelaide 1,SA1,ElectraNet,,,,,unmatched,
MA_2,Mannum-adelaide 2,SA1,ElectraNet,,,,,unmatched,
MA_3,Mannum-adelaide 3,SA1,ElectraNet,,,,,unmatched,
MAGILL,Magill 275kV,SA1,ElectraNet,way/172364006,Magill Substation,-34.9110265,138.6818119,name_match,medium
MANNUM,Mannum,SA1,ElectraNet,way/502271904,Mannum,-34.9170551,139.2645719,name_match,medium
MBH_1,Murray Bridge-hahndorf 1,SA1,ElectraNet,,,,,unmatched,
OCPL,Osborne Cogen Plant,SA1,ElectraNet,,,,,unmatched,
MBH_2,Murray Bridge-hahndorf 2,SA1,ElectraNet,,,,,unmatched,
MC_L_F,Mclaren Flat,SA1,ElectraNet,,,,,unmatched,
MCLFTEE,Morp_e:mc_l_f:willun 66kV Tee,SA1,ElectraNet,,,,,unmatched,
MDLBCK,Midback 132kV,SA1,ElectraNet,,,,,unmatched,
MILLBR,Millbr 132kV,SA1,ElectraNet,,,,,unmatched,
MINTAR,Mintaro 132kV,SA1,ElectraNet,way/831284067,Mintaro,-33.9027284,138.7379712,name_match,medium
MOBILO,Mobilong 132kV,SA1,ElectraNet,way/172998381,Mobilong,-35.0647022,139.2664441,name_match,medium
MONASH,Monash 132kV,SA1,ElectraNet,way/170066758,Monash Substation,-34.2377679,140.5967495,name_match,medium
OLYM_W,Olympic Dam West 275kV,SA1,ElectraNet,way/185835127,Olympic Dam West,-30.4492262,136.8604105,name_match,medium
MBH_3,Murray Bridge-hahndorf 3,SA1,ElectraNet,,,,,unmatched,
MORP_E,Morphett Vale East 275kV,SA1,ElectraNet,way/172867384,Morphett Vale East Substation,-35.113573,138.54948,name_match,medium
T_BEND,Tailem Bend 275kV,SA1,ElectraNet,way/75514732,Tailem Bend,-35.2710262,139.4923235,name_match,medium
SHE_PK,Sheidow Park 66kV,SA1,ElectraNet,,,,,unmatched,
YADNAR,Yadnarie 132kV,SA1,ElectraNet,way/165170273,Yadnarie Substation,-33.6895562,136.4006268,name_match,medium
WOOMER,Woomera 132kV,SA1,ElectraNet,way/170407657,Woomera,-31.1472055,136.8018321,name_match,medium
WOODFD,Woodforde 66kV,SA1,ElectraNet,,,,,unmatched,
WILLUN,Willunga 66kV,SA1,ElectraNet,,,,,unmatched,
WHY_T,Whyalla Terminal 132kV,SA1,ElectraNet,way/167924823,Whyalla Terminal,-33.0096953,137.5766583,name_match,medium
WHITSTEE,N_unly/whit_s/keswic 66kV Tee,SA1,ElectraNet,,,,,unmatched,
WHIT_S,Whitmore Square 66kV,SA1,ElectraNet,,,,,unmatched,
SEACOM,Seacombe 66kV,SA1,ElectraNet,,,,,unmatched,
W_LOO,Waterloo 132kV,SA1,ElectraNet,way/516938456,Waterloo,-33.9902114,138.8740983,name_match,medium
URAIDT,Magill/uraidl/linpkt 66kV Tee,SA1,ElectraNet,,,,,unmatched,
URAIDL,Uraidl 66kV,SA1,ElectraNet,,,,,unmatched,
WDVILL,Woodville 66kV,SA1,ElectraNet,,,,,unmatched,
STON_P,Stony Point 132kV,SA1,ElectraNet,way/598946461,Stony Point,-32.9869897,137.7741018,name_match,medium
TIPS_B,Torrens B Ps 275kV,SA1,ElectraNet,,,,,unmatched,
TIPS_A,Torrens A Ps 275kV,SA1,ElectraNet,,,,,unmatched,
TIE_DVPL,Tie Dav-pla 132kV,SA1,ElectraNet,,,,,unmatched,
TI_N,Torrens North,SA1,ElectraNet,way/603736533,Torrens North,-34.779559,138.5218574,name_match,medium
THEBAR,Thebarton 66kV,SA1,ElectraNet,,,,,unmatched,
TEMPLE,Templers 132kV,SA1,ElectraNet,way/231510030,Templers,-34.4626125,138.7714965,name_match,medium
TATNTEE,Tips_a:ti_n  :qps    66kV Tee,SA1,ElectraNet,,,,,unmatched,
T_T_G,Tea Tree Gully 66kV,SA1,ElectraNet,,,,,unmatched,
TONS_P,Tonsley Park 66kV,SA1,ElectraNet,,,,,unmatched,
SNUGGY,Snuggery 132kV,SA1,ElectraNet,way/164674789,Snuggery Substation,-37.6641937,140.416464,name_match,medium
WWANG,Wallerawang Ps 330kV,NSW1,Transgrid,,,,,unmatched,
WARRIMOO,Warrimoo 132kV,NSW1,Transgrid,way/200566122,Warrimoo Transmission Substation,-33.7331654,150.6029137,name_match,medium
WELLNGTN,Wellington 330kV,NSW1,Transgrid,way/1468637853,Wellington Substation,-32.527001,148.9632404,name_match,medium
WAGGA330,Wagga 330kV,NSW1,Transgrid,,,,,unmatched,
W_LIVRPL,West Liverpool 132kV,NSW1,Transgrid,way/203043713,West Liverpool Transmission Substation,-33.9309867,150.8719517,name_match,medium
YANCO,Yanco 132kV,NSW1,Transgrid,,,,,unmatched,
YASS,Yass 330kV,NSW1,Transgrid,way/656231964,Yass ZS,-34.8338323,148.8943028,name_match,medium
947TEE,Wellington/piper/orange 132kV Tee,NSW1,Transgrid,,,,,unmatched,
VINEYARD,Vineyard 330kV,NSW1,Transgrid,way/257580093,Vineyard Bulk Supply Substation,-33.6568319,150.8435013,name_match,medium
WAGGA132,Wagga 132kV,NSW1,Transgrid,,,,,unmatched,
FINLEY,Finley 132kV,NSW1,Transgrid,,,,,unmatched,
MUNMORAH,Munmorah 330kV,NSW1,Transgrid,way/24024039,Munmorah,-33.209683,151.5398904,name_match,medium
MULLUMB,Mullumbimby 132kV (northpower),NSW1,Transgrid,,,,,unmatched,
DENILIQN,Deniliquin 132kV,NSW1,Transgrid,,,,,unmatched,
ERARING,Eraring 500kV,NSW1,Transgrid,way/24038114,Eraring substation,-33.0616555,151.5156448,name_match,medium
MOLONG,Molong 132kV,NSW1,Transgrid,way/173553203,Molong Substation,-33.0869151,148.8988911,name_match,medium
MEADOWBK,Meadowbank 132kV,NSW1,Transgrid,way/480637075,Meadowbank Zone Substation,-33.8135438,151.0935788,name_match,medium
MASONPRK,Mason Park 132kV,NSW1,Transgrid,,,,,unmatched,
MARULAN,Marulan 330kV,NSW1,Transgrid,way/160295596,Marulan,-34.6152903,150.0528516,name_match,medium
MARCKVLE,MarrickVille 132kv,NSW1,Transgrid,way/476441263,Marrickville Zone Substation,-33.9119307,151.1622641,name_match,medium
MAROUBRA,Maroubra 132kV,NSW1,Transgrid,way/476441252,Maroubra Zone Substation,-33.9423896,151.2380634,name_match,medium
TUMUT3,Lower Tumut,NSW1,Transgrid,way/208364780,Lower Tumut Switching Station,-35.6066188,148.2886088,name_match,medium
LIVERPL,Liverpool 330kV,NSW1,Transgrid,way/203043714,Liverpool Bulk Supply Substation,-33.932709,150.8657546,name_match,medium
LISMORE,Lismore 330kV,NSW1,Transgrid,way/171581252,Lismore 132/66kV,-28.8190345,153.243448,name_match,medium
LISM132,Lismore 132kV,NSW1,Transgrid,way/171581252,Lismore 132/66kV,-28.8190345,153.243448,name_match,medium
LIDDELL,Liddell Ps 330kV,NSW1,Transgrid,,,,,unmatched,
LAWSON,Lawson 132kV,NSW1,Transgrid,way/854391898,Lawson Transmission Substation,-33.7210902,150.4255445,name_match,medium
LANECOVE,Lane Cove 132kV,NSW1,Transgrid,way/480637072,Lane Cove Zone Substation,-33.8116971,151.1450273,name_match,medium
KOOLKHAN,Koolkhan 132kV,NSW1,Transgrid,way/98964542,Koolkhan Zone Substation,-29.6175171,152.9305109,name_match,medium
KEMPSEY,Kempsey 132kV Sub,NSW1,Transgrid,,,,,unmatched,
KEMPS_CK,Kemps Creek 500kV,NSW1,Transgrid,way/686798447,Kemps Creek Zone Substation,-33.8840164,150.7915453,name_match,medium
KANGAROO,Kangaroo Valley Ps,NSW1,Transgrid,,,,,unmatched,
JINDERA,Jinderra 330kV,NSW1,Transgrid,,,,,unmatched,
INGLBURN,Ingleburn 330kV,NSW1,Transgrid,way/172609354,Ingleburn Bulk Supply Substation,-34.0140112,150.8507025,name_match,medium
HBSH_BAY,Homebush Bay 132kV,NSW1,Transgrid,,,,,unmatched,
HAYMARKT,Haymarket 330kV,NSW1,Transgrid,way/476441268,Haymarket Bulk Supply Substation,-33.8814548,151.2022255,name_match,medium
GUTHEGA,Guthega,NSW1,Transgrid,way/208498232,Guthega Substation,-36.3494836,148.4134332,name_match,medium
GRIFFITH,Griffith 132kV,NSW1,Transgrid,,,,,unmatched,
GOSFORD,Gosford 132kV,NSW1,Transgrid,,,,,unmatched,
GADARA,Gadara 132kV,NSW1,Transgrid,way/480673869,Gadara Substation,-35.2961445,148.1355472,name_match,medium
21TEE,Munmorah/sydnth/tuggerah 330kV Tee,NSW1,Transgrid,,,,,unmatched,
FORBES,Forbes 132kV,NSW1,Transgrid,way/480673880,Forbes Substation,-33.3653095,148.0195542,name_match,medium
MUNYANG,Munyang 132kV,NSW1,Transgrid,way/208498119,Munyang Substation,-36.3510337,148.4117662,name_match,medium
MUSBK132,Muswellbrook 132kV,NSW1,Transgrid,way/204894935,Muswellbrook Substation,-32.2222034,150.9411372,name_match,medium
BURONGA,Buronga 220kV,NSW1,Transgrid,,,,,unmatched,
BUNNERNG,Bunnerong 132kV,NSW1,Transgrid,,,,,unmatched,
BRKNHILL,Broken Hill 220kV,NSW1,Transgrid,,,,,unmatched,
BLOWERG,Blowering Ps 132kV,NSW1,Transgrid,,,,,unmatched,
BERYL,Beryl 132kV,NSW1,Transgrid,way/234245468,Beryl Substation,-32.3482164,149.4609947,name_match,medium
BENDEELA,Bendeela Ps,NSW1,Transgrid,,,,,unmatched,
CANTERBY,Canterbury 132kV,NSW1,Transgrid,,,,,unmatched,
BAYSWATR,Bayswater 330kV,NSW1,Transgrid,way/167694317,Bayswater Substation,-32.3991171,150.945249,name_match,medium
BALRANLD,Balranald 220/22kV Substation,NSW1,Transgrid,,,,,unmatched,
AVON,Avon 330kV,NSW1,Transgrid,way/172739944,Avon Substation,-34.4473833,150.7438331,name_match,medium
ARMIDALE,Armidale 330kV,NSW1,Transgrid,way/160201298,Armidale Substation,-30.532674,151.7129863,name_match,medium
ANM,Anm 132kV,NSW1,Transgrid,,,,,unmatched,
ALBURY,Albury 132kV,NSW1,Transgrid,,,,,unmatched,
CAPRAL,Capral 132kV,NSW1,Transgrid,,,,,unmatched,
CHULLORA,Chullora 132kV,NSW1,Transgrid,,,,,unmatched,
COFFS,Coffs Harbour 330kV,NSW1,Transgrid,,,,,unmatched,
VALES_PT,Vales Point 330kV,NSW1,Transgrid,way/376493893,Vales Point Bulk Supply Substation,-33.1594128,151.5413754,name_match,medium
COLMBLLY,Coleambally 132kV,NSW1,Transgrid,,,,,unmatched,
COOMA,Cooma 132kV,NSW1,Transgrid,way/439689405,Cooma ZS,-36.2183121,149.1401748,name_match,medium
COWRA,Cowra 132kV,NSW1,Transgrid,way/1019427179,Cowra Zone Substation,-33.8404319,148.70734,name_match,medium
ORANGE,Orange 132kV,NSW1,Transgrid,way/477585580,Orange 66kV Bulk Supply Substation,-33.2796604,149.1058859,name_match,medium
DAPTO,Dapto 330kV,NSW1,Transgrid,way/261770823,Dapto Zone Substation,-34.5015817,150.7872342,name_match,medium
DARL_PT,Darlington Point 330kV,NSW1,Transgrid,,,,,unmatched,
NEWCSTLE,Newcastle 330kV,NSW1,Transgrid,way/24028364,Newcastle substation,-32.9276708,151.5616988,name_match,medium
NEPEAN,Nepean 132kV,NSW1,Transgrid,way/231418854,Nepean Transmission Substation,-34.0723599,150.732269,name_match,medium
OURIMBAH,Ourimbah 132kV,NSW1,Transgrid,,,,,unmatched,
NAMBUCCA,Nambucca 132kV,NSW1,Transgrid,,,,,unmatched,
MUSBK330,Muswellbrook 330kV,NSW1,Transgrid,way/204894935,Muswellbrook Substation,-32.2222034,150.9411372,name_match,medium
MURRUMBR,Murrumburrah 132kV,NSW1,Transgrid,way/637324497,Murrumburrah ZS,-34.5428066,148.32813,name_match,medium
BURRINJK,Burrinjuck 132kV,NSW1,Transgrid,way/480673870,Burrinjuck Substation,-35.0009605,148.582536,name_match,medium
CANBERRA,Canberra 330kV,NSW1,Transgrid,way/160191425,Canberra Substation,-35.2193405,148.9970196,name_match,medium
PEAKHRST,Peakhurst 132kV,NSW1,Transgrid,,,,,unmatched,
PANORAMA,Panorama 132kV,NSW1,Transgrid,way/230707206,Panorama Substation,-33.4304185,149.5213866,name_match,medium
PENRITH,Penrith 132kV,NSW1,Transgrid,way/45767058,Penrith Transmission Substation,-33.7466304,150.6916785,name_match,medium
PT_MCQAR,Port Macquarie 132kV,NSW1,Transgrid,,,,,unmatched,
REDBANK,Redbank 132kV,NSW1,Transgrid,,,,,unmatched,
REGENTVL,Regentville 330kV,NSW1,Transgrid,way/45378183,Regentville Bulk Supply Substation,-33.7877907,150.6489729,name_match,medium
SINGLETN,Singleton 132kV,NSW1,Transgrid,,,,,unmatched,
ST_PETER,St Peters 132kV,NSW1,Transgrid,way/476441262,St Peters Zone Substation,-33.9063502,151.183137,name_match,medium
STROUD,Stroud 132kV,NSW1,Transgrid,,,,,unmatched,
SYD_NTH,Sydney North 330kV,NSW1,Transgrid,way/179923658,Sydney North Bulk Supply Substation,-33.6556542,151.0299827,name_match,medium
SYD_STH,Sydney South 330kV,NSW1,Transgrid,way/681005983,Sydney South Bulk Supply Substation,-33.9786268,151.013063,name_match,medium
SYD_EAST,Sydney East 330kV,NSW1,Transgrid,way/179921457,Sydney East Bulk Supply Substation,-33.7259672,151.2083591,name_match,medium
TUGGERAH,Tuggerah 330kV,NSW1,Transgrid,,,,,unmatched,
TUMUT1_2,Upper Tumut,NSW1,Transgrid,way/208359871,Upper Tumut Switching Station,-35.9111671,148.385943,name_match,medium
TUMUT132,Tumut 132kV,NSW1,Transgrid,way/439868272,Tumut ZS,-35.2999257,148.2034717,name_match,medium
SYD_WEST,Sydney West 330kV,NSW1,Transgrid,way/45237469,Sydney West Bulk Supply Substation,-33.8159579,150.8286604,name_match,medium
TOMAGO,Tomago 330kV,NSW1,Transgrid,way/239269272,Tomago,-32.8170557,151.7128637,name_match,medium
TOMAG132,Tomago 132kV,NSW1,Transgrid,way/239269272,Tomago,-32.8170557,151.7128637,name_match,medium
PARKES,Parkes 132kV,NSW1,Transgrid,way/173554767,Parkes Substation,-33.1028483,148.0749547,name_match,medium
TAREE,Taree 132kV,NSW1,Transgrid,,,,,unmatched,
TAMWORTH,Tamworth 330kV,NSW1,Transgrid,way/1271306861,Tamworth 132kV Substation,-31.1319574,150.9247045,name_match,medium
TENTFLD,Tenterfield 132kV,NSW1,Transgrid,,,,,unmatched,
SNOWY1,Snowy,SNOWY1,Transgrid,,,,,unmatched,
92ZTEE,Syd-Nth/Syd-East/Somersby 132kV Tee,NSW1,Transgrid,,,,,unmatched,
NDSC_N,NDSC-North,QLD1,Powerlink,,,,,unmatched,
T152_G_S,Gladstone South (T152) 132kV,QLD1,Powerlink,way/69034090,Gladstone South Substation,-23.8863184,151.2737452,name_match,medium
JINDABYN,Jindabyn Ps,SNOWY1,Transgrid,,,,,unmatched,
MT_DRUIT,Mt Druit 132kV,NSW1,Transgrid,,,,,unmatched,
WYONG,Wyong 132kV,NSW1,Transgrid,way/452155002,Wyong ZS,-33.2672933,151.4377647,name_match,medium
H21_MRRE,Murarrie 110kV,QLD1,Powerlink,way/44418650,Murarrie Substation,-27.4473719,153.113257,name_match,medium
H31_MDNR,Molendinar (H31) 275kV ,QLD1,Powerlink,way/95612087,Molendinar Substation,-27.9786391,153.360642,name_match,medium
MLNK_B,Murraylink-SA,SA1,APT,,,,,unmatched,
MAYURA,Mayura 132kV,SA1,ElectraNet,way/177601131,Mayura,-37.7380646,140.3877263,name_match,medium
BNGALORA,Directlink-QLD ,QLD1,APT,,,,,unmatched,
SAVRIVER,Savage River,TAS1,TasNetworks,way/509857699,Savage River Substation,-41.4874066,145.2122364,name_match,medium
SCOTDALE,Scottsdale,TAS1,TasNetworks,way/234863481,Scottsdale Substation,-41.1649995,147.5237399,name_match,medium
ROWALLAN,Rowallen,TAS1,TasNetworks,,,,,unmatched,
TARRALEA,Tarraleah,TAS1,TasNetworks,way/435794781,Tarraleah Substation,-42.300436,146.4578293,name_match,medium
SHEFIELD,Sheffield,TAS1,TasNetworks,way/88191017,Sheffield Substation,-41.3356752,146.3070657,name_match,medium
SMITHTON,Smithton,TAS1,TasNetworks,way/234176499,Smithton Substation,-40.8480945,145.1309684,name_match,medium
SORELL,Sorell,TAS1,TasNetworks,way/180760073,Sorell Substation,-42.7762603,147.5554173,name_match,medium
ST_MARYS,St Marys,TAS1,TasNetworks,way/547001769,St Marys Substation,-41.5922569,148.1836882,name_match,medium
STARWOOD,Starwood,TAS1,TasNetworks,way/545150713,Starwood Substation,-41.1215658,146.847686,name_match,medium
TEMCO,Temco,TAS1,TasNetworks,way/545150722,Temco Substation,-41.1297108,146.8556127,name_match,medium
NORWOOD,Norwood,TAS1,TasNetworks,way/118035945,Norwood Substation,-41.4733034,147.1847164,name_match,medium
TRIABUNA,Triabunna,TAS1,TasNetworks,way/375778791,Triabunna Substation,-42.4999196,147.9093469,name_match,medium
TRIBUTE,Tribute,TAS1,TasNetworks,way/557883073,Tribute Power Station Switchyard,-41.8160018,145.6497504,name_match,medium
TUNGATIN,Tungatinah,TAS1,TasNetworks,way/435794582,Tungatinah Substation,-42.2978945,146.4573003,name_match,medium
ULVERSTN,Ulverstone,TAS1,TasNetworks,way/175174348,Ulverstone Substation,-41.1715586,146.1625037,name_match,medium
WADAMANA,Waddamana,TAS1,TasNetworks,way/247356159,Waddamana Substation,-42.1257662,146.7456672,name_match,medium
WARTAH_T,Waratah Tee,TAS1,TasNetworks,way/234083164,Waratah Tee,-41.4888048,145.4827945,name_match,medium
WES_VALE,Wesley Vale,TAS1,TasNetworks,way/437715076,Wesley Vale Substation,-41.1793344,146.4450834,name_match,medium
WILMOT,Wilmot,TAS1,TasNetworks,way/552021418,Wilmot Substation,-41.483095,146.1249926,name_match,medium
ROSEBERY,Rosebery,TAS1,TasNetworks,way/557883162,Rosebery Substation,-41.7770261,145.539328,name_match,medium
TREVALYN,Trevallyn,TAS1,TasNetworks,way/61649117,Trevallyn Substation,-41.4232547,147.1125753,name_match,medium
PALMSTN,Palmerston,TAS1,TasNetworks,way/174441055,Palmerston Substation,-41.7874668,146.9904471,name_match,medium
ROKEBY,Rokeby,TAS1,TasNetworks,way/551259890,Rokeby Substation,-42.9022923,147.4402468,name_match,medium
REPULSE,Repulse,TAS1,TasNetworks,way/548367438,Repulse Substation,-42.5074341,146.6470441,name_match,medium
PALOONA,Paloona,TAS1,TasNetworks,way/174434683,Paloona Substation,-41.2828892,146.2496447,name_match,medium
DEVILS_G,Devils Gate,TAS1,TasNetworks,,,,,unmatched,
DEVNPORT,Devonport,TAS1,TasNetworks,way/174431697,Devonport Substation,-41.1959912,146.3409216,name_match,medium
ELECTRNA,Electrona,TAS1,TasNetworks,way/509868935,Electrona Substation,-43.0574802,147.2611012,name_match,medium
EMU_BAY,Emu Bay,TAS1,TasNetworks,way/554780216,Emu Bay Substation,-41.0656627,145.9139826,name_match,medium
FARRELL,Farrell,TAS1,TasNetworks,way/306840322,Farrell Substation,-41.7344135,145.5314936,name_match,medium
FISHER,Fisher,TAS1,TasNetworks,,,,,unmatched,
G_TOWN,George Town,TAS1,TasNetworks,way/545150725,George Town Substation,-41.1283897,146.8856513,name_match,medium
GORDON,Gordon,TAS1,TasNetworks,way/550211808,Gordon Substation,-42.7405331,145.9820542,name_match,medium
HADSPEN,Hadspen,TAS1,TasNetworks,way/88187651,Hadspen Substation,-41.5014674,147.0951482,name_match,medium
HMPSHIRE,Hampshire,TAS1,TasNetworks,way/234083565,Hampshire Substation,-41.2698323,145.7275178,name_match,medium
JBUTTERS,John Butters,TAS1,TasNetworks,way/558447265,John Butters Power Station Switchyard,-42.1546219,145.5345183,name_match,medium
KERMANDE,Kermandie,TAS1,TasNetworks,way/229953010,Kermandie Substation,-43.1644605,146.9455897,name_match,medium
KINGSTON,Kingston,TAS1,TasNetworks,way/560228875,Kingston Substation,-42.975134,147.3037347,name_match,medium
KNIGHTS,Knights Road,TAS1,TasNetworks,way/233927458,Knights Road Substation,-43.0228776,147.073899,name_match,medium
L_ECHO,Lake Echo,TAS1,TasNetworks,way/547818722,Lake Echo Substation,-42.2539001,146.620369,name_match,medium
LEMONTYM,Lemonthyme,TAS1,TasNetworks,way/552038078,Lemonthyme Substation,-41.6039673,146.1390438,name_match,medium
LIAPOOTA,Liapootah,TAS1,TasNetworks,way/547874512,Liapootah Substation,-42.3760614,146.5115892,name_match,medium
LINFARNE,Lindisfarne,TAS1,TasNetworks,way/509831194,Lindisfarne Substation,-42.8246678,147.3492289,name_match,medium
MAKNTOSH,Mackintosh,TAS1,TasNetworks,way/557523514,Mackintosh Power Station Switchyard,-41.6999664,145.6460821,name_match,medium
MDWBANK,Meadowbank,TAS1,TasNetworks,way/548702985,Meadowbank Power Station Switchyard,-42.6110018,146.8458452,name_match,medium
MOWBRAY,Mowbray,TAS1,TasNetworks,way/545672755,Mowbray Substation,-41.4092555,147.1364403,name_match,medium
N_NRFOLK,New Norfolk,TAS1,TasNetworks,way/175926345,New Norfolk Substation,-42.7804901,147.0788061,name_match,medium
NEWTON,Newton,TAS1,TasNetworks,way/558447279,Newton Substation,-41.9101163,145.5660276,name_match,medium
N_HOBART,North Hobart,TAS1,TasNetworks,way/208921100,North Hobart Substation,-42.8732589,147.3211204,name_match,medium
DERBY,Derby,TAS1,TasNetworks,way/496891060,Derby Substation,-41.1336041,147.8119679,name_match,medium
RISDON,Risdon,TAS1,TasNetworks,way/550345987,Risdon Substation,-42.8360473,147.3162734,name_match,medium
