ic,GENCONSETID,DUID,duid_region,dispatch_type,sensitivity,example_equation
V-S-MNSP1,I-BURC_X1,BULGANA1,VIC1,GENERATOR,1.8858267716535433,V>>X1_WBBA_RCX9
V-S-MNSP1,I-BURC_X1,BULBES1,VIC1,BIDIRECTIONAL,1.8858267716535433,V>>X1_WBBA_RCX9
V-S-MNSP1,I-BURC_X1,MUWAWF1,VIC1,GENERATOR,1.5728346456692914,V>>X1_WBBA_RCX9
V-S-MNSP1,I-BURC_X1,MUWAWF2,VIC1,GENERATOR,1.5728346456692914,V>>X1_WBBA_RCX9
V-S-MNSP1,I-BURC_X1,KIATAWF1,VIC1,GENERATOR,1.56496062992126,V>>X1_WBBA_RCX9
V-S-MNSP1,I-BURC_X1,KIAMSF1,VIC1,GENERATOR,1.200787401574803,V>>X1_WBBA_RCX9
V-S-MNSP1,I-BURC_X1,CRWARP1,VIC1,GENERATOR,1.0531496062992127,V>>X1_WBBA_RCX9
V-S-MNSP1,I-BURC_X1,YATSF1,VIC1,GENERATOR,1.0,V>>X1_WBBA_RCX9
V-S-MNSP1,I-HYSE,MCKAY1,VIC1,GENERATOR,1.0718113612004287,V::N_HYSE_V1
V-S-MNSP1,I-HYSE,DARTM1,VIC1,GENERATOR,1.0718113612004287,V::N_HYSE_V1
V-S-MNSP1,I-HYSE,WKIEWA1,VIC1,GENERATOR,1.0718113612004287,V::N_HYSE_V2
V-S-MNSP1,I-HYSE,MURRAY,VIC1,GENERATOR,0.8910191725529768,V::N_HYSE_S2
V-S-MNSP1,I-HYSE,GLENSF1,VIC1,GENERATOR,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,I-HYSE,ELAINWF1,VIC1,GENERATOR,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,I-HYSE,GANNSF1,VIC1,GENERATOR,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,I-HYSE,COHUNSF1,VIC1,GENERATOR,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,I-HYSE,RANGEB1,VIC1,BIDIRECTIONAL,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,I-HYSE,BULBES1,VIC1,BIDIRECTIONAL,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,I-LTMS,GUTHEGA,NSW1,GENERATOR,-5.05050505050505,V>>66_65_060
V-S-MNSP1,I-LTMS,STWF1,NSW1,GENERATOR,-3.6767676767676765,V>>66_65_060
V-S-MNSP1,I-LTMS,BROKENH1,NSW1,GENERATOR,-3.6767676767676765,V>>66_65_060
V-S-MNSP1,I-LTMS,BHB1,NSW1,BIDIRECTIONAL,-3.6767676767676765,V>>66_65_060
V-S-MNSP1,I-LTMS,HUMEV,VIC1,GENERATOR,3.4965034965034967,V>>66_DDWO_MSUT
V-S-MNSP1,I-LTMS,MURRAY,VIC1,GENERATOR,3.4602076124567476,V>>66_MSDD2_MSDD1_S
V-S-MNSP1,I-LTMS,LIMBESS1,NSW1,BIDIRECTIONAL,-2.6666666666666665,V>>66_65_060
V-S-MNSP1,I-LTMS,LIMOSF21,NSW1,GENERATOR,-2.6666666666666665,V>>66_65_060
V-S-MNSP1,I-LTMS,SUNRSF1,NSW1,GENERATOR,-2.6666666666666665,V>>66_65_060
V-S-MNSP1,I-LTMS,LIMOSF11,NSW1,GENERATOR,-2.6666666666666665,V>>66_65_060
V-S-MNSP1,I-MURRAY_SRAS_R,NUMURSF1,VIC1,GENERATOR,-6.329113924050633,V>>SRAS_SHBE_DDSM
V-S-MNSP1,I-MURRAY_SRAS_R,GIRGSF,VIC1,GENERATOR,-6.329113924050633,V>>SRAS_SHBE_DDSM
V-S-MNSP1,I-MURRAY_SRAS_R,WUNUSF1,VIC1,GENERATOR,-6.329113924050633,V>>SRAS_SHBE_DDSM
V-S-MNSP1,I-MURRAY_SRAS_R,LANCSF1,VIC1,GENERATOR,-6.329113924050633,V>>SRAS_SHBE_DDSM
V-S-MNSP1,I-MURRAY_SRAS_R,PLBESS1,VIC1,BIDIRECTIONAL,-6.151898734177215,V>>SRAS_SHBE_DDSM
V-S-MNSP1,I-MURRAY_SRAS_R,GOESF1,VIC1,GENERATOR,-5.715189873417722,V>>SRAS_SHBE_DDSM
V-S-MNSP1,I-MURRAY_SRAS_R,GLENSF1,VIC1,GENERATOR,-5.455696202531645,V>>SRAS_SHBE_DDSM
V-S-MNSP1,I-MURRAY_SRAS_R,GLRWNSF1,VIC1,GENERATOR,-5.379746835443038,V>>SRAS_SHBE_DDSM
V-S-MNSP1,I-MURRAY_SRAS_R,MOKOSF1,VIC1,GENERATOR,-5.379746835443038,V>>SRAS_SHBE_DDSM
V-S-MNSP1,I-MURRAY_SRAS_R,WINTSF1,VIC1,GENERATOR,-5.379746835443038,V>>SRAS_SHBE_DDSM
V-S-MNSP1,I-VS_HEY_600_TEST,KARSF1,VIC1,GENERATOR,1.0,VS_HEY_600_TEST
V-S-MNSP1,I-VS_HEY_600_TEST,YATSF1,VIC1,GENERATOR,1.0,VS_HEY_600_TEST
V-S-MNSP1,I-VS_HEY_600_TEST,CRWARP1,VIC1,GENERATOR,0.9548872180451128,VS_HEY_600_TEST
V-S-MNSP1,I-VS_HEY_600_TEST,BHB1,NSW1,BIDIRECTIONAL,0.9423558897243107,VS_HEY_600_TEST
V-S-MNSP1,I-VS_HEY_600_TEST,BROKENH1,NSW1,GENERATOR,0.9423558897243107,VS_HEY_600_TEST
V-S-MNSP1,I-VS_HEY_600_TEST,STWF1,NSW1,GENERATOR,0.9423558897243107,VS_HEY_600_TEST
V-S-MNSP1,I-VS_HEY_600_TEST,WEMENSF1,VIC1,GENERATOR,0.869674185463659,VS_HEY_600_TEST
V-S-MNSP1,I-VS_HEY_600_TEST,BANN1,VIC1,GENERATOR,0.869674185463659,VS_HEY_600_TEST
V-S-MNSP1,I-VS_HEY_600_TEST,KIAMSF1,VIC1,GENERATOR,0.8270676691729323,VS_HEY_600_TEST
V-S-MNSP1,I-VS_HEY_600_TEST,LIMOSF11,NSW1,GENERATOR,0.6716791979949874,VS_HEY_600_TEST
V-S-MNSP1,I-X_64_DDSM,GUTHEGA,NSW1,GENERATOR,-6.329113924050633,N>>V_64_66_NIL_S
V-S-MNSP1,I-X_64_DDSM,HUMEV,VIC1,GENERATOR,5.0,V>>DDSM_DDTX2_DDSM
V-S-MNSP1,I-X_64_DDSM,MURRAY,VIC1,GENERATOR,4.9799999999999995,V>>DDSM_DDTX3_DDSM
V-S-MNSP1,I-X_64_DDSM,BROKENH1,NSW1,GENERATOR,-3.87,V>>DDSM_DDTX3_DDSM
V-S-MNSP1,I-X_64_DDSM,BHB1,NSW1,BIDIRECTIONAL,-3.87,V>>DDSM_DDTX1_DDSM
V-S-MNSP1,I-X_64_DDSM,STWF1,NSW1,GENERATOR,-3.87,V>>DDSM_DDTX1_DDSM
V-S-MNSP1,I-X_64_DDSM,EILDON1,VIC1,GENERATOR,3.846153846153846,V>>DDSM_EPTT_DDSM
V-S-MNSP1,I-X_64_DDSM,EILDON2,VIC1,GENERATOR,3.846153846153846,V>>DDSM_EPTT_DDSM
V-S-MNSP1,I-X_64_DDSM,UPPTUMUT,NSW1,GENERATOR,-3.6455696202531644,N>>V_64_66_NIL_S
V-S-MNSP1,I-X_64_DDSM,TUMUT3-4,SNOWY1,GENERATOR,-3.0949367088607596,N>>V_64_66_NIL_S
V-S-MNSP1,I-X_6F_KMRC,DARTM1,VIC1,GENERATOR,1.821138211382114,V::N_KMRC_V2
V-S-MNSP1,I-X_6F_KMRC,MCKAY1,VIC1,GENERATOR,1.821138211382114,V::N_KMRC_V2
V-S-MNSP1,I-X_6F_KMRC,WKIEWA1,VIC1,GENERATOR,1.821138211382114,V::N_KMRC_V2
V-S-MNSP1,I-X_6F_KMRC,MURRAY,VIC1,GENERATOR,1.5975609756097562,V::N_KMRC_V2
V-S-MNSP1,I-X_6F_KMRC,STWF1,NSW1,GENERATOR,1.0,V>>6F_KMRC_X3_BEKG
V-S-MNSP1,I-X_6F_KMRC,BHB1,NSW1,BIDIRECTIONAL,1.0,V>>6F_KMRC_X3_BEKG
V-S-MNSP1,I-X_6F_KMRC,YATSF1,VIC1,GENERATOR,1.0,V>>6F_KMRC_WERC_X3
V-S-MNSP1,I-X_6F_KMRC,KARSF1,VIC1,GENERATOR,1.0,V>>6F_KMRC_KGKO_X3
V-S-MNSP1,I-X_6F_KMRC,KESSB1,VIC1,BIDIRECTIONAL,1.0,V>>6F_KMRC_KGKO_X3
V-S-MNSP1,I-X_6F_KMRC,WEMENSF1,VIC1,GENERATOR,1.0,V>>6F_KMRC_DPTX_KGBE
V-S-MNSP1,I-X_BABU_BURC,BROKENH1,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,I-X_BABU_BURC,BHB1,NSW1,BIDIRECTIONAL,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,I-X_BABU_BURC,LIMOSF21,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,I-X_BABU_BURC,STWF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,I-X_BABU_BURC,LIMOSF11,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,I-X_BABU_BURC,SUNRSF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,I-X_BABU_BURC,CRWASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,I-X_BABU_BURC,COLEASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,I-X_BABU_BURC,HILLSTN1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,I-X_BABU_BURC,DARLSF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,I-X_BDBU+HYSE,MCKAY1,VIC1,GENERATOR,1.0718113612004287,V::N_HYSE_V1
V-S-MNSP1,I-X_BDBU+HYSE,DARTM1,VIC1,GENERATOR,1.0718113612004287,V::N_HYSE_V1
V-S-MNSP1,I-X_BDBU+HYSE,WKIEWA1,VIC1,GENERATOR,1.0718113612004287,V::N_HYSE_V2
V-S-MNSP1,I-X_BDBU+HYSE,MURRAY,VIC1,GENERATOR,0.8910191725529768,V::N_HYSE_S2
V-S-MNSP1,I-X_BDBU+HYSE,GLENSF1,VIC1,GENERATOR,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,I-X_BDBU+HYSE,ELAINWF1,VIC1,GENERATOR,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,I-X_BDBU+HYSE,GANNSF1,VIC1,GENERATOR,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,I-X_BDBU+HYSE,COHUNSF1,VIC1,GENERATOR,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,I-X_BDBU+HYSE,RANGEB1,VIC1,BIDIRECTIONAL,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,I-X_BDBU+HYSE,BULBES1,VIC1,BIDIRECTIONAL,0.42885973763874874,V::N_HYSE_S2
V-S-MNSP1,N-BABU,BROKENH1,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BABU,BHB1,NSW1,BIDIRECTIONAL,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BABU,STWF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BABU,LIMOSF21,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BABU,SUNRSF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BABU,LIMOSF11,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BABU,CRWASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,N-BABU,COLEASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,N-BABU,HILLSTN1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,N-BABU,DARLSF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,N-BADP,BROKENH1,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BADP,BHB1,NSW1,BIDIRECTIONAL,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BADP,STWF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BADP,LIMOSF21,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BADP,SUNRSF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BADP,LIMOSF11,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-BADP,CRWASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,N-BADP,COLEASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,N-BADP,HILLSTN1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,N-BADP,DARLSF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_BADP_1
V-S-MNSP1,N-BJYS_970,WSTWYSF1,NSW1,GENERATOR,7.042253521126761,N>>970_990_051
V-S-MNSP1,N-BJYS_970,WAGGNSF1,NSW1,GENERATOR,7.042253521126761,N>>970_990_051
V-S-MNSP1,N-BJYS_970,BOMENSF1,NSW1,GENERATOR,7.042253521126761,N>>970_990_051
V-S-MNSP1,N-BJYS_970,SEBSF1,NSW1,GENERATOR,7.042253521126761,N>>970_990_051
V-S-MNSP1,N-BJYS_970,JUNEESF1,NSW1,GENERATOR,7.042253521126761,N>>970_990_051
V-S-MNSP1,N-BJYS_970,WYASF1,NSW1,GENERATOR,7.042253521126761,N>>970_990_051
V-S-MNSP1,N-BJYS_970,BLOWERNG,NSW1,GENERATOR,6.838028169014085,N>>970_990_051
V-S-MNSP1,N-BJYS_970,URANQ12,NSW1,GENERATOR,6.73943661971831,N>>970_990_051
V-S-MNSP1,N-BJYS_970,URANQ11,NSW1,GENERATOR,6.73943661971831,N>>970_990_051
V-S-MNSP1,N-BJYS_970,URANQ14,NSW1,GENERATOR,6.73943661971831,N>>970_990_051
V-S-MNSP1,N-BU_7118,LIMOSF21,NSW1,GENERATOR,-2.5125628140703515,N>>BU_7118_X3_NIL_E
V-S-MNSP1,N-BU_7118,LIMBESS1,NSW1,BIDIRECTIONAL,-2.5125628140703515,N>>BU_7118_X3_NIL_E
V-S-MNSP1,N-BU_7118,SUNRSF1,NSW1,GENERATOR,-2.5125628140703515,N>>BU_7118_X3_NIL_E
V-S-MNSP1,N-BU_7118,LIMOSF11,NSW1,GENERATOR,-2.5125628140703515,N>>BU_7118_X3_NIL_E
V-S-MNSP1,N-BU_7118,STWF1,NSW1,GENERATOR,1.3467336683417086,N>>BU_7118_X3_NIL_E
V-S-MNSP1,N-BU_7118,BHB1,NSW1,BIDIRECTIONAL,1.3467336683417086,N>>BU_7118_X3_NIL_E
V-S-MNSP1,N-BU_7118,BROKENH1,NSW1,GENERATOR,1.3467336683417086,N>>BU_7118_X3_NIL_E
V-S-MNSP1,N-BU_7118,YATSF1,VIC1,GENERATOR,1.0,N>>BU_7118_X3_NIL_E
V-S-MNSP1,N-BU_7118,KARSF1,VIC1,GENERATOR,1.0,N>>BU_7118_X3_NIL_E
V-S-MNSP1,N-BU_7118,WEMENSF1,VIC1,GENERATOR,0.8618090452261307,N>>BU_7118_X3_NIL_E
V-S-MNSP1,N-CLDE_99L_C,HILLSTN1,NSW1,GENERATOR,3.332222592469177,N>>99L_99D_63
V-S-MNSP1,N-CLDE_99L_C,COLEASF1,NSW1,GENERATOR,3.332222592469177,N>>99L_99D_63
V-S-MNSP1,N-CLDE_99L_C,RIVNB2,NSW1,BIDIRECTIONAL,3.3312229256914367,N>>99L_99D_63
V-S-MNSP1,N-CLDE_99L_C,RESS1,NSW1,BIDIRECTIONAL,3.3312229256914367,N>>99L_99D_63
V-S-MNSP1,N-CLDE_99L_C,DPNTB1,NSW1,BIDIRECTIONAL,3.3312229256914367,N>>99L_99D_63
V-S-MNSP1,N-CLDE_99L_C,LIMBESS1,NSW1,BIDIRECTIONAL,1.931356214595135,N>>99L_99D_63
V-S-MNSP1,N-CLDE_99L_C,LIMOSF21,NSW1,GENERATOR,1.931356214595135,N>>99L_99D_63
V-S-MNSP1,N-CLDE_99L_C,BHB1,NSW1,BIDIRECTIONAL,1.2892369210263248,N>>99L_99D_63
V-S-MNSP1,N-CLDE_99L_C,YATSF1,VIC1,GENERATOR,1.0,N>>99L_99D_63
V-S-MNSP1,N-CLDE_99L_C,KARSF1,VIC1,GENERATOR,1.0,N>>99L_99D_63
V-S-MNSP1,N-CNLT_07,BROKENH1,NSW1,GENERATOR,-2.9322916666666665,V^^N_CNLT_1
V-S-MNSP1,N-CNLT_07,BHB1,NSW1,BIDIRECTIONAL,-2.9322916666666665,V^^N_CNLT_1
V-S-MNSP1,N-CNLT_07,STWF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_CNLT_1
V-S-MNSP1,N-CNLT_07,LIMOSF21,NSW1,GENERATOR,-2.9322916666666665,V^^N_CNLT_1
V-S-MNSP1,N-CNLT_07,SUNRSF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_CNLT_1
V-S-MNSP1,N-CNLT_07,LIMOSF11,NSW1,GENERATOR,-2.9322916666666665,V^^N_CNLT_1
V-S-MNSP1,N-CNLT_07,CRWASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_CNLT_1
V-S-MNSP1,N-CNLT_07,COLEASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_CNLT_1
V-S-MNSP1,N-CNLT_07,HILLSTN1,NSW1,GENERATOR,-2.8645833333333335,V^^N_CNLT_1
V-S-MNSP1,N-CNLT_07,DARLSF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_CNLT_1
V-S-MNSP1,N-CTMN_4_WG_CLOSE,BROKENH1,NSW1,GENERATOR,-2.9322916666666665,V^^N_CTMN_1
V-S-MNSP1,N-CTMN_4_WG_CLOSE,BHB1,NSW1,BIDIRECTIONAL,-2.9322916666666665,V^^N_CTMN_1
V-S-MNSP1,N-CTMN_4_WG_CLOSE,STWF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_CTMN_1
V-S-MNSP1,N-CTMN_4_WG_CLOSE,LIMOSF21,NSW1,GENERATOR,-2.9322916666666665,V^^N_CTMN_1
V-S-MNSP1,N-CTMN_4_WG_CLOSE,SUNRSF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_CTMN_1
V-S-MNSP1,N-CTMN_4_WG_CLOSE,LIMOSF11,NSW1,GENERATOR,-2.9322916666666665,V^^N_CTMN_1
V-S-MNSP1,N-CTMN_4_WG_CLOSE,CRWASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_CTMN_1
V-S-MNSP1,N-CTMN_4_WG_CLOSE,COLEASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_CTMN_1
V-S-MNSP1,N-CTMN_4_WG_CLOSE,HILLSTN1,NSW1,GENERATOR,-2.8645833333333335,V^^N_CTMN_1
V-S-MNSP1,N-CTMN_4_WG_CLOSE,DARLSF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_CTMN_1
V-S-MNSP1,N-DPWG_63_X5,BROKENH1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DPWG_X5_1
V-S-MNSP1,N-DPWG_63_X5,BHB1,NSW1,BIDIRECTIONAL,-2.9322916666666665,V^^N_DPWG_X5_1
V-S-MNSP1,N-DPWG_63_X5,STWF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DPWG_X5_1
V-S-MNSP1,N-DPWG_63_X5,LIMOSF11,NSW1,GENERATOR,-2.9322916666666665,V^^N_DPWG_X5_1
V-S-MNSP1,N-DPWG_63_X5,LIMOSF21,NSW1,GENERATOR,-2.9322916666666665,V^^N_DPWG_X5_1
V-S-MNSP1,N-DPWG_63_X5,SUNRSF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DPWG_X5_1
V-S-MNSP1,N-DPWG_63_X5,CRWASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DPWG_X5_1
V-S-MNSP1,N-DPWG_63_X5,COLEASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DPWG_X5_1
V-S-MNSP1,N-DPWG_63_X5,HILLSTN1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DPWG_X5_1
V-S-MNSP1,N-DPWG_63_X5,DARLSF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DPWG_X5_1
V-S-MNSP1,N-DTKV_18_WG_CLOSE,BROKENH1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTKV_1
V-S-MNSP1,N-DTKV_18_WG_CLOSE,BHB1,NSW1,BIDIRECTIONAL,-2.9322916666666665,V^^N_DTKV_1
V-S-MNSP1,N-DTKV_18_WG_CLOSE,STWF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTKV_1
V-S-MNSP1,N-DTKV_18_WG_CLOSE,LIMOSF21,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTKV_1
V-S-MNSP1,N-DTKV_18_WG_CLOSE,SUNRSF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTKV_1
V-S-MNSP1,N-DTKV_18_WG_CLOSE,LIMOSF11,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTKV_1
V-S-MNSP1,N-DTKV_18_WG_CLOSE,CRWASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTKV_1
V-S-MNSP1,N-DTKV_18_WG_CLOSE,COLEASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTKV_1
V-S-MNSP1,N-DTKV_18_WG_CLOSE,HILLSTN1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTKV_1
V-S-MNSP1,N-DTKV_18_WG_CLOSE,DARLSF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTKV_1
V-S-MNSP1,N-DTMN_8_15M,BROKENH1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTMN_1
V-S-MNSP1,N-DTMN_8_15M,BHB1,NSW1,BIDIRECTIONAL,-2.9322916666666665,V^^N_DTMN_1
V-S-MNSP1,N-DTMN_8_15M,STWF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTMN_1
V-S-MNSP1,N-DTMN_8_15M,LIMOSF21,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTMN_1
V-S-MNSP1,N-DTMN_8_15M,SUNRSF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTMN_1
V-S-MNSP1,N-DTMN_8_15M,LIMOSF11,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTMN_1
V-S-MNSP1,N-DTMN_8_15M,CRWASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTMN_1
V-S-MNSP1,N-DTMN_8_15M,COLEASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTMN_1
V-S-MNSP1,N-DTMN_8_15M,HILLSTN1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTMN_1
V-S-MNSP1,N-DTMN_8_15M,DARLSF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTMN_1
V-S-MNSP1,N-DTSS_11,BROKENH1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTSS_1
V-S-MNSP1,N-DTSS_11,BHB1,NSW1,BIDIRECTIONAL,-2.9322916666666665,V^^N_DTSS_1
V-S-MNSP1,N-DTSS_11,STWF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTSS_1
V-S-MNSP1,N-DTSS_11,LIMOSF21,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTSS_1
V-S-MNSP1,N-DTSS_11,SUNRSF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTSS_1
V-S-MNSP1,N-DTSS_11,LIMOSF11,NSW1,GENERATOR,-2.9322916666666665,V^^N_DTSS_1
V-S-MNSP1,N-DTSS_11,CRWASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTSS_1
V-S-MNSP1,N-DTSS_11,COLEASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTSS_1
V-S-MNSP1,N-DTSS_11,HILLSTN1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTSS_1
V-S-MNSP1,N-DTSS_11,DARLSF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_DTSS_1
V-S-MNSP1,N-GFYC-99J-C,HILLSTN1,NSW1,GENERATOR,4.62962962962963,N>>99J_99D_63
V-S-MNSP1,N-GFYC-99J-C,RESS1,NSW1,BIDIRECTIONAL,4.62962962962963,N>>99J_99D_63
V-S-MNSP1,N-GFYC-99J-C,RIVNB2,NSW1,BIDIRECTIONAL,4.62962962962963,N>>99J_99D_63
V-S-MNSP1,N-GFYC-99J-C,DPNTB1,NSW1,BIDIRECTIONAL,4.62962962962963,N>>99J_99D_63
V-S-MNSP1,N-GFYC-99J-C,COLEASF1,NSW1,GENERATOR,4.412037037037037,N>>99J_99D_63
V-S-MNSP1,N-GFYC-99J-C,LIMBESS1,NSW1,BIDIRECTIONAL,2.4027777777777777,N>>99J_99D_63
V-S-MNSP1,N-GFYC-99J-C,LIMOSF21,NSW1,GENERATOR,2.4027777777777777,N>>99J_99D_63
V-S-MNSP1,N-GFYC-99J-C,AVLSF1,NSW1,GENERATOR,-1.8981481481481481,N>>99J_99D_63
V-S-MNSP1,N-GFYC-99J-C,BHB1,NSW1,BIDIRECTIONAL,1.3842592592592593,N>>99J_99D_63
V-S-MNSP1,N-GFYC-99J-C,FINLYSF1,NSW1,GENERATOR,1.1712962962962963,N>>99J_99D_63
V-S-MNSP1,N-JNWG_RADIAL,BROKENH1,NSW1,GENERATOR,-2.9322916666666665,V^^N_JNWG_1
V-S-MNSP1,N-JNWG_RADIAL,BHB1,NSW1,BIDIRECTIONAL,-2.9322916666666665,V^^N_JNWG_1
V-S-MNSP1,N-JNWG_RADIAL,STWF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_JNWG_1
V-S-MNSP1,N-JNWG_RADIAL,LIMOSF11,NSW1,GENERATOR,-2.9322916666666665,V^^N_BADP_1
V-S-MNSP1,N-JNWG_RADIAL,LIMOSF21,NSW1,GENERATOR,-2.9322916666666665,V^^N_JNWG_1
V-S-MNSP1,N-JNWG_RADIAL,SUNRSF1,NSW1,GENERATOR,-2.9322916666666665,V^^N_JNWG_1
V-S-MNSP1,N-JNWG_RADIAL,CRWASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_JNWG_1
V-S-MNSP1,N-JNWG_RADIAL,FINLYSF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_JNWG_1
V-S-MNSP1,N-JNWG_RADIAL,WYASF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_JNWG_1
V-S-MNSP1,N-JNWG_RADIAL,WAGGNSF1,NSW1,GENERATOR,-2.8645833333333335,V^^N_JNWG_1
V-S-MNSP1,N-LTUT_64_15M,GUTHEGA,NSW1,GENERATOR,-6.329113924050633,N>>V_64_66_NIL_S
V-S-MNSP1,N-LTUT_64_15M,UPPTUMUT,NSW1,GENERATOR,-3.6455696202531644,N>>V_64_66_NIL_S
V-S-MNSP1,N-LTUT_64_15M,BROKENH1,NSW1,GENERATOR,-3.430379746835443,N>>V_64_66_NIL_S
