source,target,direction,GENCONSETID,effect_capacity,ci_lo,ci_hi
Murraylink,Heywood,forward,V-DDSM,-1.2261333333333369,-84.32669333333325,89.85254666666668
VNI,Heywood,reverse,V-DDSM,19.150086666666652,-137.16805729166663,170.18917999999996
Murraylink,Heywood,reverse,V-DDSM,19.150086666666652,-137.16805729166663,170.18917999999996
Directlink,Murraylink,forward,N-96L_96R_CB4102,0.5832283333333521,-6.556784374999998,7.946590000000004
Directlink,Murraylink,reverse,N-96L_96R_CB4102,0.0,-7.349071208333341,6.729981666666674
QNI,Murraylink,forward,N-ARDM_8C,-1.6029133333333192,-6.599160916666669,0.9515116666666756
QNI,Murraylink,reverse,N-ARDM_8C,1.3333333333333357,-1.5210520416666544,7.233870104166667
QNI,Murraylink,forward,N-ARSR_8E,0.0,-6.320638333333335,6.458365000000015
QNI,Murraylink,reverse,N-ARSR_8E,2.3671816666666814,-2.5766611666666677,9.839924166666663
QNI,Murraylink,forward,N-ARTW_86,0.8950850000000088,-2.9228173750000024,5.012275499999995
Directlink,Murraylink,forward,N-ARTW_86,0.8950850000000088,-2.9228173750000024,5.012275499999995
QNI,Murraylink,reverse,N-ARTW_86,-0.25,-7.941913562500007,5.812954374999987
Directlink,Murraylink,reverse,N-ARTW_86,-0.25,-7.941913562500007,5.812954374999987
QNI,Murraylink,forward,N-AVMA_17,-14.736677500000013,-30.83916475000001,-6.0
Directlink,Murraylink,forward,N-AVMA_17,-14.736677500000013,-30.83916475000001,-6.0
VNI,Murraylink,forward,N-AVMA_17,-14.736677500000013,-30.83916475000001,-6.0
QNI,Murraylink,reverse,N-AVMA_17,9.773401249999992,3.0,18.372749999999996
Directlink,Murraylink,reverse,N-AVMA_17,9.773401249999992,3.0,18.372749999999996
VNI,Murraylink,reverse,N-AVMA_17,9.773401249999992,3.0,18.372749999999996
QNI,Murraylink,forward,N-CHKS_ONE,7.149564999999988,-8.024999999999999,22.5
Directlink,Murraylink,forward,N-CHKS_ONE,7.149564999999988,-8.024999999999999,22.5
QNI,Murraylink,reverse,N-CHKS_ONE,5.576244166666665,-27.506474166666663,46.4478297916666
Directlink,Murraylink,reverse,N-CHKS_ONE,5.576244166666665,-27.506474166666663,46.4478297916666
QNI,Murraylink,forward,N-DMSR_8J,-8.069624999999995,-23.401041500000023,0.051050250000000276
QNI,Murraylink,reverse,N-DMSR_8J,3.0,-12.36488,16.835293208333333
QNI,Murraylink,reverse,N-LDTM_82,-2.6666666666666643,-17.12254954166667,6.538439124999988
Directlink,Murraylink,reverse,N-LDTM_82,-2.6666666666666643,-17.12254954166667,6.538439124999988
QNI,Murraylink,forward,N-LDTW_84,5.530346666666674,-0.03191499999999792,12.69125333333335
Directlink,Murraylink,forward,N-LDTW_84,5.530346666666674,-0.03191499999999792,12.69125333333335
Basslink,Murraylink,forward,N-LDTW_84,5.530346666666674,-0.03191499999999792,12.69125333333335
QNI,Murraylink,reverse,N-LDTW_84,-5.568043333333325,-22.113585,4.252628666666671
Directlink,Murraylink,reverse,N-LDTW_84,-5.568043333333325,-22.113585,4.252628666666671
Basslink,Murraylink,reverse,N-LDTW_84,-5.568043333333325,-22.113585,4.252628666666671
QNI,Murraylink,forward,N-TWUL_85,-0.04573333333334517,-4.849448333333331,8.087175000000002
Directlink,Murraylink,forward,N-TWUL_85,-0.04573333333334517,-4.849448333333331,8.087175000000002
Basslink,Murraylink,forward,N-TWUL_85,-0.04573333333334517,-4.849448333333331,8.087175000000002
VNI,Murraylink,forward,N-WAGGA_330_BUSA,-49.16827833333333,-97.60632583333333,2.1492450000000005
VNI,Murraylink,reverse,N-WAGGA_330_BUSA,20.083333333333332,6.916666666666657,37.06959166666667
QNI,Murraylink,forward,N-X_8E+DM+TW+LS_SVC,0.7268666666666661,-14.705209999999994,3.6031466666666745
QNI,Murraylink,reverse,N-X_8E+DM+TW+LS_SVC,-0.7268649999999752,-3.6031441666666524,96.15507166666666
Directlink,Murraylink,forward,N-X_9U6_9G2,63.84673916666666,26.28162999999998,123.58414166666667
Directlink,Murraylink,forward,N-X_ARKK_CH_CB892A,-18.840480000000003,-78.23881666666666,2.5321583333333137
Directlink,Murraylink,reverse,N-X_ARKK_CH_CB892A,8.666666666666671,-6.000006666666667,41.83333333333333
QNI,Murraylink,reverse,N-X_LPSS_MPWW,-13.666666666666664,-35.49999833333333,15.645840000000003
Directlink,Murraylink,reverse,N-X_LPSS_MPWW,-13.666666666666664,-35.49999833333333,15.645840000000003
VNI,Murraylink,reverse,N-X_LPSS_MPWW,-13.666666666666664,-35.49999833333333,15.645840000000003
QNI,Murraylink,forward,Q-BKBM,6.761591666666675,0.018831374999979503,13.913987374999984
Directlink,Murraylink,forward,Q-BKBM,6.761591666666675,0.018831374999979503,13.913987374999984
Directlink,Murraylink,reverse,Q-GBMU_835_836,0.0,-6.504166625,5.009267541666643
QNI,Murraylink,forward,Q-RGLC_8875,0.0,-4.772076666666635,0.0
Directlink,Murraylink,forward,Q-RGLC_8875,0.0,-4.772076666666635,0.0
QNI,Murraylink,reverse,Q-X_BRHA_TWO,-15.092298333333328,-58.072081666666676,6.699802666666666
Basslink,Murraylink,reverse,Q-X_BRHA_TWO,-15.092298333333328,-58.072081666666676,6.699802666666666
QNI,Murraylink,forward,Q-X_HACL_HATR,8.411843333333323,-9.003742041666667,30.078384999999997
QNI,Murraylink,reverse,Q-X_HACL_HATR,-3.708333333333333,-24.609924999999997,15.166666666666664
QNI,Murraylink,forward,Q-X_HATR_TWO,-2.9743799999999965,-10.355617124999991,7.284394999999989
QNI,Murraylink,reverse,Q-X_HATR_TWO,3.5892966666666837,-6.526811666666674,12.27838
QNI,Murraylink,forward,Q-X_MRGB_MRGB,-12.333331666666668,-50.31063,-0.2756566666666913
QNI,Murraylink,reverse,Q-X_MRGB_MRGB,18.320376666666675,2.3333333333333357,109.425795
Heywood,Murraylink,forward,S-KNPW,0.0,-61.83067270833333,11.744789999999995
Heywood,Murraylink,reverse,S-KNPW,18.416666666666668,0.0,55.33333333333334
Heywood,Murraylink,forward,S-SECB6611_10,0.0,-4.335823791666661,3.4258624374999664
Heywood,Murraylink,reverse,S-SECB6611_10,0.0,-4.9132966666666675,11.362641479166674
Heywood,Murraylink,reverse,S-SE_1CP,1.475833333333327,-9.833333333333329,14.779153749999944
Heywood,Murraylink,forward,S-SE_VC1,-0.7553162499999901,-12.0,7.700590000000034
Heywood,Murraylink,reverse,S-SE_VC1,-8.907689166666668,-23.230703333333334,-0.6881500000000074
Heywood,Murraylink,forward,S-TB275_E_BUS,1.9182816666666511,-4.338158333333354,26.19694754166665
Heywood,Murraylink,forward,S-TB275_W_BUS,1.84387416666668,-3.1868133333333333,8.156244208333366
Heywood,Murraylink,forward,S-TB275_W_BUS_BC-2CP,4.008536666666668,-8.49507083333333,26.244681666666693
Heywood,Murraylink,reverse,S-TB275_W_BUS_BC-2CP,5.5,-36.83382145833334,30.835668333333334
Heywood,Murraylink,forward,S-TBTU,25.333333333333336,10.61777166666667,46.50563745833333
Heywood,Murraylink,reverse,S-TBTU,-5.636646666666671,-19.672950000000007,5.2659657916666704
Heywood,Murraylink,reverse,S-TB_CB6536,-5.538330000000002,-25.427288333333337,4.780796666666674
Heywood,Murraylink,reverse,S-TB_CB6596,-11.871341666666694,-29.00984,0.0
Heywood,Murraylink,forward,S-X_MGTI+PATI,5.380942499999989,-6.693391666666685,16.176853333333327
Heywood,Murraylink,reverse,S-X_MGTI+PATI,-4.3954124999999955,-28.200105,34.486551666666664
VNI,Basslink,forward,I-BURC,18.64419833333333,0.0,61.76533500000001
Murraylink,Basslink,forward,I-BURC,18.64419833333333,0.0,61.76533500000001
VNI,Basslink,reverse,I-BURC,-4.331194583333314,-57.048991666666694,6.213126624999978
Murraylink,Basslink,reverse,I-BURC,-4.331194583333314,-57.048991666666694,6.213126624999978
Murraylink,Basslink,forward,I-BURC_X1,0.0,-0.3670459999999728,7.9027966666666885
Murraylink,Basslink,reverse,I-BURC_X1,-11.652495000000016,-23.165738333333337,0.0
VNI,Basslink,forward,I-HYSE,3.0,-16.290266666666696,37.180630416666645
Heywood,Basslink,forward,I-HYSE,3.0,-16.290266666666696,37.180630416666645
Murraylink,Basslink,forward,I-HYSE,3.0,-16.290266666666696,37.180630416666645
VNI,Basslink,reverse,I-HYSE,-19.46800916666666,-47.668727374999996,11.558083833333326
Heywood,Basslink,reverse,I-HYSE,-19.46800916666666,-47.668727374999996,11.558083833333326
Murraylink,Basslink,reverse,I-HYSE,-19.46800916666666,-47.668727374999996,11.558083833333326
Murraylink,Basslink,forward,I-SVML_044,0.0,-20.000013333333328,8.579026666666664
Murraylink,Basslink,reverse,I-SVML_044,0.0,-10.690654999999992,23.406004166666662
Murraylink,Basslink,forward,I-SVML_088,7.4091299999999904,0.0,125.58300833333337
Murraylink,Basslink,reverse,I-SVML_088,-15.193772499999994,-87.82362525,0.0
Murraylink,Basslink,forward,I-SVML_132,0.0,-42.448228333333304,38.03320333333335
Murraylink,Basslink,reverse,I-SVML_132,0.0,-62.5,51.898480499999785
Murraylink,Basslink,forward,I-VSML_044,0.0,-20.000013333333328,8.579026666666664
Murraylink,Basslink,reverse,I-VSML_044,0.0,-10.690654999999992,23.406004166666662
Murraylink,Basslink,forward,I-VSML_088,7.4091299999999904,0.0,125.58300833333337
Murraylink,Basslink,reverse,I-VSML_088,-15.193772499999994,-87.82362525,0.0
Murraylink,Basslink,forward,I-VSML_132,0.0,-42.448228333333304,38.03320333333335
Murraylink,Basslink,reverse,I-VSML_132,0.0,-62.5,51.898480499999785
Murraylink,Basslink,forward,I-VSML_176,0.0,-20.40552195833332,77.01230166666664
Murraylink,Basslink,reverse,I-VSML_176,-11.766926666666677,-52.89547000000002,10.462714999999946
VNI,Basslink,forward,I-X_BDBU+HYSE,-167.79088833333333,-208.60081333333335,-131.04733833333333
Heywood,Basslink,forward,I-X_BDBU+HYSE,-167.79088833333333,-208.60081333333335,-131.04733833333333
Murraylink,Basslink,forward,I-X_BDBU+HYSE,-167.79088833333333,-208.60081333333335,-131.04733833333333
VNI,Basslink,reverse,I-X_BDBU+HYSE,157.78333333333336,123.98711000000003,219.12644
Heywood,Basslink,reverse,I-X_BDBU+HYSE,157.78333333333336,123.98711000000003,219.12644
Murraylink,Basslink,reverse,I-X_BDBU+HYSE,157.78333333333336,123.98711000000003,219.12644
Directlink,Basslink,forward,N-96L_96R_CB4102,0.0,0.0,13.991538333333324
Directlink,Basslink,reverse,N-96L_96R_CB4102,-5.43327000000005,-24.016703874999997,0.0
QNI,Basslink,forward,N-ARDM_8C,0.0,0.0,0.0
QNI,Basslink,reverse,N-ARDM_8C,0.0,0.0,0.0
QNI,Basslink,forward,N-ARSR_8E,0.0,0.0,0.0
QNI,Basslink,reverse,N-ARSR_8E,0.0,0.0,8.511048625000017
QNI,Basslink,forward,N-ARTW_86,9.291176666666672,-3.853551666666675,34.12263333333334
Directlink,Basslink,forward,N-ARTW_86,9.291176666666672,-3.853551666666675,34.12263333333334
QNI,Basslink,reverse,N-ARTW_86,-6.064128333333372,-33.77676833333328,9.005423916666647
Directlink,Basslink,reverse,N-ARTW_86,-6.064128333333372,-33.77676833333328,9.005423916666647
QNI,Basslink,forward,N-AVMA_17,4.0750016666666795,-3.3921960416666836,22.500006666666707
Directlink,Basslink,forward,N-AVMA_17,4.0750016666666795,-3.3921960416666836,22.500006666666707
VNI,Basslink,forward,N-AVMA_17,4.0750016666666795,-3.3921960416666836,22.500006666666707
QNI,Basslink,reverse,N-AVMA_17,-5.866066666666711,-31.630203333333384,5.0893454166666405
Directlink,Basslink,reverse,N-AVMA_17,-5.866066666666711,-31.630203333333384,5.0893454166666405
VNI,Basslink,reverse,N-AVMA_17,-5.866066666666711,-31.630203333333384,5.0893454166666405
VNI,Basslink,forward,N-BABU,0.0,-5.37618787499998,20.11653666666666
Heywood,Basslink,forward,N-BABU,0.0,-5.37618787499998,20.11653666666666
Murraylink,Basslink,forward,N-BABU,0.0,-5.37618787499998,20.11653666666666
VNI,Basslink,reverse,N-BABU,0.0,-19.15833054166671,0.8670325000001071
Heywood,Basslink,reverse,N-BABU,0.0,-19.15833054166671,0.8670325000001071
Murraylink,Basslink,reverse,N-BABU,0.0,-19.15833054166671,0.8670325000001071
VNI,Basslink,forward,N-BADP,20.633333333333326,0.0,79.57511166666667
Murraylink,Basslink,forward,N-BADP,20.633333333333326,0.0,79.57511166666667
VNI,Basslink,reverse,N-BADP,-35.27806000000004,-100.68023666666667,0.0
Murraylink,Basslink,reverse,N-BADP,-35.27806000000004,-100.68023666666667,0.0
QNI,Basslink,forward,N-CHKS_ONE,3.0,0.0,17.61094666666665
Directlink,Basslink,forward,N-CHKS_ONE,3.0,0.0,17.61094666666665
QNI,Basslink,reverse,N-CHKS_ONE,-15.2498383333334,-26.855691666666672,4.934406666666689
Directlink,Basslink,reverse,N-CHKS_ONE,-15.2498383333334,-26.855691666666672,4.934406666666689
Murraylink,Basslink,forward,N-CLDE_99L_C,0.0,-11.002209999999991,0.0
Murraylink,Basslink,reverse,N-CLDE_99L_C,0.0,0.0,16.97954999999999
VNI,Basslink,forward,N-CTMN_4_WG_CLOSE,15.075000833333348,4.466665000000006,27.179011250000016
Murraylink,Basslink,forward,N-CTMN_4_WG_CLOSE,15.075000833333348,4.466665000000006,27.179011250000016
VNI,Basslink,reverse,N-CTMN_4_WG_CLOSE,-20.975286666666676,-34.39296914583338,-7.81682912499997
Murraylink,Basslink,reverse,N-CTMN_4_WG_CLOSE,-20.975286666666676,-34.39296914583338,-7.81682912499997
VNI,Basslink,forward,N-CTYS_3L_WG_CLOSE,3.546421666666646,-1.7345149999999718,9.96914325000002
Murraylink,Basslink,forward,N-CTYS_3L_WG_CLOSE,3.546421666666646,-1.7345149999999718,9.96914325000002
VNI,Basslink,reverse,N-CTYS_3L_WG_CLOSE,-9.55327166666666,-17.292892249999987,0.7275733333333392
Murraylink,Basslink,reverse,N-CTYS_3L_WG_CLOSE,-9.55327166666666,-17.292892249999987,0.7275733333333392
QNI,Basslink,forward,N-DMSR_8J,0.0,0.0,0.0
QNI,Basslink,reverse,N-DMSR_8J,0.0,0.0,4.740123333333315
VNI,Basslink,forward,N-DPWG_63_X5,0.0,-9.693751624999972,20.116666666666674
Murraylink,Basslink,forward,N-DPWG_63_X5,0.0,-9.693751624999972,20.116666666666674
VNI,Basslink,forward,N-DTKV_18_WG_CLOSE,59.27047958333334,-8.578821666666641,92.85086666666669
Murraylink,Basslink,forward,N-DTKV_18_WG_CLOSE,59.27047958333334,-8.578821666666641,92.85086666666669
VNI,Basslink,reverse,N-DTKV_18_WG_CLOSE,-83.17638958333328,-120.24005166666666,-11.80313833333335
Murraylink,Basslink,reverse,N-DTKV_18_WG_CLOSE,-83.17638958333328,-120.24005166666666,-11.80313833333335
QNI,Basslink,forward,N-DTMN_8_15M,-4.466663333333344,-30.43896025000001,0.0
Directlink,Basslink,forward,N-DTMN_8_15M,-4.466663333333344,-30.43896025000001,0.0
VNI,Basslink,forward,N-DTMN_8_15M,-4.466663333333344,-30.43896025000001,0.0
Murraylink,Basslink,forward,N-DTMN_8_15M,-4.466663333333344,-30.43896025000001,0.0
QNI,Basslink,reverse,N-DTMN_8_15M,0.0,-10.828043249999965,20.83333333333333
Directlink,Basslink,reverse,N-DTMN_8_15M,0.0,-10.828043249999965,20.83333333333333
VNI,Basslink,reverse,N-DTMN_8_15M,0.0,-10.828043249999965,20.83333333333333
Murraylink,Basslink,reverse,N-DTMN_8_15M,0.0,-10.828043249999965,20.83333333333333
QNI,Basslink,forward,N-DTSS_11,-2.935676666666609,-33.76666666666668,0.0
VNI,Basslink,forward,N-DTSS_11,-2.935676666666609,-33.76666666666668,0.0
Murraylink,Basslink,forward,N-DTSS_11,-2.935676666666609,-33.76666666666668,0.0
QNI,Basslink,reverse,N-DTSS_11,13.673421666666655,0.0,53.06519250000002
VNI,Basslink,reverse,N-DTSS_11,13.673421666666655,0.0,53.06519250000002
Murraylink,Basslink,reverse,N-DTSS_11,13.673421666666655,0.0,53.06519250000002
Murraylink,Basslink,forward,N-GFYC-99J-C,-6.874996666666675,-17.208707979166668,2.137921833333364
Murraylink,Basslink,reverse,N-GFYC-99J-C,4.841918333333325,-5.262185000000045,16.395333333333326
VNI,Basslink,forward,N-KVCW_3W_WG_CLOSE,4.266661666666664,0.0,32.07551999999998
Murraylink,Basslink,forward,N-KVCW_3W_WG_CLOSE,4.266661666666664,0.0,32.07551999999998
VNI,Basslink,reverse,N-KVCW_3W_WG_CLOSE,-7.185320000000047,-28.84206499999999,2.418744708333344
Murraylink,Basslink,reverse,N-KVCW_3W_WG_CLOSE,-7.185320000000047,-28.84206499999999,2.418744708333344
QNI,Basslink,forward,N-LDTM_82,0.0,-0.1033397916666713,3.0
Directlink,Basslink,forward,N-LDTM_82,0.0,-0.1033397916666713,3.0
QNI,Basslink,reverse,N-LDTM_82,-0.0001,-16.720447125000025,9.38472283333339
Directlink,Basslink,reverse,N-LDTM_82,-0.0001,-16.720447125000025,9.38472283333339
VNI,Basslink,forward,N-LTUT_64_15M,0.0,-4.575169395833313,3.9622120833333003
Murraylink,Basslink,forward,N-LTUT_64_15M,0.0,-4.575169395833313,3.9622120833333003
VNI,Basslink,reverse,N-LTUT_64_15M,0.0,-12.199996666666664,3.455496666666704
Murraylink,Basslink,reverse,N-LTUT_64_15M,0.0,-12.199996666666664,3.455496666666704
QNI,Basslink,forward,N-MPWW_ONE,-12.697662499999993,-36.64888589583337,0.0
VNI,Basslink,forward,N-MPWW_ONE,-12.697662499999993,-36.64888589583337,0.0
QNI,Basslink,reverse,N-MPWW_ONE,12.460702499999968,-1.5695116666666564,40.86823875
VNI,Basslink,reverse,N-MPWW_ONE,12.460702499999968,-1.5695116666666564,40.86823875
VNI,Basslink,forward,N-WAGGA_330_BUSA,0.0,0.0,40.94986999999999
VNI,Basslink,reverse,N-WAGGA_330_BUSA,0.0,-59.32869691666665,0.0
VNI,Basslink,forward,N-WAGGA_330_BUSB,-2.9211150000000004,-42.32494579166667,30.534119249999947
VNI,Basslink,reverse,N-WAGGA_330_BUSB,6.521841666666646,-32.73345166666667,54.91872487499998
QNI,Basslink,forward,N-X_8E+DM+TW+LS_SVC,25.87499916666664,10.766660000000002,50.48333666666667
QNI,Basslink,reverse,N-X_8E+DM+TW+LS_SVC,-41.56370500000003,-75.88582999999994,-29.954893333333303
Directlink,Basslink,forward,N-X_9U6_9G2,-165.5,-265.29693,34.534069999999986
Directlink,Basslink,reverse,N-X_9U6_9G2,184.62928333333335,-17.072693333333405,253.26706833333333
Directlink,Basslink,forward,N-X_ARKK_CH_CB892A,0.0,-6.571976666666615,39.370346666666705
QNI,Basslink,forward,N-X_AVMA_SSWW,10.783334999999965,-4.227065333333343,76.56217112499994
Directlink,Basslink,forward,N-X_AVMA_SSWW,10.783334999999965,-4.227065333333343,76.56217112499994
VNI,Basslink,forward,N-X_AVMA_SSWW,10.783334999999965,-4.227065333333343,76.56217112499994
QNI,Basslink,reverse,N-X_AVMA_SSWW,-21.850009999999997,-118.31007500000001,15.582729333333242
Directlink,Basslink,reverse,N-X_AVMA_SSWW,-21.850009999999997,-118.31007500000001,15.582729333333242
VNI,Basslink,reverse,N-X_AVMA_SSWW,-21.850009999999997,-118.31007500000001,15.582729333333242
QNI,Basslink,forward,Q-BKBM,0.0,0.0,0.051727333333270814
Directlink,Basslink,forward,Q-BKBM,0.0,0.0,0.051727333333270814
QNI,Basslink,reverse,Q-BKBM,0.0,-10.909064354166661,0.0
Directlink,Basslink,reverse,Q-BKBM,0.0,-10.909064354166661,0.0
QNI,Basslink,forward,Q-CPWO_813/1,0.0,0.0,0.0
QNI,Basslink,reverse,Q-CPWO_813/1,0.0,0.0,0.0
Directlink,Basslink,forward,Q-GBMU_835_836,0.0,0.0,13.02268487500002
Directlink,Basslink,reverse,Q-GBMU_835_836,-8.498595000000023,-28.416560000000004,0.0
QNI,Basslink,forward,Q-LCCP_8859,-32.619670416666686,-117.26757333333333,0.0
Directlink,Basslink,forward,Q-LCCP_8859,-32.619670416666686,-117.26757333333333,0.0
QNI,Basslink,reverse,Q-LCCP_8859,23.591253333333327,0.0,70.1172933333333
Directlink,Basslink,reverse,Q-LCCP_8859,23.591253333333327,0.0,70.1172933333333
QNI,Basslink,forward,Q-RGLC_8875,0.0,0.0,20.83333333333333
Directlink,Basslink,forward,Q-RGLC_8875,0.0,0.0,20.83333333333333
QNI,Basslink,reverse,Q-RGLC_8875,0.0,-21.710728333333407,15.483935624999988
Directlink,Basslink,reverse,Q-RGLC_8875,0.0,-21.710728333333407,15.483935624999988
QNI,Basslink,forward,Q-X_HACL_HATR,5.974061666666671,-11.399996666666652,24.616666666666674
QNI,Basslink,reverse,Q-X_HACL_HATR,-5.70192000000003,-41.694978625000005,14.25885333333332
QNI,Basslink,forward,Q-X_HATR_TWO,31.545836666666673,7.091033333333343,63.06998058333335
QNI,Basslink,reverse,Q-X_HATR_TWO,-38.72063750000001,-69.81130166666665,-11.23729000000003
QNI,Basslink,forward,Q-X_MRGB_MRGB,-20.83333333333333,-32.999994166666625,4.883325833333316
Heywood,Basslink,forward,S-BGDV,28.04999333333336,0.0,60.250011666666694
Murraylink,Basslink,forward,S-BGDV,28.04999333333336,0.0,60.250011666666694
Heywood,Basslink,reverse,S-BGDV,-43.13482166666668,-67.4462916666667,0.0
Murraylink,Basslink,reverse,S-BGDV,-43.13482166666668,-67.4462916666667,0.0
Heywood,Basslink,forward,S-KNPW,0.0,-29.999995000000013,37.88898833333332
Heywood,Basslink,reverse,S-KNPW,0.0,-52.42364833333333,35.5479416666667
Heywood,Basslink,forward,S-PA_VC1,0.0,0.0,20.16674333333333
Murraylink,Basslink,forward,S-PA_VC1,0.0,0.0,20.16674333333333
Heywood,Basslink,reverse,S-PA_VC1,-4.586155833333322,-30.594212750000068,0.0
Murraylink,Basslink,reverse,S-PA_VC1,-4.586155833333322,-30.594212750000068,0.0
Heywood,Basslink,forward,S-RBTU,0.0,0.0,4.793745041666667
Murraylink,Basslink,forward,S-RBTU,0.0,0.0,4.793745041666667
Heywood,Basslink,reverse,S-RBTU,0.0,-10.70789666666667,4.789604999999966
Murraylink,Basslink,reverse,S-RBTU,0.0,-10.70789666666667,4.789604999999966
Heywood,Basslink,forward,S-SECB6611_10,0.0,0.0,0.0
Heywood,Basslink,reverse,S-SECB6611_10,0.0,-7.439877250000008,2.520711416666654
Heywood,Basslink,forward,S-SE_1CP,-12.816664999999972,-29.051583333333326,-1.4120085416666512
Heywood,Basslink,reverse,S-SE_1CP,6.386681666666675,-3.980751666666663,25.95980116666666
Heywood,Basslink,forward,S-SE_VC1,0.0,-15.009216666666674,0.0
Heywood,Basslink,reverse,S-SE_VC1,0.0,-3.2524033333333477,14.57343949999997
Heywood,Basslink,forward,S-TB275_E_BUS,0.0,0.0,18.18399166666667
Heywood,Basslink,reverse,S-TB275_E_BUS,0.0,-19.062228333333337,0.0
Heywood,Basslink,forward,S-TB275_W_BUS,0.0,-24.836287375000023,0.0
Heywood,Basslink,reverse,S-TB275_W_BUS,0.0,-17.969260979166723,16.967290833333276
Heywood,Basslink,forward,S-TB275_W_BUS_BC-2CP,0.0,-99.17914666666665,91.43456833333335
Heywood,Basslink,reverse,S-TB275_W_BUS_BC-2CP,11.808060833333343,-180.954035,108.18651
Heywood,Basslink,forward,S-TBTU,0.0,0.0,13.998306166666652
Heywood,Basslink,reverse,S-TBTU,-9.670359166666657,-30.727859999999993,0.0
Heywood,Basslink,forward,S-TB_CB6536,-10.410597500000023,-19.516764999999992,0.0
Heywood,Basslink,reverse,S-TB_CB6536,5.687618333333319,-3.975810000000024,21.501068166666652
Heywood,Basslink,forward,S-TB_CB6596,0.0,0.0,36.794049541666645
Heywood,Basslink,reverse,S-TB_CB6596,0.0,-37.22523679166664,17.38469833333329
Heywood,Basslink,forward,S-WE_MWP4,-10.151198333333355,-21.35251149999999,-0.9138916666666774
Murraylink,Basslink,forward,S-WE_MWP4,-10.151198333333355,-21.35251149999999,-0.9138916666666774
Heywood,Basslink,reverse,S-WE_MWP4,14.030961666666656,0.26057260416668854,30.315178333333392
Murraylink,Basslink,reverse,S-WE_MWP4,14.030961666666656,0.26057260416668854,30.315178333333392
Heywood,Basslink,forward,S-X_BRMN_RBTU,0.0,0.0,0.0
Murraylink,Basslink,forward,S-X_BRMN_RBTU,0.0,0.0,0.0
Heywood,Basslink,reverse,S-X_BRMN_RBTU,0.0,-6.287751666666622,3.6317372083333437
Murraylink,Basslink,reverse,S-X_BRMN_RBTU,0.0,-6.287751666666622,3.6317372083333437
Heywood,Basslink,forward,S-X_MGTI+PATI,12.49539333333334,2.1500050000000215,27.52081166666659
Heywood,Basslink,reverse,S-X_MGTI+PATI,-2.8231666666666513,-20.606126666666626,7.312240916666648
VNI,Basslink,forward,V-ARCW,60.982536666666675,0.0,85.35228000000002
Heywood,Basslink,forward,V-ARCW,60.982536666666675,0.0,85.35228000000002
Murraylink,Basslink,forward,V-ARCW,60.982536666666675,0.0,85.35228000000002
VNI,Basslink,reverse,V-ARCW,-93.50034416666668,-119.08725333333336,0.0
Heywood,Basslink,reverse,V-ARCW,-93.50034416666668,-119.08725333333336,0.0
Murraylink,Basslink,reverse,V-ARCW,-93.50034416666668,-119.08725333333336,0.0
VNI,Basslink,forward,V-AR_WB_BA,2.144087500000012,0.0,40.23307333333332
Heywood,Basslink,forward,V-AR_WB_BA,2.144087500000012,0.0,40.23307333333332
Murraylink,Basslink,forward,V-AR_WB_BA,2.144087500000012,0.0,40.23307333333332
VNI,Basslink,reverse,V-AR_WB_BA,-3.3888008333333204,-51.601115791666665,0.0
Heywood,Basslink,reverse,V-AR_WB_BA,-3.3888008333333204,-51.601115791666665,0.0
Murraylink,Basslink,reverse,V-AR_WB_BA,-3.3888008333333204,-51.601115791666665,0.0
VNI,Basslink,forward,V-BAML1_15M,-4.699993333333339,-27.81887833333333,0.0
Heywood,Basslink,forward,V-BAML1_15M,-4.699993333333339,-27.81887833333333,0.0
Murraylink,Basslink,forward,V-BAML1_15M,-4.699993333333339,-27.81887833333333,0.0
VNI,Basslink,reverse,V-BAML1_15M,20.72307833333332,0.0,42.98583333333332
Heywood,Basslink,reverse,V-BAML1_15M,20.72307833333332,0.0,42.98583333333332
Murraylink,Basslink,reverse,V-BAML1_15M,20.72307833333332,0.0,42.98583333333332
VNI,Basslink,forward,V-DDSM,0.8969741666666664,-25.92003083333333,54.04090333333332
Murraylink,Basslink,forward,V-DDSM,0.8969741666666664,-25.92003083333333,54.04090333333332
VNI,Basslink,reverse,V-DDSM,0.0,-78.05387370833336,29.36650483333326
Murraylink,Basslink,reverse,V-DDSM,0.0,-78.05387370833336,29.36650483333326
VNI,Basslink,forward,V-KMRC,-3.435703333333322,-11.63333,7.9356350000000475
Heywood,Basslink,forward,V-KMRC,-3.435703333333322,-11.63333,7.9356350000000475
Murraylink,Basslink,forward,V-KMRC,-3.435703333333322,-11.63333,7.9356350000000475
VNI,Basslink,reverse,V-KMRC,0.0,-20.08882833333331,11.860544166666614
Heywood,Basslink,reverse,V-KMRC,0.0,-20.08882833333331,11.860544166666614
Murraylink,Basslink,reverse,V-KMRC,0.0,-20.08882833333331,11.860544166666614
VNI,Basslink,reverse,V-MRKM,-4.475783333333311,-42.79017320833334,14.349093333333371
Heywood,Basslink,reverse,V-MRKM,-4.475783333333311,-42.79017320833334,14.349093333333371
Murraylink,Basslink,reverse,V-MRKM,-4.475783333333311,-42.79017320833334,14.349093333333371
