time,REGIONID,coal_target_mw,coal_initial_mw,coal_available_mw,online_units_proxy,not_generating_units_proxy,unknown_units,observed_units,online_registered_mw_proxy,not_generating_registered_mw_proxy,capacity_covered_units,expected_units,missing_units,not_generating_is_not_verified_outage
2024-09-04 19:35:00,VIC1,3844.14557,3837.9636,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 19:40:00,NSW1,6034.6134,5985.48334,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 19:40:00,VIC1,3770.93518,3852.84936,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 19:45:00,NSW1,5977.75293,6027.06112,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 19:45:00,VIC1,3744.47983,3780.98102,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 19:50:00,NSW1,5904.22552,5994.4679,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 19:50:00,VIC1,3815.4469,3763.65757,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 19:55:00,NSW1,5852.87371,5932.43026,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 19:55:00,VIC1,3845.0,3857.44241,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:00:00,NSW1,5779.37352,5835.2362,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 20:00:00,VIC1,3845.0,3825.35031,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:05:00,NSW1,5705.43425,5771.4896499999995,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
2024-09-04 20:05:00,VIC1,3845.0,3842.06582,4471.0,9,1,0,10,4330.0,360.0,10,10,0,True
2024-09-04 20:10:00,NSW1,5632.51506,5680.44811,6570.0,10,2,0,12,6850.0,1420.0,12,12,0,True
