DUID,contribution_rows,total_abs_impact_mw_observations,mean_abs_bound_impact_mw,p95_abs_bound_impact_mw,total_tightening_mw_observations,total_relief_mw_observations,contraction_contribution_rows,reversal_contribution_rows,forced_contribution_rows,contraction_onsets,forced_onsets,active_months,active_constraint_versions,limit_move_spearman,flow_move_spearman,top_contributor_intervals,equation_versions,factor_min,factor_max,sensitivity_min,sensitivity_mean,sensitivity_max,sensitivity_abs_max,overall_rank,contraction_rank,reversal_rank,forced_rank
NEWENSF2,243934,3610166.831443498,15.777645206525834,109.82758620689656,1949682.7487445911,1660484.082698907,13143,9833,11467,4731,1028,24.0,34.0,0.2548183673855972,0.07482174574992362,29540.0,5083,-1.0,1.0,-0.137,0.9959343271992842,1.0141987829614605,1.0141987829614605,1,1,6,6
NEWENSF1,243934,3503826.100499334,15.237589769902545,102.54342715231788,1897101.744679373,1606724.3558199606,13143,9833,11467,4731,1028,24.0,34.0,0.2538614785984804,0.07442492820577891,27655.0,5083,-1.0,1.0,-0.137,0.9959343271992842,1.0141987829614605,1.0141987829614605,2,2,6,6
SAPHWF1,291871,3331644.8705770522,11.419787217405254,64.59789999999997,1606821.4647964207,1724823.4057806316,14625,11710,14744,5135,1384,24.0,56.0,0.24609045830449686,0.06320652461084543,78279.0,10819,-1.0,1.04,0.2337,0.7516487106600271,1.04,1.04,3,3,1,1
WRWF1,287087,2147247.265778903,7.7555746650787825,58.34690990990992,1054020.475799084,1093226.7899798192,13906,11509,13833,4957,1333,24.0,36.0,0.11829401547487699,0.04895833037508664,41353.0,6049,-1.0,1.0,-8.85480572597137,0.8213574738440204,1.3908841582865352,8.85480572597137,4,6,2,2
METZSF1,287087,2139708.111983012,8.319942236272377,98.08557302231237,1131076.6380635141,1008631.4739194978,13906,11509,13833,4957,1333,24.0,36.0,0.14553743672665387,0.012801808369582305,20057.0,6053,-1.0,1.0,-10.224948875255624,0.8727890344568693,1.5116279069767442,10.224948875255624,5,5,2,2
TUMUT3,91210,2040813.8247793072,292.47086366435656,13514.088,1461185.9438999603,579627.8808793469,3716,3628,7198,1163,538,22.0,9.0,0.132945249475285,0.004546586534810534,5280.0,3635,-0.99,0.991,-10.723926380368098,1.3836486594207764,9.792576419213974,10.723926380368098,6,4,73,72
BW01,124012,1269843.4991542096,16.284359561310033,114.59242892682927,693658.6811716501,576184.8179825594,6658,4882,9737,2108,748,24.0,23.0,0.20674346894233347,-0.029537416379630647,8833.0,4269,-0.539,1.0,-0.7977642276422765,0.9374349894939991,1.317241379310345,1.317241379310345,7,7,10,10
GNNDHSF1,211943,1193378.880033345,7.0704236749265705,69.50562202018486,670650.3070554137,522728.57297793136,11265,8350,13506,3918,1263,24.0,29.0,0.07587744240149648,0.00952154815343121,8704.0,5861,-1.0,1.0,-2.2836263987211693,0.8667441384633311,1.9538882375928095,2.2836263987211693,8,8,8,5
BW03,123208,1064965.3067503325,18.03891088885446,154.0958073495935,595578.86835697,469386.4383933624,6520,4848,9731,2065,742,24.0,22.0,0.19205405121703464,-0.029958196257795718,2644.0,4096,-0.517,0.869,-0.6565040650406504,1.0569293497519006,2.5172413793103448,2.5172413793103448,9,9,12,12
BW04,123208,1009648.6972028741,14.20872607372231,169.0583264228571,546153.8625849324,463494.83461794176,6520,4848,9731,2065,742,24.0,22.0,0.1995612102040306,-0.048095242870982886,2862.0,4096,-0.517,0.869,-0.6565040650406504,1.0569293497519006,2.5172413793103448,2.5172413793103448,10,11,12,12
BW02,124012,869568.8535817314,12.786315353041209,112.26769689599999,494404.073719966,375164.7798617654,6658,4882,9737,2108,748,24.0,23.0,0.16626705305295367,-0.016370813909212165,6991.0,4269,-0.539,1.0,-0.7977642276422765,0.9374349894939991,1.317241379310345,1.317241379310345,11,12,10,10
UPPTUMUT,91210,832019.0571409538,133.06460495189674,2821.6628976,557504.5734007979,274514.48374015593,3716,3628,7198,1163,538,22.0,9.0,0.11876121331139895,0.012068559246094181,2710.0,3635,-0.99,0.991,-10.723926380368098,1.3831035897974215,9.792576419213974,10.723926380368098,12,10,73,72
WELNSF1,121062,762860.9274244716,33.00425903266031,701.8553967142858,324002.84214867686,438858.0852757947,6239,4792,9731,1970,742,24.0,21.0,-0.11433755317820596,-0.014923914816363971,1823.0,3920,-0.781,0.928,-0.5611510791366906,1.1834481016422598,4.951724137931035,4.951724137931035,13,23,14,12
MOREESF1,248709,701367.409354921,2.990998944864836,22.831565762004175,387994.19836639543,313373.21098852565,13041,10056,10698,4681,1004,24.0,36.0,0.142016966818526,-0.009626428383820317,2695.0,5642,-1.0,1.0,-4.867075664621677,0.861197457586737,1.5240328253223916,4.867075664621677,14,17,5,8
MP1,114223,670635.8760318087,29.661684540880568,328.04352749714286,398749.84946662525,271886.0265651834,5795,4573,9715,1824,738,24.0,11.0,0.18138980922992579,-0.0002503473498634225,2448.0,3851,-0.888,1.0,-0.8705035971223021,1.3476942506316036,5.86896551724138,5.86896551724138,15,15,34,25
ER02,120082,670337.795431521,6.8013517942946615,79.89034743377483,333495.80951100745,336841.98592051363,5879,4712,9494,1833,672,24.0,21.0,-0.10470573980046848,0.03150453082756061,3588.0,3012,-0.789,1.0,-4.784688995215311,0.1452896604507002,3.1798561151079134,4.784688995215311,16,22,25,30
ER01,120082,653802.676519393,10.045580054970415,189.810264745098,323572.695256407,330229.981262986,5879,4712,9494,1833,672,24.0,21.0,-0.09355898209647098,0.04153215996444658,3734.0,3012,-0.789,1.0,-4.784688995215311,0.1452896604507002,3.1798561151079134,4.784688995215311,17,24,25,30
STAN-2,9935,642268.8041660774,98.54328952939424,774.7407284155843,419481.838122389,222786.96604368842,2109,254,3018,756,406,24.0,21.0,0.12644113165029672,0.06292566475213716,232.0,1550,0.179,1.0,-12.25201072386059,-4.525419746324242,6.098964326812428,12.25201072386059,18,13,141,130
CPP_3,10975,621960.5818368616,59.18423210671796,693.9844936708862,366079.8574967529,255880.72434010863,2149,282,3054,771,408,24.0,22.0,0.12150145042045174,0.05573711771145532,502.0,2047,0.0756,1.4,-8.333333333333334,-3.336407765200364,7.802071346375144,8.333333333333334,19,18,131,98
KPP_1,48240,595789.0117291296,11.985035299140884,237.68275348199998,312274.594685998,283514.4170431316,3217,1762,6152,1080,742,24.0,34.0,0.40409949125385347,0.03149053023433341,7684.0,2605,-0.212,1.4,-2.1521873074553297,-1.0316854756696008,-0.3820015927794001,2.1521873074553297,20,25,92,87
MP2,114223,594202.9287000998,19.8281388079812,329.9410006628571,351563.5417559203,242639.38694417954,5795,4573,9715,1824,738,24.0,11.0,0.1813613633667915,0.008887499590736878,1781.0,3851,-0.888,1.0,-0.8705035971223021,1.3476942506316036,5.86896551724138,5.86896551724138,21,20,34,25
ALDGASF1,6941,586747.7702385938,354.97448711884965,2720.4016601815824,268995.27562202234,317752.49461657146,1305,146,2193,464,250,18.0,11.0,-0.04465450386520243,0.1212416145090293,379.0,986,-1.0,1.0,-13.404825737265416,-2.9845140854215746,9.948051948051948,13.404825737265416,22,27,198,186
STAN-1,9935,577645.9059742212,100.30375768928957,893.2052951818177,389394.5045144779,188251.40145974327,2109,254,3018,756,406,24.0,21.0,0.1329679929542606,0.06244693840511696,107.0,1550,0.179,1.0,-12.25201072386059,-4.525419746324242,6.098964326812428,12.25201072386059,23,16,141,130
LDBESS1,25016,559799.2273362728,9.069238914543456,391.4405010438414,399989.62173151737,159809.60560475552,2540,953,2496,823,227,10.0,9.0,0.1733643751591839,0.09979150584246615,1809.0,1016,-1.0,1.0,0.25578034682080925,1.0524106497176045,1.1682242990654206,1.1682242990654206,24,14,95,181
STAN-4,9935,543124.8212766292,97.62949145963388,656.4586394405594,364265.1083308834,178859.7129457458,2109,254,3018,756,406,24.0,21.0,0.1178803583600055,0.07550619958308047,59.0,1550,0.179,1.0,-12.25201072386059,-4.525419746324242,6.098964326812428,12.25201072386059,25,19,141,130
ERB01,25056,535629.8790580682,30.46476362947369,208.06199328476822,266098.341887038,269531.53717103007,2311,923,2466,742,207,11.0,8.0,0.01786547338816768,0.0719195181634657,5466.0,1178,-0.745,1.0,-4.784688995215311,0.033214398805951374,2.8074534161490683,4.784688995215311,26,29,99,183
VP5,120082,530860.4422902538,6.37315715893166,56.858583333333286,267474.35061579896,263386.09167445486,5879,4712,9494,1833,672,24.0,21.0,-0.12370788436782461,0.015482936236552364,3314.0,2945,-0.63,1.0,-1.7310344827586208,0.32905330923105286,2.8181818181818183,2.8181818181818183,27,28,25,30
STAN-3,9935,528700.5979296949,93.3544828572164,955.0875642857137,349773.45990031323,178927.13802938166,2109,254,3018,756,406,24.0,21.0,0.13836415295179882,0.06817677998355177,110.0,1550,0.179,1.0,-12.25201072386059,-4.525419746324242,6.098964326812428,12.25201072386059,28,21,141,130
CPP_4,10816,521304.20135183743,68.58766463428195,714.9999285714285,287475.54868611053,233828.6526657269,2138,274,3052,766,407,24.0,22.0,0.1341833964279634,0.04681563760186895,370.0,2047,0.0756,1.4,-8.333333333333334,-3.336407765200364,7.802071346375144,8.333333333333334,29,26,137,113
RYEPARK1,91574,509029.5523857875,51.26349225267959,1517.4374692000001,251491.30369699793,257538.2486887895,3754,3647,7300,1175,550,24.0,9.0,0.006889548707201939,-0.06605806408898483,364.0,3620,-0.993,0.994,-11.01840490797546,1.4379291465281545,10.262008733624453,11.01840490797546,30,30,50,49
WDGPH1,10990,489367.6649814076,53.31901944568633,429.60147049572646,250977.18872253853,238390.476258869,2177,290,3053,780,408,24.0,22.0,0.041604451270143124,0.17638412972450176,704.0,1656,-0.212,1.0,-2.1521873074553297,-0.9635883841300182,-0.3820015927794001,2.1521873074553297,31,31,109,99
DAYDSF1,9935,488393.4590382622,119.3584825251175,930.413539051948,248849.37142719142,239544.08761107078,2109,254,3018,756,406,24.0,21.0,-0.013308591805326356,0.09678439454265204,171.0,1550,0.179,1.0,-12.42627345844504,-4.172923074440684,10.264672036823935,12.42627345844504,32,32,141,130
VP6,120082,472834.32641711395,8.412862213275082,162.07405882352938,232749.99183648324,240084.3345806307,5879,4712,9494,1833,672,24.0,21.0,-0.1179415781192797,-0.00456812660795783,2671.0,2945,-0.63,1.0,-1.7310344827586208,0.32905330923105286,2.8181818181818183,2.8181818181818183,33,34,25,30
RRSF1,9935,471373.47562664765,100.04913501507629,900.0424100832143,230939.6369902696,240433.8386363781,2109,254,3018,756,406,24.0,21.0,-0.0663193399295347,0.07242701608372533,130.0,1550,0.179,1.0,-12.42627345844504,-4.1712327017547155,10.264672036823935,12.42627345844504,34,35,141,130
BBATTERY1,9930,443666.737734748,70.08123514148416,649.3506493506493,238844.4873529668,204822.2503817812,2109,253,3018,756,406,23.0,21.0,0.07789117272546323,0.04497995370383107,252.0,1498,0.176,1.0,-13.404825737265416,-4.423024970267407,6.098964326812428,13.404825737265416,35,33,186,130
WTAHB1,120069,439203.4139963824,15.416122211181873,656.3725490196078,228399.9048226233,210803.5091737591,5879,4712,9481,1833,672,24.0,21.0,-0.012034914007752326,0.027920062133266876,4184.0,2844,-1.0,0.465,-3.5087719298245617,-0.32624490710023346,2.521531100478469,3.5087719298245617,36,36,25,40
SMCSF1,9935,434447.3601624565,90.00927895508677,525.4806551724139,218873.94399435114,215573.41616810535,2109,254,3018,756,406,24.0,21.0,-0.0679281833359574,0.05503890010643246,86.0,1550,0.179,1.0,-12.42627345844504,-4.172940432435618,10.264672036823935,12.42627345844504,37,39,141,130
DARLSF1,91547,429307.3827145364,50.45504294432031,888.1867938742859,167638.58591200956,261668.79680252686,3753,3647,7280,1175,549,24.0,9.0,-0.1242374669497538,0.0020251628544899637,197.0,3627,-0.986,0.987,-10.650306748466257,1.3548187329520993,9.748908296943231,10.650306748466257,38,48,50,52
WDBESS1,10808,426202.9790232981,43.03629475244154,292.34500648508435,220169.1502931071,206033.82873019102,2146,285,3028,764,402,22.0,22.0,0.17804011044439355,0.12531634753260582,1190.0,1562,-0.212,1.0,-2.1521873074553297,-0.9638888115928146,-0.3820015927794001,2.1521873074553297,39,38,130,128
LIMOSF11,91210,405336.6464574768,54.44337709003741,873.6811200000001,162782.44088080194,242554.20557667484,3716,3628,7198,1163,538,22.0,9.0,-0.07824099485647759,0.008573647281051184,177.0,3821,-0.987,0.988,-10.67484662576687,0.9667150368173795,9.759825327510917,10.67484662576687,40,52,73,72
CLARESF1,9935,401051.4763863724,78.0524174625266,1158.3626943699733,226819.2232259077,174232.25316046464,2109,254,3018,756,406,24.0,21.0,0.008478120820851542,0.062259133120183587,134.0,1550,0.179,1.0,-12.412868632707776,-4.172118862742504,10.264672036823935,12.412868632707776,41,37,141,130
AVLSF1,91547,392009.04486766143,52.77327784219894,845.6211911999998,160593.43711296932,231415.60775469212,3753,3647,7280,1175,549,24.0,9.0,-0.10668258086790768,-0.0066812372318860065,145.0,3627,-0.985,0.986,-10.63803680981595,1.3554034851386725,9.748908296943231,10.63803680981595,42,53,50,52
HAUGHT11,9935,383195.16254598426,70.35917435024064,722.3774955581127,196686.198063969,186508.96448201526,2109,254,3018,756,406,24.0,21.0,-0.03529123292209953,0.06558585339397323,57.0,1550,0.179,1.0,-12.42627345844504,-4.17115215190372,10.264672036823935,12.42627345844504,43,41,141,130
WELLSF1,121062,382817.0769214487,14.918616739023939,304.6997571428571,164934.62930544143,217882.44761600724,6239,4792,9731,1970,742,24.0,21.0,-0.11475973649636584,-0.017617202000253775,227.0,3934,-0.796,0.894,-0.6143884892086331,1.1333886275651484,5.089655172413793,5.089655172413793,44,50,14,12
GSTONE4,9935,363616.076681514,94.33720429527659,831.6075369620252,187248.80957279867,176367.2671087153,2109,254,3018,756,406,24.0,21.0,0.057712120591195404,-0.013867310404043008,76.0,1550,-1.0,1.0,-9.41031941031941,-2.0519581401765796,12.87001287001287,12.87001287001287,45,44,141,130
WOLARSF1,96020,361599.34648433875,20.113905484552525,447.3744893828572,141351.46935170537,220247.87713263338,5357,3691,5297,1697,586,21.0,12.0,-0.11360781568301208,-0.005830351316849965,414.0,3317,-0.685,0.936,-0.4776422764227642,1.2074678712726814,4.103448275862069,4.103448275862069,46,64,49,88
ER04,113319,355357.7474903781,10.023851925823237,140.83096521568623,179557.10007678074,175800.64741359738,5468,4506,9489,1699,678,24.0,11.0,-0.10333816755499568,0.04623922523404555,800.0,3072,-0.372,1.0,-4.275862068965518,0.3300543704016303,7.194244604316546,7.194244604316546,47,47,39,38
LILYSF1,9935,353664.6521399358,73.4502873989407,652.2751257142854,182686.00323492353,170978.64890501232,2109,254,3018,756,406,24.0,21.0,-0.0342115157029376,0.08003051166683829,83.0,1550,0.181,1.0,-11.796246648793566,-4.176855528287026,10.264672036823935,11.796246648793566,48,46,141,130
MOUSF1,9935,348563.61692230846,67.96684796602328,454.1826879333332,165562.7530813772,183000.86384093127,2109,254,3018,756,406,24.0,21.0,-0.0003104766039382574,0.1095034746733832,54.0,1550,0.191,1.0,-8.41823056300268,-4.278321149965713,7.802071346375144,8.41823056300268,49,49,141,130
CLRKCWF1,8712,346697.53327019286,94.67252002728225,1275.7564401421323,204748.65044755134,141948.88282264152,1678,197,2487,592,300,23.0,15.0,0.028298019627118216,0.008187146862701049,217.0,1481,0.179,1.0,-12.37265415549598,-4.386166485874604,6.098964326812428,12.37265415549598,50,40,195,182
SUNTPSF1,121062,341758.35671967064,12.600261994865596,309.8898702285714,153896.61637052248,187861.7403491482,6239,4792,9731,1970,742,24.0,21.0,-0.08947490473570198,0.0012340140616870457,113.0,3934,-0.797,0.852,-0.6266187050359712,1.131410112082085,5.117241379310345,5.117241379310345,51,56,14,12
COLWF01,91547,334682.1129754097,36.88850567121283,1096.9015962800001,156912.5143782186,177769.59859719116,3753,3647,7280,1175,549,24.0,9.0,-0.007846591823586756,-0.060399182592067654,98.0,3627,-0.995,0.995,-11.50920245398773,1.4234511011003346,10.207423580786026,11.50920245398773,52,55,50,52
STUBSF1,91120,334446.8147939657,22.961100369826255,428.1981993142858,143358.50112989364,191088.31366407208,5101,3451,5048,1600,555,21.0,12.0,-0.09310805248627156,-0.01536759619082886,229.0,2659,-0.725,0.749,-0.4190177638453501,1.2808860070084247,4.448275862068966,4.448275862068966,53,60,87,89
GSTONE5,9935,330347.37952240603,75.86790227126157,803.2189426467198,185404.20341360033,144943.17610880567,2109,254,3018,756,406,24.0,21.0,0.10056620893465237,0.07490284255084424,62.0,1550,-0.954,1.0,-11.415701415701415,-2.0821860609028193,9.32648401826484,11.415701415701415,54,45,141,130
SUNRSF1,91210,313983.91036221903,40.39584315780665,761.0408836457143,115114.76156219299,198869.14880002604,3716,3628,7198,1163,538,22.0,9.0,-0.10027126732798732,-0.0008501412570672502,39.0,3821,-0.987,0.988,-10.67484662576687,0.9667150368173795,9.759825327510917,10.67484662576687,55,77,73,72
STUBSF2,91120,312286.73714523076,17.246540342449443,385.68165705142866,133420.71659047357,178866.02055475715,5101,3451,5048,1600,555,21.0,12.0,-0.08574024566462445,-0.011424358347548649,162.0,2659,-0.725,0.749,-0.4190177638453501,1.2808860070084247,4.448275862068966,4.448275862068966,56,65,87,89
WRSF1,287087,311381.42964979075,1.2982442036580508,10.722930361930292,162878.72199715427,148502.70765263648,13906,11509,13833,4957,1333,24.0,36.0,0.13346492099005242,-0.020994266157461392,2155.0,6049,-1.0,1.0,-8.85480572597137,0.8213574738440204,1.3908841582865352,8.85480572597137,57,51,2,2
GSTONE3,9935,308510.8245759464,115.01245632789153,608.1175524280778,157811.99193647734,150698.832639469,2109,254,3018,756,406,24.0,21.0,0.046460539281288106,-0.013399540749095796,52.0,1550,-1.0,1.0,-9.41031941031941,-2.0519581401765796,12.87001287001287,12.87001287001287,58,54,141,130
ER03,113319,302065.1969066252,8.415456681634613,112.20729893137262,148776.16716406654,153289.0297425586,5468,4506,9489,1699,678,24.0,11.0,-0.10067907932789388,0.02259174888485309,656.0,3072,-0.372,1.0,-4.275862068965518,0.3300543704016303,7.194244604316546,7.194244604316546,59,58,39,38
DDPS1,11003,295851.45845104597,24.829175376565946,231.96000913043474,187793.15723063145,108058.30122041452,2177,290,3053,780,408,24.0,22.0,0.17675255256562844,0.03307514357796833,688.0,1661,-0.239,1.0653,-2.012630930375847,-0.9590652421295996,-0.46402973188213437,2.012630930375847,60,43,109,99
MEWF1,9935,283727.49575209775,77.11222151165005,693.7402996905392,141691.6858069899,142035.80994510782,2109,254,3018,756,406,24.0,21.0,0.04597568302578621,0.036083042039176755,67.0,1550,0.179,1.0,-12.42627345844504,-4.17115215190372,10.264672036823935,12.42627345844504,61,63,141,130
GSTONE2,9935,270956.13368227927,100.400980804585,749.9182311132563,151848.17887404043,119107.95480823884,2109,254,3018,756,406,24.0,21.0,0.09385271963092308,0.028071838075805242,32.0,1550,-0.954,1.0,-11.415701415701415,-2.0821860609028193,9.32648401826484,11.415701415701415,62,57,141,130
EMERASF1,9935,268040.80200985156,56.17802893490128,655.6680557142856,131446.77042288825,136594.0315869633,2109,254,3018,756,406,24.0,21.0,-0.027191650157352466,0.08297509201720053,26.0,1550,0.182,1.0,-11.501340482573726,-4.187153058799623,10.264672036823935,11.501340482573726,63,69,141,130
CALL_B_2,10649,262206.4649111488,43.37025530380087,760.7410017376287,141715.7073573131,120490.75755383569,2133,274,3052,764,407,24.0,22.0,0.0535190152016028,0.040417563363263236,59.0,1554,0.0756,1.0,-8.333333333333334,-4.087053150170621,7.802071346375144,8.333333333333334,64,62,137,113
RUGBYR1,9935,261262.82354818447,73.1895837806593,650.6449314225753,131786.59085423197,129476.2326939525,2109,254,3018,756,406,24.0,21.0,0.017533014608909197,0.09815172604248246,19.0,1550,0.179,1.0,-12.27882037533512,-4.17400705722603,10.264672036823935,12.27882037533512,65,68,141,130
KSP1,9935,257576.36328988057,45.52248212171833,541.0505836575876,142390.62724612717,115185.7360437534,2109,254,3018,756,406,24.0,21.0,-0.0027324815057738552,0.10640620731715031,28.0,1550,0.179,1.0,-12.42627345844504,-4.1712327017547155,10.264672036823935,12.42627345844504,66,61,141,130
WOOLGSF1,9871,254819.666448597,38.71173544180313,316.9100798701299,144179.23139314022,110640.43505545681,2066,254,2972,749,399,24.0,21.0,-0.007923394860374078,0.0752078716529353,46.0,1500,-0.514,1.0,-13.10615989515072,-0.7773561472880522,4.7592592592592595,13.10615989515072,67,59,141,175
COOPGWF1,10240,254102.90849392227,28.67203717562235,343.67945,124413.66592135353,129689.24257256874,2152,270,3019,772,407,24.0,21.0,0.03879171040517222,0.041299762150732125,448.0,1605,-0.124,1.0,-3.0807147258163896,-1.0088388355461246,-0.3054187192118226,3.0807147258163896,68,70,140,129
SNOWYP,91210,253616.9568099949,26.488946702718597,1525.817142857143,195215.67620854828,58401.28060144665,3716,3628,7198,1163,538,22.0,9.0,0.0674372627787115,-0.020380913595948392,567.0,3821,-0.991,0.99,-9.792576419213974,-1.5141241530503915,10.723926380368098,10.723926380368098,69,42,73,72
KABANWF1,9935,242768.5592117262,44.495353130158016,653.8687500000001,112053.2926410599,130715.26657066631,2109,254,3018,756,406,24.0,21.0,0.0022830914694397238,0.017645280974060935,42.0,1550,0.179,1.0,-12.42627345844504,-4.17115215190372,10.264672036823935,12.42627345844504,70,79,141,130
BANGOWF1,93951,240567.30648779665,31.93473115015986,583.6229376046242,121218.98431279598,119348.32217500068,3825,3768,7497,1197,558,24.0,10.0,0.010698045028013784,-0.03686684871745492,51.0,3751,-0.932,0.938,-9.411042944785276,1.311402759849091,9.017467248908297,9.411042944785276,71,71,41,41
CRURWF1,119629,233266.27434996495,10.547149649972834,266.45032924904945,117724.75022799095,115541.524121974,6165,4759,9724,1948,739,24.0,21.0,0.005317251268461356,-0.02452514169403577,180.0,3754,-0.857,0.951,-1.9661654135338344,1.0328580457955494,5.620689655172414,5.620689655172414,72,74,21,21
WHITSF1,9935,232810.54426696195,51.696498814546025,546.9741184651475,131862.47675261713,100948.06751434482,2109,254,3018,756,406,24.0,21.0,0.013515321795135177,0.09655065478206032,43.0,1550,0.179,1.0,-12.39946380697051,-4.171748222474265,10.264672036823935,12.39946380697051,73,67,141,130
CLERMSF1,9935,231625.81407914156,70.71110842560246,542.2069833371692,112669.5452368208,118956.26884232077,2109,254,3018,756,406,24.0,21.0,-0.005732058611416437,0.09991958352897501,25.0,1550,0.181,1.0,-11.769436997319035,-4.183583392696086,10.264672036823935,11.769436997319035,74,78,141,130
FLYCRKWF,119616,229520.7913808299,6.54895984137043,146.23541046357605,119605.65674889184,109915.13463193808,6160,4758,9721,1945,738,24.0,21.0,0.008723376299161374,-0.03413536150483009,280.0,3498,-0.85,0.927,-1.5827067669172932,1.0126826254228263,5.565517241379311,5.565517241379311,75,72,24,24
WLWLSF2,64050,227939.2804718555,30.599797735488583,551.7419824799999,93954.47680727589,133984.80366457964,2783,2417,2796,855,366,22.0,9.0,-0.11401444699218873,-0.00678148063732431,25.0,2721,-0.987,0.987,-10.67484662576687,1.5548297683991525,9.218106995884773,10.67484662576687,76,89,90,176
WLWLSF1,64050,226316.8696617269,31.05984552415626,546.7249850400001,92657.46853938072,133659.40112234617,2783,2417,2796,855,366,22.0,9.0,-0.11621023188651641,-0.00894028432438532,23.0,2721,-0.987,0.987,-10.67484662576687,1.5548297683991525,9.218106995884773,10.67484662576687,77,92,90,176
NEVERSF1,121062,223797.64473213846,9.76011814400001,200.55676841142858,97704.615058561,126093.02967357748,6239,4792,9731,1970,742,24.0,21.0,-0.1178106945453267,0.012267518454189247,73.0,3934,-0.796,0.894,-0.6143884892086331,1.1333904966401804,5.089655172413793,5.089655172413793,78,86,14,12
COLEASF1,91547,222865.85929651005,27.660222109147394,573.6966574698596,82130.99677432395,140734.8625221861,3753,3647,7280,1175,549,24.0,9.0,-0.12435879446759734,0.0008367533053719202,23.0,3627,-0.986,0.987,-10.650306748466257,1.3548199839972865,9.748908296943231,10.650306748466257,79,102,50,52
GSTONE6,9935,222218.15371292277,35.23902757793129,744.2025606499357,106142.58412486379,116075.56958805899,2109,254,3018,756,406,24.0,21.0,0.05431380145251361,-0.005221288306928534,21.0,1550,-0.954,1.0,-11.415701415701415,-2.0821860609028193,9.32648401826484,11.415701415701415,80,82,141,130
RIVNB2,91547,213325.216129515,24.70386975258474,597.3878079561042,119479.04027545403,93846.17585406097,3753,3647,7280,1175,549,24.0,9.0,0.039430458199918424,-0.00357157893090341,193.0,3627,-0.986,0.987,-10.650306748466257,1.3545869426095278,9.748908296943231,10.650306748466257,81,73,50,52
NESBESS1,37651,213230.52789933208,4.445798466414167,100.31315240083507,115261.77589831369,97968.75200101841,3251,1199,2547,1187,214,7.0,33.0,0.09323742169255116,0.04435994822738334,2056.0,1510,-1.0,1.0,0.2017,0.9966204488973771,1.0141987829614605,1.0141987829614605,82,76,93,179
BODWF1,121062,207018.6250876083,6.1324413384067915,98.24384754285704,108176.92124454802,98841.70384306028,6239,4792,9731,1970,742,24.0,21.0,0.002552170489173577,-0.02390950572308964,208.0,3934,-0.804,0.901,-0.6374100719424459,1.1153108490952968,5.165517241379311,5.165517241379311,83,81,14,12
HILLSTN1,91547,205839.49954258947,26.2449996901262,341.9428571428572,91376.2716902291,114463.2278523604,3753,3647,7280,1175,549,24.0,9.0,-0.10099940662232065,0.0034926932180519518,54.0,3627,-0.986,0.987,-10.650306748466257,1.3547889800794597,9.748908296943231,10.650306748466257,84,94,50,52
CALL_B_1,10649,203231.27903696994,32.66429971054442,417.93719642857155,110381.69823827126,92849.58079869869,2133,274,3052,764,407,24.0,22.0,0.13719839579560603,0.041681234054903524,40.0,1554,0.0756,1.0,-8.333333333333334,-4.087053150170621,7.802071346375144,8.333333333333334,85,80,137,113
STWF1,91210,202588.91714963742,20.315592172183866,483.6392390630251,102190.56695790151,100398.35019173594,3716,3628,7198,1163,538,22.0,9.0,0.0036943492424945427,-0.027920534743952365,86.0,3821,-0.988,0.988,-10.687116564417177,0.9153551220710459,9.770742358078603,10.687116564417177,86,85,73,72
GULLRWF1,93951,199745.72152637938,18.774643604241046,579.776229568,93311.35314447785,106434.36838190151,3825,3768,7497,1197,558,24.0,10.0,-0.01311313877792462,-0.04793893917321454,24.0,3674,-0.997,0.997,-11.01840490797546,1.4669168009991007,10.753275109170305,11.01840490797546,87,91,41,41
CAPBES1,91028,199696.13815055095,28.744404091799282,722.688,115616.63368608207,84079.50446446888,3704,3625,7157,1154,537,21.0,9.0,0.036867950479587866,-0.016364890787418672,216.0,3588,-0.991,0.992,-10.539877300613496,1.340950182364267,9.617903930131005,10.539877300613496,88,75,83,82
HAYMSF1,9935,196213.2523375804,57.79579321375618,511.49873571428566,104744.121837686,91469.1304998944,2109,254,3018,756,406,24.0,21.0,-0.0049604594211009306,0.09819916071679906,9.0,1550,0.179,1.0,-12.42627345844504,-4.172923074440684,10.264672036823935,12.42627345844504,89,84,141,130
HAMISF1,9935,187312.26213123865,37.46858310987187,302.08813487012986,97320.18221092096,89992.07992031766,2109,254,3018,756,406,24.0,21.0,0.0019340794440942612,0.09736536556963617,10.0,1550,0.179,1.0,-12.39946380697051,-4.171748222474265,10.264672036823935,12.39946380697051,90,87,141,130
FINLYSF1,91547,183367.85077040148,23.835226093507426,513.6859646754284,68222.96501903696,115144.88575136452,3753,3647,7280,1175,549,24.0,9.0,-0.09974585210825439,-0.0004812950059079871,22.0,3627,-0.986,0.987,-10.650306748466257,1.3550966202469072,9.748908296943231,10.650306748466257,91,116,50,52
NYNGAN1,121062,181380.29509321586,8.520976095106466,159.45677828571428,75733.42650565879,105646.86858755708,6239,4792,9731,1970,742,24.0,21.0,-0.1331838087446094,0.01854986239121552,35.0,3934,-0.796,0.894,-0.6143884892086331,1.1333904966401804,5.089655172413793,5.089655172413793,92,105,14,12
