DUID,contribution_rows,total_abs_impact_mw_observations,mean_abs_bound_impact_mw,p95_abs_bound_impact_mw,total_tightening_mw_observations,total_relief_mw_observations,contraction_contribution_rows,reversal_contribution_rows,forced_contribution_rows,contraction_onsets,forced_onsets,contraction_abs_impact_mw_observations,contraction_tightening_mw_observations,contraction_relief_mw_observations,contraction_positive_rows,active_months,active_constraint_versions,limit_move_spearman,flow_move_spearman,top_contributor_intervals,equation_versions,factor_min,factor_max,sensitivity_min,sensitivity_mean,sensitivity_max,sensitivity_abs_max,overall_rank,contraction_positive_share,contraction_mean_positive_tightening_mw,contraction_rank,reversal_rank,forced_rank
LADBROK1,10,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,0.0,0.0,0.0,0,1.0,1.0,,,0.0,1,-0.0948,-0.0948,-0.16299862448418156,-0.16299862448418156,-0.16299862448418156,0.16299862448418156,213,0.0,0.0,207,225,219
BDL02,2534,0.0,0.0,0.0,0.0,0.0,591,48,1256,192,132,0.0,0.0,0.0,0,18.0,7.0,,,0.0,564,-0.527,1.0,-1.062992125984252,0.9436154351408803,6.824074074074074,6.824074074074074,213,0.0,0.0,207,189,139
CNUNDAWF,10,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,0.0,0.0,0.0,0,1.0,1.0,,,0.0,1,-0.1034,-0.1034,-0.17778541953232463,-0.17778541953232463,-0.17778541953232463,0.17778541953232463,213,0.0,0.0,207,225,219
CAPBES1G,1363,0.0,0.0,0.0,0.0,0.0,106,91,189,37,46,0.0,0.0,0.0,0,1.0,9.0,,,0.0,443,-0.9998,0.9997,-1.9249133615710436,-0.8310880008457964,0.5008171842166705,1.9249133615710436,213,0.0,0.0,207,175,210
CAPBES1L,1363,0.0,0.0,0.0,0.0,0.0,106,91,189,37,46,0.0,0.0,0.0,0,1.0,9.0,,,0.0,443,-0.9997,0.9998,-0.5008171842166705,0.8310880008457964,1.9249133615710436,1.9249133615710436,213,0.0,0.0,207,175,210
HUNTER2,305,0.0,0.0,0.0,0.0,0.0,62,11,142,19,9,0.0,0.0,0.0,0,7.0,3.0,,,0.0,708,-0.871,0.652,-5.260869565217391,1.374048379156067,4.9787234042553195,5.260869565217391,213,0.0,0.0,207,217,215
HUNTER1,305,0.0,0.0,0.0,0.0,0.0,62,11,142,19,9,0.0,0.0,0.0,0,7.0,3.0,,,0.0,708,-0.871,0.652,-5.260869565217391,1.374048379156067,4.9787234042553195,5.260869565217391,213,0.0,0.0,207,217,215
HBESSG1,621,0.0,,,0.0,0.0,17,8,0,8,0,0.0,0.0,0.0,0,,,,,,12,-0.432,0.752,-0.7650050864699899,0.13258602094187036,0.6121212121212122,0.7650050864699899,213,0.0,0.0,207,219,219
HBESSL1,621,0.0,,,0.0,0.0,17,8,0,8,0,0.0,0.0,0.0,0,,,,,,12,-0.752,0.432,-0.6121212121212122,-0.13258602094187036,0.7650050864699899,0.7650050864699899,213,0.0,0.0,207,219,219
NESBESS2,399,0.0,0.0,0.0,0.0,0.0,63,8,166,20,12,0.0,0.0,0.0,0,3.0,3.0,,,0.0,984,-0.989,0.947,-6.096774193548387,-2.3696826823923547,6.506578947368421,6.506578947368421,213,0.0,0.0,207,219,213
PIBESSG1,621,0.0,,,0.0,0.0,17,8,0,8,0,0.0,0.0,0.0,0,,,,,,12,-0.432,0.752,-0.7650050864699899,0.13258602094187036,0.6121212121212122,0.7650050864699899,213,0.0,0.0,207,219,219
SNUG1,10,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,0.0,0.0,0.0,0,1.0,1.0,,,0.0,1,-0.1034,-0.1034,-0.17778541953232463,-0.17778541953232463,-0.17778541953232463,0.17778541953232463,213,0.0,0.0,207,225,219
PIBESSL1,621,0.0,,,0.0,0.0,17,8,0,8,0,0.0,0.0,0.0,0,,,,,,12,-0.752,0.432,-0.6121212121212122,-0.13258602094187036,0.7650050864699899,0.7650050864699899,213,0.0,0.0,207,219,219
PLBESS1,1470,0.0,0.0,0.0,0.0,0.0,372,30,920,130,70,0.0,0.0,0.0,0,2.0,8.0,,,0.0,174,-0.93,0.93,-3.0097087378640777,0.5382664457295386,3.5909090909090913,3.5909090909090913,213,0.0,0.0,207,212,182
VPGS2,2534,0.0,0.0,0.0,0.0,0.0,591,48,1256,192,132,0.0,0.0,0.0,0,18.0,7.0,,,0.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,213,0.0,0.0,207,189,139
VPGS6,2534,0.0,0.0,0.0,0.0,0.0,591,48,1256,192,132,0.0,0.0,0.0,0,18.0,7.0,,,0.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,213,0.0,0.0,207,189,139
VPGS3,2534,0.0,0.0,0.0,0.0,0.0,591,48,1256,192,132,0.0,0.0,0.0,0,18.0,7.0,,,0.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,213,0.0,0.0,207,189,139
VPGS4,2534,0.0,0.0,0.0,0.0,0.0,591,48,1256,192,132,0.0,0.0,0.0,0,18.0,7.0,,,0.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,213,0.0,0.0,207,189,139
VPGS1,2534,0.0,0.0,0.0,0.0,0.0,591,48,1256,192,132,0.0,0.0,0.0,0,18.0,7.0,,,0.0,564,-0.527,1.0,-1.062992125984252,0.9244219083860297,3.1083333333333334,3.1083333333333334,213,0.0,0.0,207,189,139
