DUID,contribution_rows,total_abs_impact_mw_observations,mean_abs_bound_impact_mw,p95_abs_bound_impact_mw,total_tightening_mw_observations,total_relief_mw_observations,contraction_contribution_rows,reversal_contribution_rows,forced_contribution_rows,contraction_onsets,forced_onsets,contraction_abs_impact_mw_observations,contraction_tightening_mw_observations,contraction_relief_mw_observations,contraction_positive_rows,active_months,active_constraint_versions,limit_move_spearman,flow_move_spearman,top_contributor_intervals,equation_versions,factor_min,factor_max,sensitivity_min,sensitivity_mean,sensitivity_max,sensitivity_abs_max,overall_rank,contraction_positive_share,contraction_mean_positive_tightening_mw,contraction_rank,reversal_rank,forced_rank
HBESS1,83074,371609.9804280816,9.551849354469043,181.846875,190717.5629685134,180892.41745956815,2932,3491,1766,1112,209,20184.871773815667,12033.815470311802,8151.056303503867,441,24.0,57.0,0.06660656576070687,0.04255380701675616,2625.0,3384,-0.564,1.0,-1.062992125984252,0.48031367543054304,6.824074074074074,6.824074074074074,70,0.15040927694406547,4.104302684280969,113,88,122
GPWFEST1,5802,368063.79684358,51.70199118841253,1473.5365237068963,201413.9977697564,166649.7990738236,1448,157,3327,493,325,122428.41327616194,90291.35733764381,32137.05593851813,608,23.0,10.0,0.12673313831548355,0.07343868718308186,42.0,784,-1.0,1.0,-7.975,-0.6438126741723157,12.903225806451614,12.903225806451614,71,0.4198895027624309,62.35590976356617,45,169,106
SAPHWF1,4545,354830.35718725546,73.17576891084968,607.1183679833675,159408.7653402602,195421.59184699526,565,196,1045,215,151,33788.49982150778,19853.62755566385,13934.872265843926,244,20.0,7.0,-0.05684225741583702,-0.05762163046910966,421.0,3617,-0.986,0.986,-8.414414414414415,-2.006048267576728,13.526170798898072,13.526170798898072,72,0.431858407079646,35.13916381533425,90,146,168
BULBES1,100125,347684.8771144033,13.13238906562024,205.0314465408805,173309.6478172598,174375.22929714352,7466,4740,7991,3110,1529,82158.17389649205,42372.69761191144,39785.4762845806,1241,24.0,67.0,0.022914090614416148,0.01700417922383748,113.0,4827,-0.969,0.9159,-10.34013605442177,0.10872775151565438,11.67483870967742,11.67483870967742,73,0.166220198231985,5.6754215928089256,69,58,65
GULLRWF1,142851,345513.00588197727,5.960925105083984,104.61589384562099,170336.64387142728,175176.36201055,5769,6812,9564,1607,1149,40172.9897047017,20670.590157174833,19502.39954752686,2598,24.0,34.0,0.01057277446505448,0.03684310496434768,1355.0,7609,-1.0,1.0,-2.2980046644208345,-0.8145273989699185,0.8721704394141145,2.2980046644208345,74,0.4503380135205408,3.5830456157349335,89,29,53
GANNB1,129486,335705.80102743395,6.501775959787385,110.35877811320755,164644.81071741,171060.99031002395,7813,5367,8024,3209,1534,65094.893351748324,34462.462622367326,30632.430729380998,1552,24.0,78.0,0.05198530451575498,0.03102637287218899,1523.0,6136,-1.0,1.0,-10.34013605442177,0.1460165215075665,11.363636363636365,11.363636363636365,75,0.1986432868296429,4.410912917236314,72,52,63
KIATAWF1,101438,322679.5425524013,9.521468131384351,210.7239768932039,174167.1492305747,148512.39332182662,7727,4820,8005,3181,1540,77775.27621795272,47447.127418268174,30328.148799684554,2651,24.0,67.0,0.02369229236743199,0.029810511500414846,26.0,5178,-0.913,0.9159,-10.34013605442177,0.07638638917898763,11.198709677419355,11.198709677419355,76,0.343082697036366,6.140433210595079,67,57,64
NEWENSF2,4545,317869.73072898516,58.8407840532473,1374.7106397689988,234280.4989677919,83589.23176119325,565,196,1045,215,151,40929.683356938316,26877.74275563532,14051.94060130299,202,20.0,7.0,-0.020271990378659586,-0.06783190726314114,140.0,3617,-0.989,0.988,-8.477477477477477,-2.0197324295319774,13.567493112947659,13.567493112947659,77,0.35752212389380533,47.57122611616871,81,146,168
NUMURSF1,93318,307812.81696608075,9.999566038360335,169.947606918239,150141.69673054613,157671.12023553462,6096,3995,6315,2439,1048,72076.78711643569,33887.82448411313,38188.96263232255,1385,24.0,67.0,-0.11509047427669343,-0.08378906131912474,220.0,5150,-0.921,1.0,-2.99672131147541,0.5086250417378055,5.120567375886525,5.120567375886525,78,0.2271981627296588,5.559026326134044,73,66,75
NEWENSF1,4545,306755.39165443956,60.63066707626088,1154.2982739085232,232456.0915407268,74299.30011371276,565,196,1045,215,151,36767.87072743908,24251.254961302457,12516.61576613663,201,20.0,7.0,-0.037669776391220856,-0.07869680627504917,164.0,3617,-0.989,0.988,-8.477477477477477,-2.0197324295319774,13.567493112947659,13.567493112947659,79,0.35575221238938054,42.92257515274771,85,146,168
OAKLAND1,87864,293709.56422669016,16.697506148748857,254.6270388349515,142528.22374660574,151181.34048008441,4221,3618,4842,1569,515,61550.77651460833,31235.18608251488,30315.59043209345,1693,24.0,65.0,-0.0012976104870552824,0.026372783269596377,26.0,4054,-0.9847,0.961,-6.932203389830509,0.23991508670893308,12.705806451612904,12.705806451612904,80,0.4010897891494906,7.399949320662137,76,78,86
GLRWNSF1,93339,273524.240697037,7.852877524980603,150.0160606060606,134834.19938638498,138690.04131065204,6096,3997,6320,2439,1049,57573.282422713586,26922.12577214698,30651.15665056661,1361,24.0,67.0,-0.1226040886501513,-0.08510158439001385,128.0,5165,-1.0,1.0,-3.2721311475409838,0.39557535645783054,3.577464788732395,3.577464788732395,81,0.22326115485564305,4.41635921459104,80,65,74
WRWF1,4545,270312.9180601458,58.779692393524364,873.8037162162161,129675.71233387783,140637.20572626792,565,196,1045,215,151,38806.305938925085,16619.385423600397,22186.920515324688,249,20.0,7.0,0.01156007430346155,0.012989175121470988,187.0,3617,-0.977,0.976,-8.153153153153154,-1.9488414142917596,13.360881542699724,13.360881542699724,82,0.4407079646017699,29.41484145769982,96,146,168
BW01,4545,267557.8812632588,64.64928293689623,504.2619542619543,159287.3328228576,108270.54844040124,565,196,1045,215,151,34461.17000142874,25624.407352699287,8836.762648729451,184,20.0,7.0,-0.024870962231778614,0.039301743507413334,192.0,3693,-0.539,1.0,-9.00900900900901,-2.5843484805198798,1.9412515964240102,9.00900900900901,83,0.3256637168141593,45.35293336760936,82,146,168
GULLRWF2,61895,249790.82551252603,5.177501684237402,92.87311148746453,128166.53503814069,121624.29047438536,3216,2651,8230,977,949,34831.354108185624,18984.424059500372,15846.930048685253,1390,24.0,31.0,0.029675805230332624,0.04329170334085595,120.0,7226,-1.0,1.0,-2.2980046644208345,-0.851499319342077,0.8721704394141145,2.2980046644208345,84,0.4322139303482587,5.903116933924245,92,96,60
CROOKWF2,142850,243249.79369033745,4.160056247402238,92.66496945010184,119956.08677715,123293.70691318743,5769,6812,9564,1607,1149,28807.207041720427,14360.45530462306,14446.751737097366,2717,24.0,34.0,0.017668133820071374,0.030677614114839297,565.0,7533,-1.0,1.0,-2.5913449080072555,-0.7726982117777029,0.6926605504587156,2.5913449080072555,85,0.47096550528687814,2.4892451559409015,102,29,53
GUNNING1,177652,243017.30088749863,1.9093701396136653,36.223613880030065,127553.8953626217,115463.40552487694,9703,9545,27242,3126,3068,24196.217785003628,14071.835500730722,10124.382284272908,4418,24.0,47.0,0.011898865807880849,0.015544567260035941,192.0,10055,-1.0,1.0,-11.761938367442955,-0.8793711026477047,1.8828877005347595,11.761938367442955,86,0.45532309594970627,1.4502561579646214,103,24,17
DUNDWF1,10551,233798.28291480595,19.521624568019256,1091.710242718445,131441.1583800371,102357.1245347689,3290,525,4755,1352,854,87413.49496090018,50753.280271065916,36660.21468983427,1184,24.0,13.0,0.03419514761844088,-0.015366490491541884,55.0,842,-1.0,1.0,-7.8999999999999995,-0.6364110850670288,12.903225806451614,12.903225806451614,87,0.35987841945288757,15.426528957770795,63,120,96
GLENSF1,91304,228242.82350327543,7.166092834783481,117.77229457776151,109907.66169609022,118335.16180718521,5401,3809,5672,2098,837,45160.70130631468,21345.373056450826,23815.32824986385,1226,24.0,67.0,-0.14273108173864393,-0.10970594253897628,93.0,5124,-1.0,1.0,-3.278688524590164,0.39608261738435646,3.659574468085107,3.659574468085107,88,0.2269950009257545,3.952114989159568,88,72,79
BW03,4650,226190.45959430787,40.49765213190513,429.1598724324324,159561.51344468872,66628.94614961912,570,199,1116,216,152,28158.983237728724,21790.965882288263,6368.017355440462,223,20.0,8.0,-0.009877456488871058,0.015012787632028353,61.0,3813,-0.517,0.869,-7.7657657657657655,-2.2374752914027316,1.269476372924649,7.7657657657657655,89,0.3912280701754386,38.22976470576888,87,142,163
GPWFEST3,5802,223924.72715829167,23.552861722759566,788.4751034482757,119298.85595976151,104625.87119853019,1448,157,3327,493,325,73042.33578984012,47646.26264036059,25396.07314947952,496,23.0,10.0,0.09696674395957137,0.075969015222001,54.0,784,-1.0,1.0,-7.975,-0.6438126741723157,12.903225806451614,12.903225806451614,90,0.3425414364640884,32.904877514061184,65,169,106
JEMALNG1,59459,214808.48433292483,4.1289201139395075,36.65705955488595,116768.01253952927,98040.47179339555,3569,2410,10145,1117,1131,28520.187116056062,17975.11882842613,10545.068287629932,1490,24.0,30.0,0.113531308392969,0.09692331979630661,337.0,8696,-1.0,0.93,-4.864864864864865,-0.2827853098369368,13.749484394335212,13.749484394335212,91,0.4174838890445503,5.036458063442457,95,101,47
BOCORWF1,26308,213102.10039558547,5.671849659398964,77.4492410032017,99630.61678126585,113471.48361431963,2693,1503,7058,793,791,26774.424395704526,12489.833038161607,14284.591357542915,1198,24.0,20.0,0.05860265767695589,0.03984211913140577,211.0,9084,-1.0,1.0,-1.9166666666666665,-0.8856453685416156,2.288329519450801,2.288329519450801,92,0.44485703676197547,4.637888242911848,111,105,67
GIRGSF,91283,205258.17178743277,8.080845408399089,143.14968553459119,98621.84482533351,106636.32696209927,5401,3807,5667,2098,836,41016.73239728808,18942.5382087459,22074.194188542173,1044,24.0,67.0,-0.12486149682947736,-0.08650498213465377,107.0,5109,-0.921,1.0,-2.99672131147541,0.503821173231671,5.120567375886525,5.120567375886525,93,0.19329753749305684,3.5072279594049065,93,74,81
WELNSF1,8119,193445.5922740258,18.95808730171568,308.551378378378,61542.81069919668,131902.7815748291,867,367,1610,301,232,28494.358103640494,18526.590276432562,9967.767827207934,338,20.0,12.0,0.15548003410341735,0.13424030591748126,79.0,4257,-0.781,0.928,-4.625,-1.3613352664257359,1.3627019089574155,4.625,94,0.38985005767012687,21.368616235793034,94,130,126
GPWFWST1,2663,191855.81642375106,31.216718747783524,537.689962264151,97698.05294444635,94157.76347930476,710,82,1560,245,134,53827.00100211645,32556.260102744705,21270.74089937174,264,8.0,8.0,0.029935772519931042,0.02924798840550249,141.0,178,-0.529,0.779,-1.0223097112860893,-0.08188986298258139,2.389937106918239,2.389937106918239,95,0.37183098591549296,45.85388746865451,74,179,135
METZSF1,4545,190823.96339933146,31.779667960161856,865.6311694386693,132271.8733567452,58552.09004258627,565,196,1045,215,151,25550.812480646295,15950.126675124979,9600.685805521314,160,20.0,7.0,-0.06170014468335955,-0.08212651644313489,63.0,3597,-0.975,0.974,-8.108108108108109,-1.949266875980157,13.333333333333334,13.333333333333334,96,0.2831858407079646,28.230312699336245,98,146,168
GNNDHSF1,4545,188571.8113270718,41.615644381075576,900.1911583988793,131104.3542318113,57467.4570952605,565,196,1045,215,151,26233.618293069514,12860.521875194465,13373.096417875053,185,20.0,7.0,-0.0789856151679038,-0.11435710977169711,70.0,3654,-1.0,1.0,-8.783783783783784,-2.067162140546472,13.774104683195592,13.774104683195592,97,0.3274336283185841,22.761985619813213,107,146,168
BALDHWF1,83074,183833.57338633228,4.452918583807822,37.52425454545455,96698.17490815205,87135.39847818023,2932,3491,1766,1112,209,8742.21191612356,5026.733494791761,3715.4784213317994,1341,24.0,57.0,0.013035748916291905,0.02070438717183003,286.0,3384,-0.564,1.0,-1.062992125984252,0.48032446203754803,6.833333333333333,6.833333333333333,98,0.45736698499317874,1.7144384361499865,144,88,122
BW02,4545,182842.55043673457,56.55641810459397,542.1176034615385,134136.09910618165,48706.45133055288,565,196,1045,215,151,29527.341801222192,24414.359103736093,5112.982697486099,202,20.0,7.0,0.00648113814212783,0.06867964987403122,134.0,3693,-0.539,1.0,-9.00900900900901,-2.5843484805198798,1.9412515964240102,9.00900900900901,99,0.35752212389380533,43.211255050860345,84,146,168
BALB1,92641,181811.53404700238,6.4220721786702475,155.47169811320754,95998.2384584553,85813.29558854707,6066,3981,6271,2427,1044,38580.09426300295,23996.307768870094,14583.786494132857,590,24.0,66.0,0.03441943229745698,0.015373163243357003,171.0,4229,-1.0,0.8887,-6.618644067796611,0.2690621504565586,12.19483870967742,12.19483870967742,100,0.0972634355423673,3.9558700575123793,86,67,76
MP1,4650,181298.1609204126,38.75170380404675,312.4441506860707,113693.92722249051,67604.23369792211,570,199,1116,216,152,20054.606511077345,15991.897937260961,4062.708573816384,227,20.0,8.0,-0.04215633316371982,0.0040356651973935094,107.0,3828,-0.888,1.0,-7.8125,-1.575975115473518,1.4684287812041115,7.8125,101,0.39824561403508774,28.055961293440284,97,142,163
KERNGSP1,119561,180983.3953180053,6.1927872883205195,111.69593174528302,97398.15455095985,83585.24076704544,7131,5053,6656,2956,1352,55769.954514637204,29489.753611939163,26280.200902698038,1494,21.0,78.0,-0.11176808640982071,-0.08048604454581808,13.0,5091,-1.0,1.0,-10.34013605442177,0.06937702985535446,11.363636363636365,11.363636363636365,102,0.2095077829196466,4.135430320002687,78,56,73
BW04,4650,178671.29359718674,55.69385694448653,448.30638099792094,116129.66993751159,62541.62365967514,570,199,1116,216,152,17534.834514225688,12029.308022676916,5505.526491548772,113,20.0,8.0,-0.040119172470437996,0.027414946027875323,94.0,3813,-0.517,0.869,-7.7657657657657655,-2.2374752914027316,1.269476372924649,7.7657657657657655,103,0.19824561403508772,21.10404916259108,115,142,163
MP2,4650,174017.64037007367,46.35897892672335,299.4686829106028,107291.65802294484,66725.98234712883,570,199,1116,216,152,15587.105960967183,11034.938991195446,4552.166969771737,197,20.0,8.0,-0.044195416756443374,-0.016004271009196356,102.0,3828,-0.888,1.0,-7.8125,-1.575975115473518,1.4684287812041115,7.8125,104,0.3456140350877193,19.35954208981657,122,142,163
WINTSF1,91304,159371.7408669656,4.7127419620625925,86.89669890692643,77854.70283022421,81517.03803674143,5401,3809,5672,2098,837,31498.551353096005,15375.873162406306,16122.678190689701,1220,24.0,67.0,-0.13388982014078274,-0.1030428493957174,45.0,5124,-1.0,1.0,-3.2721311475409838,0.3915187686670861,3.577464788732395,3.577464788732395,105,0.22588409553786337,2.8468567232746356,100,72,79
GOONSF1,31414,158481.34327603003,4.65410333851907,48.88330903448276,86922.03952235333,71559.30375367671,3331,1870,10140,1015,1129,24483.626919593924,14794.963970800696,9688.66294879323,1473,24.0,25.0,0.08240339922266232,0.06784512370793702,98.0,7857,-0.809,0.774,-3.45475910693302,-0.3989213579894524,9.764883816856868,9.764883816856868,106,0.44220954668267787,4.441598310057249,101,102,48
DUNDWF3,10551,158449.21423833698,15.585940259534576,374.3953786407767,79441.16111106674,79008.05312727024,3290,525,4755,1352,854,53707.59659758436,30037.099108402992,23670.49748918136,1291,24.0,13.0,-0.013562702395477657,-0.03886595144697461,12.0,842,-1.0,1.0,-7.8999999999999995,-0.6364110850670288,12.903225806451614,12.903225806451614,107,0.3924012158054711,9.1298173581772,77,120,96
WUNUSF1,87208,153402.5118679575,5.508889476866915,122.14882893081759,75398.51676937556,78003.99509858195,5041,3727,4775,1948,750,30842.824889235428,13376.73843842681,17466.086450808616,887,22.0,67.0,-0.124010694887216,-0.07731030463524681,42.0,4534,-0.921,1.0,-2.99672131147541,0.4942625108367701,5.120567375886525,5.120567375886525,108,0.17595715135885737,2.653588263921208,106,77,95
GUTHEGA,96775,148355.5747302191,1.3855332831841185,42.66929128639506,87785.29387838891,60570.280851830175,4191,4089,9126,1282,1147,12512.672819982708,8849.747966486631,3662.924853496079,397,24.0,49.0,0.05217880049410491,0.03913906810915257,1351.0,12161,-1.0,1.0,-2.6794871794871793,-0.8931588261284411,0.9196787148594378,2.6794871794871793,109,0.09472679551419709,2.1116077228553163,130,64,58
VP6,3623,140676.74902881627,40.6201896069548,272.15873039501037,51498.009050461755,89178.7399783545,398,165,520,165,106,11775.176641383072,3042.5811953565117,8732.59544602656,62,20.0,7.0,-0.030145325629705084,0.034418047121395685,81.0,2422,-0.63,1.0,-11.587485515643106,0.818467971342971,4.2517006802721085,11.587485515643106,110,0.15577889447236182,7.644676370242491,154,158,191
SUNTPSF1,22048,126738.59300441525,5.668006310250037,78.38742463617461,57673.990437679975,69064.60256673527,2474,1222,7044,736,808,18327.059718578257,11082.145091083481,7244.914627494778,1070,20.0,21.0,0.11770461452145485,0.12178687496646888,25.0,5188,-0.797,0.852,-4.178571428571429,-0.9577201989102525,2.7747252747252746,4.178571428571429,111,0.43249797898140663,4.479444256703105,121,113,68
ER01,3623,125528.94122693702,37.84518779520721,448.5509337006234,49869.79257547903,75659.148651458,398,165,520,165,106,12631.338240377898,3550.367538248942,9080.970702128956,116,20.0,7.0,-0.047532301598611514,-0.011794135940557296,48.0,2487,-0.789,0.893,-9.10776361529548,1.2214827379234228,6.257982120051086,9.10776361529548,112,0.2914572864321608,8.920521452886788,148,158,191
VP5,3623,123603.18659066322,32.97748112356215,333.1319828898127,55235.49443432092,68367.6921563423,398,165,520,165,106,9281.085056659998,3208.53525282026,6072.549803839738,59,20.0,7.0,-0.04810571968334311,-0.014854775074907879,98.0,2422,-0.63,1.0,-11.587485515643106,0.818467971342971,4.2517006802721085,11.587485515643106,113,0.14824120603015076,8.06164636387,153,158,191
FLYCRKWF,8101,120346.74305510569,13.05272823374121,146.79459027027025,56146.64126094123,64200.10179416447,860,367,1592,299,231,14292.517245552233,8550.156388846037,5742.360856706197,371,20.0,12.0,0.08537549981494322,0.039325410595587786,115.0,3828,-0.85,0.927,-3.5134099616858236,-1.0142544491753867,1.9780219780219779,3.5134099616858236,114,0.4313953488372093,9.94204231261167,131,130,133
COHUNSF1,129855,120326.01174367793,3.4767285735399787,98.65353113207529,63553.24532512175,56772.766418556166,7849,5384,8035,3225,1544,33253.933443435926,19289.437531034586,13964.495912401344,1071,24.0,78.0,-0.07545572270363848,-0.04302945555665013,21.0,6174,-1.0,1.0,-10.34013605442177,0.14102410298194712,11.363636363636365,11.363636363636365,115,0.13645050324882152,2.457566254431722,91,50,61
ER02,3623,118315.5592854926,36.56207310405671,362.59320546257794,55488.44629878535,62827.11298670725,398,165,520,165,106,10298.345958021226,2863.2101845731213,7435.135773448106,76,20.0,7.0,-0.06571506919147964,-0.028035771807211642,49.0,2487,-0.789,0.893,-9.10776361529548,1.2214827379234228,6.257982120051086,9.10776361529548,116,0.19095477386934673,7.193995438625933,157,158,191
PARSF1,31414,117721.45340959936,3.259249591023135,35.02277715803261,64892.163649519134,52829.289760080224,3331,1870,10140,1015,1129,18560.030855568486,10816.246616671178,7743.784238897308,1436,24.0,25.0,0.06090289929359392,0.06380396191157729,7.0,7857,-0.809,0.774,-3.45475910693302,-0.3989252558935154,9.764883816856868,9.764883816856868,117,0.4311017712398679,3.2471469878928785,124,102,48
CROOKWF3,23465,115393.83686695082,5.196615327613673,57.0254582484725,57161.7852238238,58232.051643127015,2479,1361,6772,732,749,18624.613842442268,7531.611164755925,11093.002677686345,1021,24.0,15.0,0.02235247993838654,0.018526417669473817,28.0,7048,-1.0,1.0,-2.5906735751295336,-0.8142524348503926,0.6926605504587156,2.5906735751295336,118,0.4118596208148447,3.038165052342043,136,109,71
TARALGA1,124066,114820.87049268388,4.44702172420854,109.84151547491996,54582.68917327546,60238.181319408424,3860,5650,3908,1091,552,10529.380657101838,3544.46656489415,6984.914092207688,1841,21.0,27.0,0.008312726203220077,0.020463060484886497,701.0,4657,-1.0,1.0,-2.0366598778004072,-0.9104492159194462,0.14814814814814814,2.0366598778004072,119,0.47694300518134713,0.9182555867601425,149,47,104
WKIEWA1,128554,102626.32364084171,1.2674783498119084,42.46594614035078,60225.553301340195,42400.77033950153,3619,4396,3209,1358,359,4181.0814975264475,2941.6339230795943,1239.4475744468537,301,24.0,77.0,0.08209070002590053,0.042034514656967885,1415.0,5585,-1.0,1.0,-7.4074074074074066,0.49138148100282103,1.7719298245614037,7.4074074074074066,120,0.08317214700193423,0.812830594937716,156,59,109
CHYTWF1,81237,101564.15889035707,1.5155990074604422,6.20789375,51756.206133639134,49807.952756717925,2363,3444,536,929,78,2922.453360174832,1646.9567855396351,1275.4965746351968,1139,24.0,56.0,0.03867832160142656,0.020249499288636782,39.0,3075,-0.564,0.2318,0.0792,0.3759808375705539,0.7193877551020407,0.7193877551020407,121,0.48201438848920863,0.6969770569359438,168,92,189
MREHA3,3745,100855.400945792,27.062790335879413,194.9685534591195,52914.678000763844,47940.72294502815,1043,77,2342,347,204,24461.301522468424,15512.975218789308,8948.326303679118,163,14.0,6.0,0.052313688225936884,0.011618510467900457,24.0,402,-1.0,0.846,-8.474576271186441,-1.6067093676377606,1.5204678362573099,8.474576271186441,122,0.15627996164908917,14.873418234697324,99,183,119
BODWF1,8119,95383.04775774175,12.26094135410284,99.84891891891886,47451.075144786424,47931.97261295531,867,367,1610,301,232,10501.817326653492,5303.507538859406,5198.309787794086,391,20.0,12.0,0.03477283409991673,0.01974247220682086,55.0,4238,-0.804,0.901,-4.160714285714286,-1.2070036847090047,1.7857142857142856,4.160714285714286,123,0.45098039215686275,6.117079052894355,143,130,126
WELLSF1,8119,95138.35718833077,9.045889704133714,129.71863430353432,32297.237960809496,62841.119227521274,867,367,1610,301,232,15534.377883002313,8503.944990156124,7030.432892846189,316,20.0,12.0,0.12409095441821431,0.10449349347038049,9.0,4241,-0.796,0.894,-4.294642857142857,-1.2274583042563356,1.8974288464182594,4.294642857142857,124,0.3644752018454441,9.80847173028388,132,130,126
CRURWF1,8119,93258.89343465245,11.967377365627447,107.61297297297298,45368.92369005509,47889.96974459736,867,367,1610,301,232,11429.272367575544,6861.469375370321,4567.802992205224,395,20.0,12.0,0.03340668244298987,-0.008278628772076229,39.0,4135,-0.857,0.951,-4.176829268292683,-1.085103217405892,2.2543103448275863,4.176829268292683,125,0.4555940023068051,7.914036188431743,138,130,126
WOLARSF1,3830,89867.90785396652,22.326657871479096,319.20221413721407,31357.230568516505,58510.677285450016,525,160,1079,194,137,20364.371579334653,11871.436905617611,8492.934673717042,127,17.0,8.0,0.14587855696412655,0.13139643229274053,21.0,3137,-0.685,0.936,-6.4017857142857135,-1.7757309381559174,1.3744493392070485,6.4017857142857135,126,0.2419047619047619,22.612260772604973,116,168,167
MOKOSF1,89264,83724.6015890644,2.4320350847090126,68.67293864935064,42262.38721569634,41462.214373368064,5736,3917,5428,2289,963,16919.510914838917,8199.324418235463,8720.186496603454,1041,22.0,67.0,-0.12250555559819937,-0.07240601674991479,6.0,4578,-1.0,1.0,-3.2721311475409838,0.39157448653731064,3.577464788732395,3.577464788732395,127,0.18148535564853557,1.4294498637091113,133,70,82
CRWARP1,2589,83513.7275318062,20.35714917521391,392.0331340880503,39818.852675120295,43694.87485668591,739,64,1577,256,138,27117.172415860965,11470.706555359455,15646.46586050151,146,10.0,7.0,-0.09205717192254127,-0.041618411377724616,17.0,550,-0.898,0.673,-8.803921568627452,-0.3983390135581557,5.203969128996692,8.803921568627452,128,0.1975642760487145,15.5219303861427,118,187,134
MOREESF1,4545,81951.09611090954,17.56410458489127,278.9916580041571,62095.72168459567,19855.374426313865,565,196,1045,215,151,11144.090347937137,6086.541554506929,5057.548793430206,206,20.0,7.0,-0.014685474080815218,-0.05956303754497938,8.0,3617,-0.988,0.988,-8.468468468468467,-2.018319985136157,13.567493112947659,13.567493112947659,129,0.36460176991150445,10.772639919481291,140,146,168
STUBSF1,3390,81847.73400418018,20.690537895385297,410.23580346615796,35990.97398722841,45856.76001695176,488,141,1010,184,122,18952.281620538128,12546.56031856203,6405.7213019761,124,17.0,8.0,0.1689308515727911,0.14988746462908564,13.0,2585,-0.725,0.749,-5.669642857142857,-1.6563951475953664,0.8366492146596859,5.669642857142857,130,0.2540983606557377,25.710164587217275,109,173,178
ER03,3745,80028.09047519226,19.781272579255614,233.74237841880336,32548.49202705439,47479.59844813787,417,170,573,168,111,6763.786203459249,1976.5201939488145,4787.266009510435,86,21.0,7.0,0.005381318898431021,-0.015307980119427023,15.0,2735,-0.372,1.0,-7.577807848443844,0.9770547953047507,12.77139208173691,12.77139208173691,131,0.20623501199040767,4.739856580212985,166,156,186
STUBSF2,3390,75996.23408217149,20.17467422434317,392.9506598960496,35705.30564844683,40290.92843372466,488,141,1010,184,122,17931.063337767835,12403.494407233353,5527.568930534481,149,17.0,8.0,0.1437363831313816,0.11105947737846997,7.0,2585,-0.725,0.749,-5.669642857142857,-1.6563951475953664,0.8366492146596859,5.669642857142857,132,0.305327868852459,25.41699673613392,112,173,178
WOODLWN1,131461,75002.58148044423,1.5062893275409057,20.667134109311718,38151.18647659973,36851.395003844504,4562,6118,5380,1290,744,5587.432851642849,3526.3551232082327,2061.077728434615,1852,22.0,34.0,0.010077373355552218,0.019274721891126136,259.0,8624,-1.0,1.0,-2.4204545454545454,-0.7676399438280609,2.2988505747126435,2.4204545454545454,133,0.4059622972380535,0.7729844636580957,150,36,83
GPWFWST2,2663,74836.2827733925,9.56832467435676,276.3627672955975,36333.22149229061,38503.06128110188,710,82,1560,245,134,19607.89433350195,11214.131100160223,8393.763233341728,144,8.0,8.0,0.017210429680068674,0.0010390656042435636,14.0,178,-0.529,0.779,-1.0223097112860893,-0.08188986298258139,2.389937106918239,2.389937106918239,134,0.2028169014084507,15.794550845296088,120,179,135
BLOWERNG,76667,73743.45549937831,0.48661625307120526,13.97142857142857,53301.923891900304,20441.531607478002,7006,5318,24697,2450,2756,13840.127441087889,10982.985500271467,2857.141940816421,105,24.0,48.0,0.0069182319433038035,0.005661803659189238,145.0,11487,-1.0,1.0,-11.325028312570781,-0.8361552872728002,3.6238455079764904,11.325028312570781,135,0.014987153868113046,1.5676542249887906,123,55,26
MORTLK11,10551,71305.5663831698,7.503817375214514,547.4132075471697,48993.77059996447,22311.79578320534,3290,525,4755,1352,854,15786.14332531279,12543.52758220081,3242.6157431119823,63,24.0,13.0,-0.0075531060236504475,0.0004292979524592259,45.0,842,-1.0,1.0,-7.8999999999999995,-0.6364110850670288,12.903225806451614,12.903225806451614,136,0.019148936170212766,3.8126223654105806,110,120,96
DUNDWF2,10551,69107.52615226337,6.267885454598009,172.98810679611648,34742.66516106713,34364.86099119623,3290,525,4755,1352,854,23913.98797226493,13640.687974338458,10273.299997926471,1317,24.0,13.0,-0.0030225081107317637,-0.03122378233740223,1.0,842,-1.0,1.0,-7.8999999999999995,-0.6364110850670288,12.903225806451614,12.903225806451614,137,0.40030395136778113,4.1461057672761275,104,120,96
RESS1L,6772,68353.29994761158,5.040440311149617,93.87995469988675,33816.44766728385,34536.85228032773,762,479,2522,264,388,10787.373314932309,7981.338516134293,2806.0347987980163,147,2.0,37.0,0.08875653997417811,0.09338979623226543,106.0,1317,-1.0,1.0,-1.6827438370846732,0.739330473220174,13.404825737265416,13.404825737265416,138,0.19291338582677164,10.474197527735292,134,126,117
ER04,3745,64549.134027637585,21.377747038905568,331.84605138888884,31588.990114563385,32960.14391307421,417,170,573,168,111,4783.827597107076,1251.1068695278086,3532.720727579267,86,21.0,7.0,-0.018135223912814157,-0.0043927956672941,10.0,2735,-0.372,1.0,-7.577807848443844,0.9770547953047507,12.77139208173691,12.77139208173691,139,0.20623501199040767,3.0002562818412675,171,156,186
YWPS4,80633,62459.57973625902,0.5123644146815083,10.79774999999999,30112.983584488393,32346.596151770624,2268,3411,411,893,54,2154.735302260292,1081.665910046965,1073.0693922133269,107,24.0,55.0,0.027263199249107306,-0.0010001060969243602,402.0,3223,-0.427,1.0,-0.476457399103139,0.40194272168058004,9.25925925925926,9.25925925925926,140,0.04717813051146384,0.4769250044298788,174,93,203
