scope,DUID,contraction_contribution_rows,contraction_onsets,contraction_tightening_mw_observations,contraction_relief_mw_observations,contraction_abs_impact_mw_observations,contraction_mean_positive_tightening_mw,contraction_positive_share,contraction_rank
lower,CPP_4,108,36,4771.161758112774,1451.5745937859604,6222.736351898734,44.17742368622939,0.16666666666666666,106
lower,MOUSF1,108,36,4731.079474798619,7203.368946835442,11934.448421634062,43.806291433320546,0.3425925925925926,107
lower,ER01,609,190,4480.089051203456,1427.6875179476463,5907.776569151101,7.35646806437349,0.46469622331691296,108
lower,MEWF1,108,36,4478.0965141542,1148.5185680092059,5626.6150821634055,41.46385661253889,0.6944444444444444,109
lower,KSP1,108,36,4330.569055005753,3738.109532336018,8068.678587341772,40.09786162042364,0.32407407407407407,110
lower,HAUGHT11,108,36,4147.127253394706,9124.684027157653,13271.811280552358,38.39932642032135,0.3333333333333333,111
lower,ER02,609,190,4070.2692608956972,1897.6347017425871,5967.903962638285,6.683529164032343,0.3497536945812808,112
lower,GSTONE6,108,36,3995.20189689298,1513.617136018412,5508.819032911391,36.99261015641648,0.21296296296296297,113
lower,VP6,609,190,3723.4304315920535,532.0705008366056,4255.500932428658,6.114007276834243,0.32676518883415434,114
lower,KABANWF1,108,36,3712.471255696202,6759.2661095512085,10471.737365247409,34.37473384903891,0.37962962962962965,115
lower,KAREEYA1,108,36,3507.3510607594935,3113.18916835443,6620.5402291139235,32.47547278481012,0.2962962962962963,116
