season,direction,DUID,contribution_rows,total_abs_impact,mean_abs_impact,p95_abs_impact,total_tightening,total_relief,contraction_rows,reversal_rows,forced_rows,contraction_onsets,forced_onsets,contraction_abs_impact,contraction_tightening,contraction_relief,contraction_positive_rows
Autumn,upper,BW01,21111,228703.33383922066,10.610253817143446,45.61125058716077,122249.63733287214,106453.69650634854,1056,922,1205,339,63,21960.713989821023,19986.510324427967,1974.2036653930588,658
Autumn,upper,BW02,21111,203340.39871433424,10.190503264358908,51.94273825678497,111041.24598449771,92299.15272983653,1056,922,1205,339,63,18717.0419848469,17122.446164814308,1594.5958200325908,549
Autumn,upper,BW03,21111,139167.31543201796,6.966236568254893,38.481915512690364,73518.43856827231,65648.87686374565,1056,922,1205,339,63,11018.091514002794,9532.491938306812,1485.5995756959824,412
Autumn,upper,BW04,21111,203113.2527567282,9.456046201902835,40.710024960334046,107493.52333535952,95619.7294213687,1056,922,1205,339,63,19393.387824848825,17624.589455855894,1768.7983689929315,688
Autumn,upper,CALL_B_1,1669,41417.770319993535,40.172588880303046,358.4882276398467,17597.77521213933,23819.9951078542,245,50,563,101,59,12719.145340913237,3795.2009293641545,8923.944411549082,65
Autumn,upper,CALL_B_2,1669,33922.203426335385,26.014157044493285,349.75497083333204,13476.335744244127,20445.86768209126,245,50,563,101,59,11192.916064419547,3853.519336001369,7339.396728418177,61
Autumn,upper,CAPBES1,15307,15104.856002588833,1.0338131005859525,7.9822335025380715,7505.014933527919,7599.841069060914,590,622,208,177,9,716.4484670050762,420.0763089847716,296.3721580203046,119
Autumn,upper,CG1,21111,3345.2120126192895,0.0779669225116783,0.0,1830.680058426396,1514.5319541928934,1056,922,1205,339,63,92.51269035532995,0.0,92.51269035532995,0
Autumn,upper,CG2,21111,3930.1735714413453,0.09115353337780481,0.0,2290.770046000869,1639.4035254404755,1056,922,1205,339,63,381.03992893173336,103.41068652395516,277.62924240777824,7
Autumn,upper,CG3,21111,4939.001172125781,0.11446755602299347,0.0,2935.864306829538,2003.1368652962428,1056,922,1205,339,63,444.20893056396403,186.31572876532286,257.8932017986412,10
Autumn,upper,CG4,21111,3989.8622066375656,0.09237039663995729,0.0,2106.027208557527,1883.8349980800385,1056,922,1205,339,63,352.60303224928464,103.46769847094802,249.13533377833662,7
Autumn,upper,CHBESS1,1669,18723.359275064904,14.212198923623612,112.75213675213676,9603.36388221668,9119.995392848225,245,50,563,101,59,3742.7669628698195,2606.644028387268,1136.1229344825515,63
Autumn,upper,CHILDSF1,1591,9878.890532790336,22.517080397287085,149.5897264957263,4768.052414323356,5110.838118466979,241,50,563,101,59,2834.3618726792115,1318.1187082149777,1516.2431644642338,85
Autumn,upper,CLARESF1,1591,37186.07347591989,46.91171372439543,386.87398113207547,16292.540187112352,20893.533288807535,241,50,563,101,59,12443.715207311012,5662.985399919377,6780.729807391635,87
Autumn,upper,CLERMSF1,1591,28592.124684752343,37.82969096078971,271.3752407478848,13760.390378553031,14831.734306199314,241,50,563,101,59,12314.211065549915,4829.727787191258,7484.483278358656,99
Autumn,upper,CLRKCWF1,1591,67871.93902034222,120.90318185878492,1051.198544827586,29005.91686200531,38866.022158336906,241,50,563,101,59,25087.00856723091,6965.346401513888,18121.66216571702,112
Autumn,upper,CLRKCWF2,1362,10649.028509981796,14.442761576788357,152.66206896551725,2957.689081707574,7691.339428274222,157,31,543,62,48,2910.428418386491,849.6458315697131,2060.782586816778,72
Autumn,upper,COLEASF1,15367,7842.588780498792,0.634995785056526,5.0095852339628415,3889.7307797116746,3952.8580007871165,604,625,209,183,10,831.0133235779831,213.72451850558372,617.2888050723994,95
Autumn,upper,COLUMSF1,1669,24687.05557316335,13.33325175099426,67.55769654088053,13710.745083424596,10976.310489738751,245,50,563,101,59,4182.2754593753425,2509.3843001652103,1672.8911592101315,105
Autumn,upper,COLWF01,15367,17350.27147331513,2.045364704611339,14.886591615853657,8537.369970215008,8812.901503100122,604,625,209,183,10,861.5296671410616,413.02840131032025,448.5012658307415,287
Autumn,upper,COOPGWF1,1591,40984.27561525538,29.47495882300846,151.3269291050995,20914.609516314336,20069.66609894104,241,50,563,101,59,7115.109864289748,4806.62251004656,2308.4873542431874,128
Autumn,upper,CPP_3,1841,55430.76283811676,30.637394446383087,645.9120374999997,21915.080300828828,33515.68253728794,258,52,563,107,59,16185.919811080787,4804.923782843389,11380.996028237398,63
Autumn,upper,CPP_4,1835,56955.963441805434,39.21151274886804,671.2813291666665,19387.657154988927,37568.3062868165,250,50,563,103,59,18689.64555774413,3735.314790513049,14954.33076723108,52
Autumn,upper,CPSA,1669,1025.8220240825035,0.556653365946026,8.576597942502818,950.7455852690875,75.076438813416,245,50,563,101,59,488.2323481613285,472.8917856613285,15.340562499999997,17
Autumn,upper,CROOKWF2,15842,9994.733656466311,0.9016929720788559,4.074116232924766,5071.7824260343805,4922.95123043193,617,652,229,187,11,492.5010449903364,195.43371751794766,297.06732747238874,268
Autumn,upper,CROOKWF3,15842,6666.512069789072,0.6003820178000024,3.1631986693044842,3373.4815438998126,3293.030525889259,617,652,229,187,11,305.4702072975693,143.82877385924058,161.6414334383287,307
Autumn,upper,CRURWF1,21111,30242.066792579702,1.532276620322399,6.091944676409188,15367.902772868896,14874.164019710803,1056,922,1205,339,63,1744.2529740365496,837.9788821473451,906.2740918892046,428
