DUID,contribution_rows,total_abs_impact_mw_observations,mean_abs_bound_impact_mw,p95_abs_bound_impact_mw,total_tightening_mw_observations,total_relief_mw_observations,contraction_contribution_rows,reversal_contribution_rows,forced_contribution_rows,contraction_onsets,forced_onsets,contraction_abs_impact_mw_observations,contraction_tightening_mw_observations,contraction_relief_mw_observations,contraction_positive_rows,active_months,active_constraint_versions,limit_move_spearman,flow_move_spearman,top_contributor_intervals,equation_versions,factor_min,factor_max,sensitivity_min,sensitivity_mean,sensitivity_max,sensitivity_abs_max,overall_rank,contraction_positive_share,contraction_mean_positive_tightening_mw,contraction_rank,reversal_rank,forced_rank
LGAPWF2,55593,254513.54457333678,17.97172123187746,244.61192523364485,152332.424026955,102181.12054638179,2789,2313,9042,1297,1075,55880.602470537444,40659.69181701718,15220.910653520272,1410,22.0,18.0,0.038770986275743956,-0.06199167891480051,553.0,1455,-0.988,1.0,-10.683760683760683,-3.0238952506628687,6.7902995720399435,10.683760683760683,64,0.5055575475080674,14.578591544287264,42,80,77
WPWF,55832,251840.13790101354,12.460762409112824,217.5219190041632,137143.08502025087,114697.05288076267,2826,2323,9081,1324,1090,41102.785938992485,23164.269137557138,17938.516801435355,1281,22.0,19.0,-0.006845545333394969,-0.017019747264888373,415.0,1628,-0.989,1.0,-14.04494382022472,-2.8272283058785197,13.766048502139801,14.04494382022472,65,0.45329087048832273,8.196839751435647,70,75,75
HDWF1,85064,244469.909358182,8.15821347844404,88.09220518867909,136936.09809318685,107533.81126499517,3914,3461,16983,1752,1595,36508.87622627039,23248.805965270956,13260.070260999433,1918,24.0,19.0,0.04994571216409649,-0.10343451200909864,835.0,1622,-0.982,1.5,-10.658616904500548,-2.631072999462026,12.239657631954351,12.239657631954351,66,0.49003576903423607,5.9399095465689715,69,48,32
HBESS1,30031,243696.0446477338,13.854498282660895,217.59656652360516,118104.55271755715,125591.49193017663,4204,1212,7546,1670,957,40873.02600735135,21778.73104576672,19094.294961584626,492,24.0,39.0,0.012823151615433221,0.035024674366322624,1018.0,3479,-0.564,1.0,-1.076923076923077,0.8275803544480346,5.612903225806452,5.612903225806452,67,0.1170313986679353,5.18047836483509,74,109,98
LKBONNY3,173965,238794.63604194703,1.548640660929841,12.659000000000004,124954.26656356934,113840.3694783777,5403,8536,23629,2364,2570,12532.638505142146,9333.377005563376,3199.261499578771,2605,24.0,60.0,0.10937693552271828,0.08544038486045043,4273.0,7343,-1.0,1.23,-1.7806267806267806,-0.8496408084277597,0.193,1.7806267806267806,68,0.4821395521006848,1.7274434583681983,100,1,12
GLRWNSF1,75161,237701.66578709325,3.666114159165648,53.167468083140875,120110.97102304765,117590.69476404559,8380,4310,15911,3378,2170,44830.68631048594,22669.729310258565,22160.957000227372,2380,24.0,46.0,0.021467274718480353,0.021944892863527823,127.0,3952,-0.921,0.894,-7.075208913649025,0.784583482895037,7.6415094339622645,7.6415094339622645,69,0.2840095465393795,2.7052182947802583,71,36,49
BNGSF2,55593,224517.90806309046,14.478990911369461,168.9485094339622,109505.49883275597,115012.40923033451,2789,2313,9042,1297,1075,53369.32937453386,29086.87469596012,24282.454678573744,705,22.0,18.0,-0.09484050363099358,-0.02536741117018378,583.0,1455,-0.988,1.0,-10.683760683760683,-3.0239075236132855,6.7902995720399435,10.683760683760683,70,0.2527787737540337,10.4291411602582,58,80,77
MTMILLAR,55593,221446.74356300128,10.61140658424165,170.94308894878702,113033.02730887142,108413.71625412986,2789,2313,9042,1297,1075,39639.78603227996,22221.950696567164,17417.835335712796,1291,22.0,18.0,0.01410379597955824,-0.029979961735831145,267.0,1455,-0.988,1.0,-10.683760683760683,-3.0238952506628687,6.7902995720399435,10.683760683760683,71,0.46288992470419504,7.967712691490557,72,80,77
BNGSF1,55593,219194.995639775,14.49880791066902,251.91999056603774,104462.0915264419,114732.90411333309,2789,2313,9042,1297,1075,51080.304793493706,27726.530630011082,23353.774163482627,647,22.0,18.0,-0.10441051519048059,-0.02627923493581639,526.0,1455,-0.988,1.0,-10.683760683760683,-3.0239075236132855,6.7902995720399435,10.683760683760683,72,0.2319827895302976,9.941387820011144,61,80,77
DUNDWF3,44652,216146.81914419588,5.45282875824234,77.8593401904762,117412.51518010603,98734.30396408985,2712,2785,5652,988,655,19755.102600481026,14044.161663809637,5710.940936671391,1169,24.0,18.0,0.0899961215715594,0.034799935721432515,560.0,1291,-1.0,1.0,-0.5129032258064516,1.0276252632341738,1.4539170506912442,1.4539170506912442,73,0.431047197640118,5.1785256872454415,85,69,108
LGAPWF1,55593,214978.49750766804,16.763654684070143,252.40897009345795,128789.60940696497,86188.88810070307,2789,2313,9042,1297,1075,47680.24100810873,34879.80058936727,12800.440418741466,1390,22.0,18.0,0.03794469648719515,-0.05714315977884857,221.0,1455,-0.988,1.0,-10.683760683760683,-3.0238952506628687,6.7902995720399435,10.683760683760683,74,0.4983865184653998,12.506203151440397,49,80,77
HALLWF2,85812,207022.20395763803,8.976513084201859,206.61291512915128,119807.09369513215,87215.11026250588,3917,3469,16983,1755,1595,35432.58100863967,25922.70609782773,9509.874910811937,1776,24.0,19.0,0.023279645674347045,-0.09018255360653561,534.0,1581,-0.978,1.25,-8.951456310679612,-2.6912130991461276,6.7902995720399435,8.951456310679612,75,0.45340822057697217,6.618000024975167,64,45,32
OAKLAND1,34624,206781.04259743396,10.504496710579533,220.6326987681971,102871.30447302692,103909.73812440703,5122,1520,9749,1976,1186,36674.1686731553,17682.66370516471,18991.504967990593,2237,24.0,43.0,0.0030221653487681713,-0.0016284349824347308,31.0,4067,-0.9847,0.98,-1.385185185185185,0.9453376219314162,6.841726618705035,6.841726618705035,76,0.43674345958609917,3.4522967015159525,80,95,65
GIRGSF,66841,203621.5564765547,3.691522505769693,48.923695767077206,102186.94926438351,101434.60721217118,8067,3774,15663,3254,2135,40734.827802570435,20945.08322260322,19789.744579967217,2005,24.0,46.0,0.002036807478888836,0.01589302145224239,166.0,4156,-1.0,0.881,-9.944289693593314,0.7658935764367184,13.192612137203165,13.192612137203165,77,0.2485434486178257,2.5963906312883624,76,39,50
GLENSF1,66386,196995.40764314285,3.3773359368422513,50.25670207852194,99457.00029965464,97538.40734348822,8037,3723,15521,3238,2107,41394.580626574,21394.574746814626,20000.00587975938,2393,24.0,46.0,0.014946108701831723,0.016807048046002252,54.0,3945,-0.921,0.891,-7.075208913649025,0.786134557603805,7.660377358490567,7.660377358490567,78,0.29774791588901334,2.662010046884985,75,40,51
LADBROK1,163324,190776.87270293158,1.2627983891794237,39.88864599999991,99773.94607591642,91002.92662701517,4956,7961,22277,2203,2408,9024.016438168665,4171.401522874709,4852.614915293955,215,24.0,48.0,0.03537855555284898,0.049928357517705885,5918.0,5082,-1.11,1.0,-3.1766381766381766,-0.7036585511798716,6.944444444444445,6.944444444444445,79,0.0433817594834544,0.8416871515082142,123,7,25
COLEASF1,58566,178647.90228696703,3.0510183601700076,31.35459638488372,94813.73706577609,83834.16522119095,5697,3659,11050,2329,1631,32133.334333595012,18741.992262003827,13391.342071591187,2134,24.0,33.0,0.08929479903421966,-0.013475777572974247,40.0,2070,-0.468,0.341,-3.6509635974304073,-0.4489576407731345,5.34857142857143,5.34857142857143,80,0.3745831139196068,3.2898002917331626,78,42,60
TB2B1,89272,176951.57524994534,2.0640295632694405,56.92308850083687,104250.73589732993,72700.8393526154,1955,4490,8094,814,945,13365.743944148504,10080.645823379647,3285.098120768858,279,22.0,33.0,0.0414893412230919,0.06446906362279618,4484.0,3402,-1.0,1.0,-14.245014245014245,-0.7482489806631952,6.4935064935064934,14.245014245014245,81,0.14271099744245525,5.156340574618746,96,34,93
BALDHWF1,30031,167683.73428106657,5.998377208728957,44.44134248927037,82945.08355249284,84738.6507285737,4204,1212,7546,1670,957,23212.326619229578,11796.945145767448,11415.38147346213,1920,24.0,39.0,0.017244940497648124,0.007329550357175489,149.0,3479,-0.564,1.0,-1.076923076923077,0.8275921117223063,5.612903225806452,5.612903225806452,82,0.45670789724072314,2.8061239642643785,89,109,98
GPWFEST2,6970,166597.94566670927,23.642170708427358,224.63594469610092,88288.69823791092,78309.24742879835,1042,481,2581,362,261,47262.133159667486,37626.46304468597,9635.670114981525,484,23.0,18.0,0.1725528768878698,0.14156468126371152,254.0,1135,-1.0,1.0,0.2966542750929368,1.0648731885307152,1.47926267281106,1.47926267281106,83,0.46449136276391556,36.10984937109978,46,129,132
HILLSTN1,45029,155898.99929918547,3.2196870948210154,36.174418604651166,81192.2413017444,74706.75799744106,5079,2750,9579,2086,1405,24652.64550236282,14348.58448149719,10304.061020865629,1621,24.0,32.0,0.09222941212832456,0.02059729261317053,118.0,2067,-0.453,0.337,-3.6081370449678802,-0.4289508126831601,5.177142857142858,5.177142857142858,84,0.3191573144319748,2.825080622464499,84,73,72
BLUFF1,85049,152537.59103392152,5.578970330143229,101.84609509803917,84562.59791455013,67974.99311937139,3912,3461,16981,1751,1594,25531.069715071593,17914.10391171657,7616.965803355023,1587,24.0,18.0,0.0364446717014995,-0.07431732880517122,199.0,1608,-0.983,1.5,-8.951456310679612,-2.7411757862121293,6.7902995720399435,8.951456310679612,85,0.40567484662576686,4.579269916082968,79,48,45
MCKAY1,30924,151682.53417169728,6.683261094208367,146.222848277897,102961.15641053679,48721.37776116048,4337,1307,7879,1703,998,33917.96930963281,28636.697559463737,5281.271750169075,99,24.0,41.0,0.03449607828510813,0.02139597482086552,344.0,3749,-1.0,1.0,-13.966480446927374,1.6718670568588787,10.183299389002038,13.966480446927374,86,0.022826838828683423,6.602881613895259,60,106,94
GPWFEST1,6970,149630.6758005781,20.698193125499298,229.35468119266054,80220.94717696347,69409.72862361462,1042,481,2581,362,261,41644.75004936366,34259.64188296751,7385.108166396149,420,23.0,18.0,0.2158125088416145,0.1902386171231883,75.0,1135,-1.0,1.0,0.2966542750929368,1.0648731885307152,1.47926267281106,1.47926267281106,87,0.40307101727447214,32.87873501244483,52,129,132
WINTSF1,66386,149011.23448256624,2.5262298647375863,37.23842956120092,75729.56880817979,73281.66567438644,8037,3723,15521,3238,2107,29114.704923762627,14587.318197554556,14527.38672620807,2230,24.0,46.0,0.014783242415454586,0.015407735608793221,29.0,3945,-0.921,0.894,-7.075208913649025,0.7861530860332537,7.6415094339622645,7.6415094339622645,88,0.2774667164364813,1.8150203057800867,83,40,51
SNOWNTH1,10539,141073.64830035804,8.086381899509645,64.82778775189394,72919.90616306459,68153.74213729348,1652,437,4208,857,688,21788.11353196972,12827.493389378262,8960.62014259146,831,22.0,13.0,0.04628517498785986,0.06223610199797608,89.0,1229,-0.998,1.0,-14.124293785310734,-2.235551541398609,2.5534950071326676,14.124293785310734,89,0.5030266343825666,7.764826506887568,86,135,120
WUNUSF1,60197,139172.81658916516,3.0709443970219725,84.11089417177917,70155.30692102981,69017.50966813533,7328,3583,14581,2984,1985,30406.814091432992,16070.87620134425,14335.937890088742,1636,22.0,46.0,0.009198497633776882,0.009590311397251432,75.0,3752,-1.0,0.881,-9.944289693593314,0.7763018809182557,13.192612137203165,13.192612137203165,90,0.2232532751091703,2.1930780842445756,81,44,54
PAREPS1,55593,131863.79501706356,7.60578525939707,138.66208089622626,64120.94205448276,67742.85296258079,2789,2313,9042,1297,1075,27299.55767396098,16058.90735154989,11240.650322411086,648,22.0,18.0,-0.10410180168430468,-0.04187283623156247,130.0,1455,-0.988,1.0,-10.683760683760683,-3.0238952506628687,6.7902995720399435,10.683760683760683,91,0.23234134098243098,5.757944550573643,82,80,77
CATHROCK,55593,125377.87483712212,5.577720995177054,97.0316037735849,63634.010898773544,61743.86393834857,2789,2313,9042,1297,1075,18949.601034209412,9744.592165902464,9205.008868306948,1164,22.0,18.0,0.009574818040846285,-0.023125358360890212,209.0,1455,-0.988,1.0,-10.683760683760683,-3.0238952506628687,6.7902995720399435,10.683760683760683,92,0.41735389028325565,3.4939376715318984,99,80,77
LADBROK2,163324,123791.45938899393,0.8884087426913232,36.62925170068027,65293.07916021228,58498.38022878165,4956,7961,22277,2203,2408,6074.000384045351,3032.509317996606,3041.491066048745,172,24.0,48.0,0.03166271119148392,0.03666814535424548,3161.0,5082,-1.11,1.0,-3.1766381766381766,-0.7036585511798716,6.944444444444445,6.944444444444445,93,0.03470540758676352,0.6118864644868051,126,7,25
SNOWSTH1,10539,119374.45449553912,6.549806262750188,57.01383708333333,60806.49790687782,58567.95658866131,1652,437,4208,857,688,18646.545960823794,10390.209340288155,8256.336620535638,811,22.0,13.0,0.04833423104126472,0.06288487224246586,71.0,1229,-0.998,1.0,-14.124293785310734,-2.235551541398609,2.5534950071326676,14.124293785310734,94,0.49092009685230026,6.289472966276123,93,135,120
GPWFEST3,6970,107968.29550558174,14.769102161612466,231.4216628440367,55680.771440542936,52287.5240650388,1042,481,2581,362,261,25691.957153473064,12791.976004646222,12899.981148826842,336,23.0,18.0,0.09083095168129925,0.07347119056590556,87.0,1135,-1.0,1.0,0.2966542750929368,1.0648731885307152,1.47926267281106,1.47926267281106,95,0.32245681381957775,12.276368526531883,87,129,132
GPWFWST1,3815,107915.34942230364,17.40574489667118,205.34919168591227,55067.71293151645,52847.636490787205,636,317,1592,227,155,28426.874788121735,22052.26439325597,6374.610394865762,261,8.0,18.0,0.14481711392808394,0.13461223705801467,237.0,405,-1.0,1.0,0.2966542750929368,1.1540572505478097,1.47926267281106,1.47926267281106,96,0.41037735849056606,34.67337168750939,73,144,137
RIVNB2,29330,106877.05222741149,5.400951064231947,150.27890792291214,54650.31006670777,52226.74216070373,2933,2008,5303,1269,838,12510.26697496418,5888.558578704493,6621.708396259686,425,17.0,11.0,0.008198455394829775,0.025757556208730003,168.0,746,-0.453,0.337,-3.6081370449678802,-0.3191700851367926,5.177142857142858,5.177142857142858,97,0.14490282986703035,2.0076912985695508,112,92,115
CLEMGPWF,55728,103049.11570044653,5.162778269428998,70.05135536320759,54982.02011615445,48067.095584292096,2806,2319,9039,1315,1091,16004.982392480782,10336.716246428168,5668.266146052614,1191,22.0,18.0,0.006867925299626918,-0.05342185675297795,65.0,1624,-0.993,1.0,-14.04494382022472,-2.9361595457210408,7.083926031294452,14.04494382022472,98,0.42444761225944405,3.6837905368596466,94,79,87
CHYTWF1,29359,98214.96188007912,3.020005890265709,17.987699570815447,47770.82421456498,50444.13766551415,4071,1168,7240,1624,926,14977.473044559214,7339.413381358545,7638.059663200668,1900,24.0,38.0,0.020582476708125498,0.00887643571296494,32.0,2949,-0.564,0.2318,-1.076923076923077,0.7897546204630138,1.6904276985743383,1.6904276985743383,99,0.46671579464505036,1.8028527097417206,104,114,102
DUNDWF2,44652,95561.79104540932,2.3559792849643237,30.09612604081633,51227.71834851842,44334.0726968909,2712,2785,5652,988,655,8639.864503725294,5989.3881799328055,2650.476323792489,1165,24.0,18.0,0.09985363518561281,0.02293043364203142,39.0,1291,-1.0,1.0,-0.5129032258064516,1.0276252632341738,1.4539170506912442,1.4539170506912442,100,0.42957227138643067,2.208476467526846,111,69,108
WKIEWA1,30924,91313.16939458752,2.116344343762338,64.87372881355932,51439.869361433164,39873.30003315435,4337,1307,7879,1703,998,13798.984393701507,6160.123329102554,7638.861064598952,271,24.0,41.0,0.0016342399389857132,0.045959058714400494,429.0,3682,-1.0,1.0,-13.966480446927374,1.6931538025752224,10.183299389002038,13.966480446927374,101,0.06248558911690109,1.4203650747296641,110,106,94
MORTLK11,44992,89057.95397093592,2.09290319579509,128.80369515011546,49451.09974831769,39606.854222618225,2725,2799,5652,993,655,12182.477172689943,9828.980359201909,2353.4968134880323,153,24.0,18.0,0.06700495419835104,0.032034445640866556,534.0,1345,-1.0,1.0,-0.5129032258064516,1.0128053641898278,1.4539170506912442,1.4539170506912442,102,0.05614678899082569,3.606965269431893,97,67,108
RESS1,41738,88230.51350139844,2.1682908456057834,32.73521541740675,48062.82258970302,40167.69091169542,3429,2901,6457,1474,1046,10064.45760399324,5041.098125233141,5023.359478760098,540,17.0,11.0,-0.00850407588668674,0.004826260575498638,142.0,710,-0.453,0.337,-3.6081370449678802,-0.35061335308057184,5.177142857142858,5.177142857142858,103,0.15748031496062992,1.4701365194614002,118,66,107
YWPS3,28886,79911.39396514997,2.499006845872902,54.93875334224597,40811.28615296455,39100.10781218541,4076,1166,7236,1617,927,14471.0488947431,5724.694925883388,8746.35396885971,233,24.0,38.0,-0.006859996651847051,0.07328870361485447,186.0,3166,-1.0,1.0,-12.903225806451614,0.7385266637687079,12.658227848101266,12.903225806451614,104,0.05716388616290481,1.4044884509036772,113,115,103
YWPS4,28886,78555.84771006262,2.0666512194961135,46.9532152639442,41546.5311281072,37009.31658195542,4076,1166,7236,1617,927,14049.964880431973,5347.218768040417,8702.746112391556,248,24.0,38.0,-0.013046095564148904,0.07220252758052387,253.0,3166,-1.0,1.0,-12.903225806451614,0.7385266637687079,12.658227848101266,12.903225806451614,105,0.06084396467124632,1.3118789911777273,114,115,103
BALB1,57384,78518.02989805577,4.154381022929686,240.44665012406944,39561.22253087104,38956.80736718472,6158,3035,11674,2396,1499,13427.819605520532,7120.547978146341,6307.271627374191,407,24.0,44.0,0.0005951005049602809,0.018467539415139615,63.0,4121,-0.9451,1.0,-2.126582278481013,0.9522522228554108,8.014888337468982,8.014888337468982,106,0.06609288730107178,1.1563085381855052,107,63,58
MLB01,5217,69080.36221014874,9.697893330718884,250.0,35880.19227213149,33200.16993801724,676,367,1428,247,149,15058.273521939953,11638.719843856812,3419.5536780831408,68,6.0,18.0,0.11303319740731645,0.0685588833624536,378.0,398,-1.0,1.0,0.8309178743961353,1.1503381274402817,1.4539170506912442,1.4539170506912442,107,0.10059171597633136,17.217041189137294,91,140,139
AGLHAL,85064,66844.44787840976,0.7704459735371745,17.117165950494858,35496.30126295012,31348.14661545964,3914,3461,16983,1752,1595,6771.928012793474,5267.541632168697,1504.386380624777,236,24.0,19.0,0.028380152354723735,-0.014317395858376877,1692.0,1627,-0.98,1.5,-10.658616904500548,-2.574121349296329,14.265335235378032,14.265335235378032,108,0.06029637199795605,1.3458205498642557,115,48,32
MOKOSF1,68517,60662.07736498085,1.2247532592236587,21.865256351039264,30935.830701142953,29726.24666383789,7641,4119,14829,3108,2020,12377.613788466886,6779.517998352446,5598.095790114441,1620,22.0,46.0,0.03410106341342198,0.019181667448701933,3.0,3570,-0.921,0.894,-7.075208913649025,0.7861837620399011,7.6415094339622645,7.6415094339622645,109,0.21201413427561838,0.8872553328559672,109,37,53
VBBL1,2961,59556.6163355903,16.12378006261202,110.15306122448979,30360.37802959853,29196.238305991763,324,24,481,103,41,6846.324288871816,3673.429645950152,3172.894642921665,79,2.0,35.0,0.011501806016782834,-0.014865809516040813,399.0,221,-1.0,1.0,-2.6595744680851063,-0.9440633485158343,0.8148148148148148,2.6595744680851063,110,0.24382716049382716,11.337745820833803,124,183,177
GPWFWST2,3815,58723.02776595169,8.29673381160706,186.62254,29445.744637572345,29277.283128379346,636,317,1592,227,155,15470.621006577094,12658.34431850319,2812.2766880739027,175,8.0,18.0,0.14509787743036348,0.14298008162154455,97.0,405,-1.0,1.0,0.2966542750929368,1.1540572505478097,1.47926267281106,1.47926267281106,111,0.2751572327044025,19.903057104564763,88,144,137
LYA1,2466,58721.91876145773,23.495595448971407,184.15577689243023,38572.506820816154,20149.411940641578,408,127,835,143,91,13461.300804124527,11694.768363831687,1766.5324402928404,154,20.0,7.0,0.11651508636037163,0.1307418504330275,121.0,785,-0.527,1.0,-0.5012820512820513,0.5497732573589973,2.206451612903226,2.206451612903226,112,0.37745098039215685,28.66364795056786,90,153,147
LYA3,2466,57518.254865010575,23.95924981937282,168.7634462151394,37451.829868061075,20066.424996949514,408,127,835,143,91,12706.986012269454,10964.8121267225,1742.173885546954,155,20.0,7.0,0.1339534424453684,0.14018498164761986,62.0,785,-0.527,1.0,-0.5012820512820513,0.5497732573589973,2.206451612903226,2.206451612903226,113,0.3799019607843137,26.874539526280635,92,153,147
LOYYB2,2466,56763.738235324185,31.99997533404263,186.6978540772531,31598.55905630953,25165.17917901466,408,127,835,143,91,14554.859194625362,9756.209177000314,4798.650017625048,159,20.0,7.0,0.1048971948513746,0.08000258081645947,99.0,785,-0.527,1.0,-0.5012820512820513,0.5497732573589973,2.206451612903226,2.206451612903226,114,0.3897058823529412,23.912277394608612,98,153,147
LOYYB1,2466,54803.13679147503,29.768080485969435,195.86410944206,29391.752048117887,25411.384743357143,408,127,835,143,91,14006.533284151785,9127.946343750158,4878.586940401626,169,20.0,7.0,0.1137645437876259,0.08920333264932202,70.0,785,-0.527,1.0,-0.5012820512820513,0.5497732573589973,2.206451612903226,2.206451612903226,115,0.41421568627450983,22.372417509191564,101,153,147
MORTLK12,44992,52873.152579741305,1.5383698700510104,70.19770408163265,25230.500334002416,27642.652245738886,2725,2799,5652,993,655,7277.2103343122,5225.110401231659,2052.0999330805407,92,24.0,18.0,0.050047587203190635,0.030698496375502128,269.0,1345,-1.0,1.0,-0.5129032258064516,1.0128053641898278,1.4539170506912442,1.4539170506912442,116,0.033761467889908255,1.9174717068740033,116,67,108
MREHA3,2654,51546.24765589285,24.216436890115133,158.35922579396328,27719.394730174077,23826.852925718762,633,186,1312,211,128,13479.436175624844,7286.7225048608625,6192.713670763984,135,14.0,7.0,0.05074872487756721,0.0803613610610533,37.0,569,-1.0,0.846,-0.30069930069930073,1.1187078541032704,1.576036866359447,1.576036866359447,117,0.2132701421800948,11.511409960285723,105,149,143
LYA4,2466,50594.864485199265,20.792664618288924,156.5244635193133,31755.044156284177,18839.820328915088,408,127,835,143,91,11705.019668385554,10090.141388275293,1614.8782801102598,137,20.0,7.0,0.09073169575516629,0.1589724686872814,60.0,785,-0.527,1.0,-0.5012820512820513,0.5497732573589973,2.206451612903226,2.206451612903226,118,0.33578431372549017,24.730738696753168,95,153,147
YWPS2,28886,44664.52568312308,1.8017499629218041,50.54979946524062,23570.1505477815,21094.375135341583,4076,1166,7236,1617,927,9556.790123518127,5159.784443221762,4397.0056802963645,211,24.0,38.0,0.0004424067033870144,0.08263833802333692,72.0,3166,-1.0,1.0,-12.903225806451614,0.7385266637687079,12.658227848101266,12.903225806451614,119,0.05176643768400393,1.2658941224783518,117,115,103
DPNTB1,29330,44227.67780296822,1.7085319663828478,27.279455298993486,22517.527798578125,21710.15000439009,2933,2008,5303,1269,838,4930.678193249816,2292.2269873883697,2638.4512058614464,407,17.0,11.0,0.01022945145782544,0.03678411533276514,20.0,746,-0.453,0.337,-3.6081370449678802,-0.3191700851367926,5.177142857142858,5.177142857142858,120,0.13876576883736788,0.7815298286356528,130,92,115
WKIEWA2,27714,43459.519948569054,1.613987446908189,45.50490991375599,26140.754736872328,17318.765211696722,3837,1180,7043,1486,897,5735.525353549555,3602.0486609928985,2133.476692556656,194,22.0,41.0,0.011506203369434035,0.04199006957070031,119.0,3191,-1.0,1.0,-13.966480446927374,1.6509632487262023,10.183299389002038,13.966480446927374,121,0.05056033359395361,0.9387669171209013,125,112,106
LYA2,2466,39201.81564805773,14.030592877924898,143.36264940239042,23765.59899522519,15436.216652832542,408,127,835,143,91,8936.791442059513,7538.953070707126,1397.838371352389,111,20.0,7.0,0.1292662745905892,0.1665002870307702,18.0,785,-0.527,1.0,-0.5012820512820513,0.5497732573589973,2.206451612903226,2.206451612903226,122,0.27205882352941174,18.477826153693936,103,153,147
VBBG1,2961,38599.924489227145,11.765835952309292,83.01287779237842,18403.22679408484,20196.697695142306,324,24,481,103,41,7240.156166530867,4227.990380808845,3012.165785722023,77,2.0,35.0,0.041954686523974404,0.04482872783789744,184.0,221,-1.0,1.0,-0.8148148148148148,0.9440633485158343,2.6595744680851063,2.6595744680851063,123,0.23765432098765432,13.049353027187792,122,183,177
TB2BL1,12356,28840.966690893572,1.4755189806899434,28.082,20205.029901955502,8635.936788938068,224,542,294,106,95,7360.470812080536,7122.885503355705,237.5853087248322,22,4.0,21.0,0.07222215918360582,0.06826357912776458,494.0,513,-1.0,1.0,-2.884338044418806,0.4664027566355702,13.422818791946309,13.422818791946309,124,0.09821428571428571,31.79859599712368,106,127,181
MREHA1,2817,28700.005999975183,16.811243078805575,168.2294745901287,16568.139592302487,12131.866407672696,662,203,1377,228,139,7362.683255996301,4386.247690374026,2976.4355656222765,165,15.0,7.0,0.031400489423147354,0.03953274291730324,7.0,569,-1.0,0.846,-0.30069930069930073,1.1187078541032704,1.576036866359447,1.576036866359447,125,0.24924471299093656,6.625751798148076,121,146,140
DALNTH1,55845,27977.49568733968,1.145420142266826,31.94039735099338,14624.14032320857,13353.355364131112,2826,2323,9084,1324,1093,4648.075295411692,2556.7398965973944,2091.335398814299,452,22.0,19.0,0.017254718662499065,-0.009547728366081948,13.0,1630,-0.989,1.0,-14.04494382022472,-2.8075922659398893,13.766048502139801,14.04494382022472,126,0.1599433828733192,0.9047204163472733,129,75,73
MREHA2,2817,26503.295935735623,15.350470086866597,171.41236837339048,14732.684259220863,11770.61167651476,662,203,1377,228,139,7359.64085980632,4388.899592202698,2970.741267603622,168,15.0,7.0,0.04787419271373641,0.06804730955717406,20.0,569,-1.0,0.846,-0.30069930069930073,1.1187078541032704,1.576036866359447,1.576036866359447,127,0.2537764350453172,6.629757692149091,120,146,140
LVES1,1186,25964.574469031497,38.8237924723759,146.51502145922746,15044.912760471212,10919.661708560283,268,94,461,99,65,5814.7762295135235,4502.400273085732,1312.375956427792,65,14.0,7.0,0.10583905867024465,0.09318052110003716,53.0,586,-0.527,0.83,-0.5012820512820513,0.642977384411183,5.612903225806452,5.612903225806452,128,0.24253731343283583,16.800001018976612,119,177,179
TEMPB1,9388,24650.962204050054,6.424826305248729,160.66168086092716,13887.95434670988,10763.007857340177,1302,444,3765,752,624,5261.38626868976,2897.8246293232273,2363.5616393665327,101,14.0,16.0,-0.016883149570390894,0.05941943518304715,25.0,808,-1.0,1.0,-13.679890560875513,-0.6272773571423353,5.888198757763974,13.679890560875513,129,0.07757296466973887,2.2256717583127705,127,133,125
MANNSF2,21472,23027.697955042186,2.002244935239964,27.679079808709023,11342.143755534355,11685.55419950783,517,890,928,256,246,2717.223734054898,1376.2886669049185,1340.9350671499801,166,23.0,15.0,0.05514156787348677,0.10195907719518567,171.0,1456,-1.0,0.869,-2.2485875706214693,0.5347592491481409,6.289308176100628,6.289308176100628,130,0.32108317214700194,2.662067053974697,137,118,146
FINLYSF1,15703,17436.400596443513,1.2862126726387104,21.915552666666667,7473.359774993027,9963.040821450488,2147,742,4277,818,568,4898.744513152022,1432.0752084518826,3466.6693047001395,204,24.0,25.0,-0.03994628533055483,0.06737695312033541,5.0,1525,-0.678,0.394,-4.218415417558887,-0.5973972578682103,7.74857142857143,7.74857142857143,131,0.09501630181648812,0.667012207010658,135,121,118
TRGBESS1,12429,17312.539968701825,1.1947599861862137,72.59558108282211,8777.852319358402,8534.687649343423,2059,612,3665,811,436,4312.073523604649,2562.7130667668835,1749.3604568377664,60,7.0,30.0,0.059323527384634686,0.061585755651546045,37.0,1287,-0.961,0.959,-1.2085889570552146,0.956517775902014,6.031847133757961,6.031847133757961,132,0.029140359397765905,1.2446396633156307,128,125,126
PIBESS1,30031,16950.320299268165,0.7865515571332106,7.253218884120171,8251.437259419097,8698.883039849068,4204,1212,7546,1670,957,2924.547432057122,1457.320732936066,1467.226699121056,512,24.0,39.0,0.003693105914108303,-0.0025878795437937383,0.0,3479,-0.564,1.0,-1.076923076923077,0.8275921117223063,5.612903225806452,5.612903225806452,133,0.12178877259752617,0.34665098309611464,134,109,98
